smiles,n_measurements,n_sources,p_activity_median,p_activity_best,value_nm_median,value_nm_best,endpoints,sources,compound_ids,target_names,document_years,potency_class,active_100nM,active_1uM
CN(C)C/C=C/C(=O)N1CC(C1)S(=O)(=O)C2=CC=C(C=C2)N3CC(C3)CN4CCC(CC4)[C@](CN5CCCCC5)([C@H]6CCC[C@@H]6NC(=O)OC)C7=CC(=CC=C7)F,4,1,7.101020178131402,8.698970004336019,98.5,2.0,IC50,PubChem,155562418.0,,,high_potency_<=100nM,True,True
C1CCC(C1)[C@](C2CCN(CC2)CCCOC3=CC=C(C=C3)C#N)(C4=CC=CC=C4)N,1,1,7.0915149811213505,7.0915149811213505,81.0,81.0,IC50,PubChem,71777746.0,,,high_potency_<=100nM,True,True
N#Cc1ccc(OCCCN2CCC([C@](N)(c3ccccc3)C3CCCC3)CC2)cc1,1,1,7.0915149811213505,7.0915149811213505,81.0,81.0,IC50,ChEMBL,CHEMBL3126197,Menin,2014,high_potency_<=100nM,True,True
N[C@@](C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,1,1,7.0915149811213505,7.0915149811213505,81.0,81.0,IC50,BindingDB,50496331,Menin,,high_potency_<=100nM,True,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)C[C@H]5CC6CC[C@H]5CC67CC(=O)OC7,1,1,7.086716098239582,7.086716098239582,81.9,81.9,IC50,PubChem,176456324.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
C1CN(CCN1C2=C3C=C(SC3=NC=N2)CC(F)(F)F)C4=NN=C(S4)C(F)F,1,1,7.086186147616283,7.086186147616283,82.0,82.0,IC50,PubChem,86297462.0,,,high_potency_<=100nM,True,True
C[C@@H](O)[C@H](NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,1,1,7.086186147616283,7.086186147616283,82.0,82.0,Kd,BindingDB,50540837,Menin,,high_potency_<=100nM,True,True
C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O)[C@@H](C)O,1,1,7.086186147616283,7.086186147616283,82.0,82.0,Kd,ChEMBL,CHEMBL4647785,Menin,2020,high_potency_<=100nM,True,True
FC(F)c1nnc(N2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)s1,1,1,7.086186147616283,7.086186147616283,82.0,82.0,IC50,ChEMBL,CHEMBL3613786,Menin,2015,high_potency_<=100nM,True,True
FC(F)c1nnc(s1)N1CCN(CC1)c1ncnc2sc(CC(F)(F)F)cc12,1,1,7.086186147616283,7.086186147616283,82.0,82.0,IC50,BindingDB,50117746,Menin,,high_potency_<=100nM,True,True
CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)C[C@H]5CC6CCC5CC67CCC(=O)C7,2,1,7.081866432720661,7.2168113089247425,86.85,60.7,IC50,PubChem,176456270.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
CCC(=O)N1CCN(CC1)CCN2C3=C(C=C2C#N)C(=C(C=C3)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F)C,1,1,7.080921907623926,7.080921907623926,83.0,83.0,IC50,PubChem,117636594.0,,,high_potency_<=100nM,True,True
CCC(=O)N1CCN(CCn2c(C#N)cc3c(C)c(CN4CCC(Nc5ncnc6sc(CC(F)(F)F)cc56)CC4)ccc32)CC1,1,1,7.080921907623926,7.080921907623926,83.0,83.0,IC50,ChEMBL,CHEMBL4210021,Menin,2018,high_potency_<=100nM,True,True
CCC(=O)N1CCN(CCn2c(cc3c(C)c(CN4CCC(CC4)Nc4ncnc5sc(CC(F)(F)F)cc45)ccc23)C#N)CC1,1,1,7.080921907623926,7.080921907623926,83.0,83.0,IC50,BindingDB,50455877,Menin,,high_potency_<=100nM,True,True
C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H]3C/C=C\C[C@H](NC(=O)C4(CCC4)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](NC3=O)CC6=CC=CC=C6)C(=O)N7CCC[C@H]7C(=O)N[C@@H](CCCN=C(N)N)C(=O)N)NC(=O)[C@H](CO)NC(=O)C,1,1,7.080921907623926,7.080921907623926,83.0,83.0,IC50,PubChem,162643180.0,,,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1[C@@]1(CN(C)Cc2ccccc12)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1,2,1,7.0774509799928715,8.301029995663981,702.5,5.0,IC50;Kd,BindingDB,50516582,Menin,,moderate_100nM_to_1uM,False,True
CNC(=O)O[C@H]1CCC[C@@H]1[C@]1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccncc5)cc4)C3)CC2)CN(C)Cc2ccccc21,2,1,7.0774509799928715,8.301029995663981,702.5,5.0,IC50;Kd,ChEMBL,CHEMBL4449381,Menin,2019,moderate_100nM_to_1uM,False,True
N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cccc(Cl)c2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,2,1,7.074634008483704,7.350665141287858,101.8,44.6,IC50;Ki,ChEMBL,CHEMBL2314573,Menin,2013,moderate_100nM_to_1uM,False,True
N[C@H]1CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(N)=N)NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cccc(Cl)c2)NC1=O,2,1,7.072695180952103,7.346787486224656,102.0,45.0,IC50;Ki,BindingDB,50489228,Menin,,moderate_100nM_to_1uM,False,True
C1CCC(C1)C2(C3=CC=CC=C3CCN2)C4CCN(CC4)CC5CCN(C5)C6=CC=C(C=C6)C#N,3,1,7.055517327849831,7.568636235841012,88.0,27.0,IC50;Ki,PubChem,138618549.0,,,high_potency_<=100nM,True,True
CN1Cc2ccccc2C(C1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccnc(C)c2)CC1)C1=CCCC1,1,1,7.055517327849831,7.055517327849831,88.0,88.0,IC50,BindingDB,480145,Menin,,high_potency_<=100nM,True,True
Cc1cc(S(=O)(=O)c2ccc(N3CC(CN4CCC(C5(C6=CCCC6)CN(C)Cc6ccccc65)CC4)C3)cc2)ccn1,1,1,7.055517327849831,7.055517327849831,88.0,88.0,IC50,ChEMBL,CHEMBL5937919,Menin,2021,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)C(F)(F)F)CC1)c1ccccc1,1,1,7.050609993355087,7.050609993355087,89.0,89.0,IC50,BindingDB,480336,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C(F)(F)F)cc3)C2)CC1,1,1,7.050609993355087,7.050609993355087,89.0,89.0,IC50,ChEMBL,CHEMBL5751310,Menin,2021,high_potency_<=100nM,True,True
C1CN(CCC1[C@@](C2=CC(=CC=C2)F)(C3=CC=CC=N3)O)CCCOC4=CC=C(C=C4)C#N,1,1,7.045757490560675,7.045757490560675,90.0,90.0,IC50,PubChem,71777738.0,,,high_potency_<=100nM,True,True
N#Cc1ccc(OCCCN2CCC([C@@](O)(c3cccc(F)c3)c3ccccn3)CC2)cc1,1,1,7.045757490560675,7.045757490560675,90.0,90.0,IC50,ChEMBL,CHEMBL3126194,Menin,2014,high_potency_<=100nM,True,True
O[C@](C1CCN(CCCOc2ccc(cc2)C#N)CC1)(c1cccc(F)c1)c1ccccn1,1,1,7.045757490560675,7.045757490560675,90.0,90.0,IC50,BindingDB,50496354,Menin,,high_potency_<=100nM,True,True
FC(F)(F)Cc1cc2c(N3CC4(CN(C4)C(=O)[C@H]4N[C@H]5C[C@@H]4C(=O)C5)C3)c(cnc2s1)C#N,1,1,7.044793462458058,7.044793462458058,90.2,90.2,IC50,BindingDB,554138,Histone-lysine N-methyltransferase 2A/Menin,,high_potency_<=100nM,True,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)CC5CC6CCC5CC67CCC(=O)C7,1,1,7.041436116778033,7.041436116778033,90.9,90.9,IC50,PubChem,176456281.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
Fc1cccc2c1CCNC2(C1CCCC1)C1CCN(CCCOc2ccc(cc2)C#N)CC1,1,1,7.040958607678906,7.040958607678906,91.0,91.0,IC50,BindingDB,479983,Menin,,high_potency_<=100nM,True,True
N#Cc1ccc(OCCCN2CCC(C3(C4CCCC4)NCCc4c(F)cccc43)CC2)cc1,1,1,7.040958607678906,7.040958607678906,91.0,91.0,IC50,ChEMBL,CHEMBL5993548,Menin,2021,high_potency_<=100nM,True,True
C1CN(CCN1C2=C3C=C(SC3=NC=N2)CC(F)(F)F)C4=NN=C(S4)C(F)(F)F,1,1,7.036212172654444,7.036212172654444,92.0,92.0,IC50,PubChem,86297465.0,,,high_potency_<=100nM,True,True
FC(F)(F)Cc1cc2c(N3CCN(c4nnc(C(F)(F)F)s4)CC3)ncnc2s1,1,1,7.036212172654444,7.036212172654444,92.0,92.0,IC50,ChEMBL,CHEMBL3613784,Menin,2015,high_potency_<=100nM,True,True
FC(F)(F)Cc1cc2c(ncnc2s1)N1CCN(CC1)c1nnc(s1)C(F)(F)F,1,1,7.036212172654444,7.036212172654444,92.0,92.0,IC50,BindingDB,50117749,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN2CCC2)(C3CCN(CC3)CC4CN(C4)C5=CC=C(C=C5)S(=O)(=O)C6CN(C6)C(=O)C=C)C7=CC(=CC=C7)F,4,1,7.032700280890963,8.698970004336019,198.5,2.0,IC50,PubChem,148708392.0,,,moderate_100nM_to_1uM,False,True
CC1(C)CN=C(N2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)S1,2,1,7.029244283682798,7.337242168318426,118.0,46.0,IC50,ChEMBL,CHEMBL3586090,Menin,2015;2018,moderate_100nM_to_1uM,False,True
CC1(C)CN=C(S1)N1CCN(CC1)c1ncnc2sc(CC(F)(F)F)cc12,2,1,7.029244283682798,7.337242168318426,118.0,46.0,IC50,BindingDB,50117750,Menin,,moderate_100nM_to_1uM,False,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)C[C@H]5CC6CCC5CC67CC(=O)OC7,1,1,7.027334407733889,7.027334407733889,93.9,93.9,IC50,PubChem,176456322.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
Cc1cc(C#N)ccc1N1CC(CN2CCC(C3(C4CCCC4)NCCc4ccccc43)CC2)C1,1,1,7.00436480540245,7.00436480540245,99.0,99.0,IC50,ChEMBL,CHEMBL5999146,Menin,2021,high_potency_<=100nM,True,True
Cc1cc(ccc1N1CC(CN2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)C1)C#N,1,1,7.00436480540245,7.00436480540245,99.0,99.0,IC50,BindingDB,480084,Menin,,high_potency_<=100nM,True,True
CC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C2CCN(CC2)CC3CN(C3)C4=CC=C(C=C4)C#N)C5=CC=CC=C5,3,1,6.991399828238082,7.494850021680094,102.0,32.0,IC50;Ki,PubChem,155558606.0,,,moderate_100nM_to_1uM,False,True
CC(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1)c1ccccc1,1,1,6.991399828238082,6.991399828238082,102.0,102.0,IC50,BindingDB,480320,Menin,,moderate_100nM_to_1uM,False,True
CC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,1,1,6.991399828238082,6.991399828238082,102.0,102.0,IC50,ChEMBL,CHEMBL5819018,Menin,2021,moderate_100nM_to_1uM,False,True
CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)C[C@@H]5CC6CCC5CC67CCC(=O)C7,1,1,6.987162775294828,6.987162775294828,103.0,103.0,IC50,PubChem,176456279.0,Histone-lysine N-methyltransferase 2A,,moderate_100nM_to_1uM,False,True
N=C(N)NCCC[C@@H]1NC(=O)C2(CC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,2,1,6.983952643473549,7.255707016877324,124.75,55.5,IC50;Ki,ChEMBL,CHEMBL2314568,Menin,2013,moderate_100nM_to_1uM,False,True
FC1(CN2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)CN(C1)c1ccc(cc1)S(=O)(=O)C1CC1,1,1,6.982966660701219,6.982966660701219,104.0,104.0,IC50,BindingDB,480086,Menin,,moderate_100nM_to_1uM,False,True
O=S(=O)(c1ccc(N2CC(F)(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1)C1CC1,1,1,6.982966660701219,6.982966660701219,104.0,104.0,IC50,ChEMBL,CHEMBL6010521,Menin,2021,moderate_100nM_to_1uM,False,True
N[C@H]1CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(N)=N)NC(=O)C2(CC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2,1,6.982005121531786,7.251811972993799,125.0,56.0,IC50;Ki,BindingDB,50489244,Menin,,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN2CCC2)(C3CCN(CC3)CC4CN(C4)C5=CC=C(C=C5)S(=O)(=O)C6CC6)C7=CC(=CC=C7)F,3,1,6.978810700930062,8.455931955649724,105.0,3.5,IC50,PubChem,156777440.0,,,moderate_100nM_to_1uM,False,True
CNC(=O)N[C@@H]1CCC[C@H]1C(CN)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccccc2)CC1)c1ccccc1,1,1,6.96657624451305,6.96657624451305,108.0,108.0,IC50,BindingDB,480261,Menin,,moderate_100nM_to_1uM,False,True
CNC(=O)N[C@@H]1CCC[C@H]1C(CN)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccccc4)cc3)C2)CC1,1,1,6.96657624451305,6.96657624451305,108.0,108.0,IC50,ChEMBL,CHEMBL5945524,Menin,2021,moderate_100nM_to_1uM,False,True
N#CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)C1CCC1,1,1,6.954677021213342,6.954677021213342,111.0,111.0,IC50,ChEMBL,CHEMBL6027635,Menin,2021,moderate_100nM_to_1uM,False,True
O=C(O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1)C1CCC1,1,1,6.954677021213342,6.954677021213342,111.0,111.0,IC50,BindingDB,480149,Menin,,moderate_100nM_to_1uM,False,True
N#Cc1ccc(OCCCN2CCC(C(N)(c3ccccc3)C3CCCC3)CC2)cc1,4,1,6.95337673444808,7.236572006437063,126.0,58.0,IC50;Kd;Ki,ChEMBL,CHEMBL3126196,Menin,2014;2019,moderate_100nM_to_1uM,False,True
NC(C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,4,1,6.95337673444808,7.236572006437063,126.0,58.0,IC50;Kd;Ki,BindingDB,50496346,Menin,,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN2CCC2)(C3CCN(CC3)CC4(CN(C4)C5=CC=C(C=C5)S(=O)(=O)C6CN(C6)C(=O)C=C)OC)C7=CC(=CC=C7)F,3,1,6.950781977329818,8.55284196865778,112.0,2.8,IC50,PubChem,166628758.0,,,moderate_100nM_to_1uM,False,True
CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(C)cc2)CC1)c1ccccc1,1,1,6.950781977329818,6.950781977329818,112.0,112.0,IC50,BindingDB,480311,Menin,,moderate_100nM_to_1uM,False,True
CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C)cc3)C2)CC1,1,1,6.950781977329818,6.950781977329818,112.0,112.0,IC50,ChEMBL,CHEMBL5937223,Menin,2021,moderate_100nM_to_1uM,False,True
C1CCC(C1)C(C2CCN(CC2)CCCOC3=CC=C(C=C3)S(=O)(=O)N)(C4=CC=CC=N4)O,1,1,6.943095148663527,6.943095148663527,114.0,114.0,IC50,PubChem,71777749.0,,,moderate_100nM_to_1uM,False,True
NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3ccccn3)C3CCCC3)CC2)cc1,1,1,6.943095148663527,6.943095148663527,114.0,114.0,IC50,ChEMBL,CHEMBL3126199,Menin,2014,moderate_100nM_to_1uM,False,True
NS(=O)(=O)c1ccc(OCCCN2CCC(CC2)C(O)(C2CCCC2)c2ccccn2)cc1,1,1,6.943095148663527,6.943095148663527,114.0,114.0,IC50,BindingDB,50496330,Menin,,moderate_100nM_to_1uM,False,True
CCc1nccn1CC([C@@H]1CCC[C@H]1OC(=O)NC)(C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1)c1ccccc1,1,1,6.935542010773082,6.935542010773082,116.0,116.0,IC50,BindingDB,480344,Menin,,moderate_100nM_to_1uM,False,True
CCc1nccn1CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1)[C@@H]1CCC[C@H]1OC(=O)NC,1,1,6.935542010773082,6.935542010773082,116.0,116.0,IC50,ChEMBL,CHEMBL5746652,Menin,2021,moderate_100nM_to_1uM,False,True
CC(=O)O[C@@H]1CCC[C@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)CN(C)Cc2ccccc21,1,1,6.913640169325252,6.913640169325252,122.0,122.0,IC50,ChEMBL,CHEMBL5820592,Menin,2021,moderate_100nM_to_1uM,False,True
CC(C)(C)S(=O)(=O)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,1,1,6.913640169325252,6.913640169325252,122.0,122.0,IC50,ChEMBL,CHEMBL5889077,Menin,2021,moderate_100nM_to_1uM,False,True
CC(C)(C)S(=O)(=O)c1ccc(cc1)N1CC(CN2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)C1,1,1,6.913640169325252,6.913640169325252,122.0,122.0,IC50,BindingDB,480036,Menin,,moderate_100nM_to_1uM,False,True
CN1Cc2ccccc2C(C1)([C@@H]1CCC[C@H]1OC(C)=O)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1,1,1,6.913640169325252,6.913640169325252,122.0,122.0,IC50,BindingDB,480144,Menin,,moderate_100nM_to_1uM,False,True
C[C@H]1C(=O)N[C@@H](CCCC[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC3=CC=CC=C3)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C)C(=O)N6CCC[C@H]6C(=O)N[C@@H](CCCN=C(N)N)C(=O)N,1,1,6.913640169325252,6.913640169325252,122.0,122.0,IC50,PubChem,162672789.0,,,moderate_100nM_to_1uM,False,True
CN(C)CCOC1=NC2=C(C=C1)N=CN=C2NC3CCN(CC3)CC4CN(C4)C5=CC=C(C=C5)S(=O)(=O)C6=CC=NC=C6,2,1,6.911954370472159,8.0,755.0,10.0,IC50,PubChem,168282939.0,,,moderate_100nM_to_1uM,False,True
CC1=C(C=CC2=C1C=C(N2C[C@H]3CNC(=O)CO3)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,1,1,6.910094888560602,6.910094888560602,123.0,123.0,IC50,PubChem,130376007.0,,,moderate_100nM_to_1uM,False,True
Cc1c(CN2CCC(CC2)Nc2ncnc3sc(CC(F)(F)F)cc23)ccc2n(C[C@H]3CNC(=O)CO3)c(cc12)C#N,1,1,6.910094888560602,6.910094888560602,123.0,123.0,IC50,BindingDB,50455878,Menin,,moderate_100nM_to_1uM,False,True
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2C[C@H]1CNC(=O)CO1,1,1,6.910094888560602,6.910094888560602,123.0,123.0,IC50,ChEMBL,CHEMBL4210580,Menin,2018,moderate_100nM_to_1uM,False,True
CC1(C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC1=O,2,1,6.909908379075886,7.173925197299173,146.5,67.0,IC50;Ki,ChEMBL,CHEMBL2315087,Menin,2013,moderate_100nM_to_1uM,False,True
CC1(C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(N)=N)NC1=O,2,1,6.909908379075886,7.173925197299173,146.5,67.0,IC50;Ki,BindingDB,50489246,Menin,,moderate_100nM_to_1uM,False,True
N#Cc1ccc(OCCCN2CCC(C(CN)(c3ccccc3)C3CCCC3)CC2)cc1,1,1,6.906578314837764,6.906578314837764,124.0,124.0,IC50,ChEMBL,CHEMBL5973247,Menin,2021,moderate_100nM_to_1uM,False,True
NCC(C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,1,1,6.906578314837764,6.906578314837764,124.0,124.0,IC50,BindingDB,479992,Menin,,moderate_100nM_to_1uM,False,True
C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(N)=O,2,1,6.891626833195012,7.1487416512809245,151.5,71.0,IC50;Ki,BindingDB,50489238,Menin,,moderate_100nM_to_1uM,False,True
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(N)=O,2,1,6.891321207189668,7.148130399270234,151.55,71.1,IC50;Ki,ChEMBL,CHEMBL2314824,Menin,2013,moderate_100nM_to_1uM,False,True
CC(=O)N1CCC(CCn2c(C#N)cc3c(C)c(CN4CCC(Nc5ncnc6sc(CC(F)(F)F)cc56)CC4)ccc32)CC1,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL4205318,Menin,2018,moderate_100nM_to_1uM,False,True
CC(=O)N1CCC(CCn2c(cc3c(C)c(CN4CCC(CC4)Nc4ncnc5sc(CC(F)(F)F)cc45)ccc23)C#N)CC1,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,BindingDB,50455871,Menin,,moderate_100nM_to_1uM,False,True
CC1=C(C=CC2=C1C=C(N2CCC3CCN(CC3)C(=O)C)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,PubChem,117636596.0,,,moderate_100nM_to_1uM,False,True
CC(=O)O[C@@H]1CCC[C@H]1C1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)CN(C)Cc2ccc(F)cc21,1,1,6.882728704344236,6.882728704344236,131.0,131.0,IC50,ChEMBL,CHEMBL5920040,Menin,2021,moderate_100nM_to_1uM,False,True
CN1Cc2ccc(F)cc2C(C1)([C@@H]1CCC[C@H]1OC(C)=O)C1CCN(CCCOc2ccc(cc2)C#N)CC1,1,1,6.882728704344236,6.882728704344236,131.0,131.0,IC50,BindingDB,480254,Menin,,moderate_100nM_to_1uM,False,True
CC(C)N(C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)CC5CCC6(CC5)CC(=O)C(C6)(C)C,1,1,6.872895201635192,6.872895201635192,134.0,134.0,IC50,PubChem,176456291.0,Histone-lysine N-methyltransferase 2A,,moderate_100nM_to_1uM,False,True
FC(F)(F)Cc1cc2c(N3CC4(CN(C4)C(=O)[C@H]4N[C@H]5C[C@@H]4C[C@@H]5OCc4ccccc4)C3)c(cnc2s1)C(F)(F)F,1,1,6.872895201635192,6.872895201635192,134.0,134.0,IC50,BindingDB,554128,Histone-lysine N-methyltransferase 2A/Menin,,moderate_100nM_to_1uM,False,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)C[C@@H]5CC6CCC5CC67CC(=O)OC7,1,1,6.8696662315049934,6.8696662315049934,135.0,135.0,IC50,PubChem,176456321.0,Histone-lysine N-methyltransferase 2A,,moderate_100nM_to_1uM,False,True
FCCN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1,1,1,6.863279432843593,6.863279432843593,137.0,137.0,IC50,BindingDB,480000,Menin,,moderate_100nM_to_1uM,False,True
O=S(=O)(c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CCF)Cc5ccccc54)CC3)C2)cc1)C1CC1,1,1,6.863279432843593,6.863279432843593,137.0,137.0,IC50,ChEMBL,CHEMBL5818055,Menin,2021,moderate_100nM_to_1uM,False,True
FC(F)(F)Cc1cc2c(N3CC4(CN(C4)C(=O)[C@H]4N[C@H]5CC[C@@H]4C(F)(F)C5)C3)c(cnc2s1)C(F)(F)F,1,1,6.853871964321762,6.853871964321762,140.0,140.0,IC50,BindingDB,554113,Histone-lysine N-methyltransferase 2A/Menin,,moderate_100nM_to_1uM,False,True
