smiles,n_measurements,n_sources,p_activity_median,p_activity_best,value_nm_median,value_nm_best,endpoints,sources,compound_ids,target_names,document_years,potency_class,active_100nM,active_1uM
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)C[C@H]5CC6CC[C@@H]5CC67CC(=O)OC7,1,1,6.85078088734462,6.85078088734462,141.0,141.0,IC50,PubChem,176456320.0,Histone-lysine N-methyltransferase 2A,,moderate_100nM_to_1uM,False,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)C[C@H]5CC6CCC5CC67CCC(=O)C7,1,1,6.847711655616944,6.847711655616944,142.0,142.0,IC50,PubChem,176456283.0,Histone-lysine N-methyltransferase 2A,,moderate_100nM_to_1uM,False,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)C[C@H]5CC6CC[C@@H]5CC67CCC(=O)C7,1,1,6.847711655616944,6.847711655616944,142.0,142.0,IC50,PubChem,176456278.0,Histone-lysine N-methyltransferase 2A,,moderate_100nM_to_1uM,False,True
C[C@H]1C(=O)N[C@@H](C/C=C\C[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC3=CC=CC=C3)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C)C(=O)N6CCC[C@H]6C(=O)N[C@@H](CCCN)C(=O)N,1,1,6.847711655616944,6.847711655616944,142.0,142.0,IC50,PubChem,162661253.0,,,moderate_100nM_to_1uM,False,True
CS(=O)(=O)C1=CC=C(C=C1)N2CC(C2)CN3CCC(CC3)C4(C5=CC=CC=C5CCN4)C6CCCC6,3,1,6.844663962534938,7.346787486224656,143.0,45.0,IC50;Ki,PubChem,132104372.0,,,moderate_100nM_to_1uM,False,True
C1CN(CCC1C(C2=CC(=CC=C2)F)(C3=CC=CC=N3)O)CCCOC4=CC=C(C=C4)S(=O)(=O)N,1,1,6.8297382846050425,6.8297382846050425,148.0,148.0,IC50,PubChem,71777750.0,,,moderate_100nM_to_1uM,False,True
NS(=O)(=O)c1ccc(OCCCN2CCC(C(O)(c3cccc(F)c3)c3ccccn3)CC2)cc1,1,1,6.8297382846050425,6.8297382846050425,148.0,148.0,IC50,ChEMBL,CHEMBL3126200,Menin,2014,moderate_100nM_to_1uM,False,True
NS(=O)(=O)c1ccc(OCCCN2CCC(CC2)C(O)(c2cccc(F)c2)c2ccccn2)cc1,1,1,6.8297382846050425,6.8297382846050425,148.0,148.0,IC50,BindingDB,50496345,Menin,,moderate_100nM_to_1uM,False,True
C[C@H]1C(=O)N[C@@H](C/C=C\C[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC3=CC=CC=C3)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)C)C(=O)N6CCC[C@H]6C(=O)N[C@@H](CCCN=C(N)N)C(=O)N,1,1,6.821023052706831,6.821023052706831,151.0,151.0,IC50,PubChem,162675750.0,,,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN2CCC2)(C3CCN(CC3)CC4(CN(C4)C5=CC=C(C=C5)S(=O)(=O)C6CCN(CC6)C(=O)C=C)OC)C7=CC(=CC=C7)F,3,1,6.806875401645538,8.42021640338319,156.0,3.8,IC50,PubChem,166628342.0,,,moderate_100nM_to_1uM,False,True
CC(C)C1=NC=NC=C1C2=C(C=CC(=C2)F)OC3=CN=CN=C3N4CC5(C4)CN(C5)CC6CCC7(CC6)OCCO7,1,1,6.806875401645538,6.806875401645538,156.0,156.0,IC50,PubChem,132212720.0,Histone-lysine N-methyltransferase 2A,,moderate_100nM_to_1uM,False,True
CNC(=O)O[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2nn(C)cc2Br)CC1)c1ccccc1,1,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50,BindingDB,480168,Menin,,moderate_100nM_to_1uM,False,True
CNC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4nn(C)cc4Br)cc3)C2)CC1,1,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50,ChEMBL,CHEMBL6064087,Menin,2021,moderate_100nM_to_1uM,False,True
CC(=O)O[C@@H]1CCC[C@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)CN(C)Cc2ccc(F)cc21,1,1,6.79317412396815,6.79317412396815,161.0,161.0,IC50,ChEMBL,CHEMBL6046392,Menin,2021,moderate_100nM_to_1uM,False,True
CN1Cc2ccc(F)cc2C(C1)([C@@H]1CCC[C@H]1OC(C)=O)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1,1,1,6.79317412396815,6.79317412396815,161.0,161.0,IC50,BindingDB,480256,Menin,,moderate_100nM_to_1uM,False,True
CC(C)N(C1CC1)C(=O)C2=C(C=CC(=C2)F)OC3=C(N=CN=N3)N4CC5(C4)CCN(CC5)C[C@H]6CC7CCC6CC78CCC(=O)C8,1,1,6.787812395596042,6.787812395596042,163.0,163.0,IC50,PubChem,176456284.0,Histone-lysine N-methyltransferase 2A,,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN2CCC2)(C3CCN(CC3)CC4(CN(C4)C5=CC=C(C=C5)S(=O)(=O)C6CC6)OC)C7=CC(=CC=C7)F,3,1,6.779891911959945,8.602059991327963,166.0,2.5,IC50,PubChem,162481608.0,,,moderate_100nM_to_1uM,False,True
Cc1nccn1CC(C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,1,1,6.779891911959945,6.779891911959945,166.0,166.0,IC50,BindingDB,479994,Menin,,moderate_100nM_to_1uM,False,True
Cc1nccn1CC(c1ccccc1)(C1CCCC1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,1,1,6.779891911959945,6.779891911959945,166.0,166.0,IC50,ChEMBL,CHEMBL5763857,Menin,2021,moderate_100nM_to_1uM,False,True
CC(C)N(C1CC1)C(=O)C2=C(C=CC(=C2)F)OC3=C(N=CN=N3)N4CC5(C4)CCN(CC5)CC6CCC7(CC6)CCC(=O)C7,1,1,6.777283528852417,6.777283528852417,167.0,167.0,IC50,PubChem,176456272.0,Histone-lysine N-methyltransferase 2A,,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2(C)CN(C2)c2ccc(cc2)S(=O)(=O)c2cnn(C)c2)CC1)c1ccccc1,1,1,6.777283528852417,6.777283528852417,167.0,167.0,IC50,BindingDB,480333,Menin,,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2(C)CN(c3ccc(S(=O)(=O)c4cnn(C)c4)cc3)C2)CC1,1,1,6.777283528852417,6.777283528852417,167.0,167.0,IC50,ChEMBL,CHEMBL5829622,Menin,2021,moderate_100nM_to_1uM,False,True
CCNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,6.769551078621726,6.769551078621726,170.0,170.0,IC50,BindingDB,480153,Menin,,moderate_100nM_to_1uM,False,True
CCNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,6.769551078621726,6.769551078621726,170.0,170.0,IC50,ChEMBL,CHEMBL5850439,Menin,2021,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CCC#Cc2ccc(cc2)S(=O)(=O)C(F)(F)F)CC1)c1ccccc1,1,1,6.7594507517174005,6.7594507517174005,174.0,174.0,IC50,BindingDB,480340,Menin,,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CCC#Cc2ccc(S(=O)(=O)C(F)(F)F)cc2)CC1,1,1,6.7594507517174005,6.7594507517174005,174.0,174.0,IC50,ChEMBL,CHEMBL5864920,Menin,2021,moderate_100nM_to_1uM,False,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)C[C@@H]5CC6CC[C@H]5CC67CCC(=O)C7,1,1,6.752026733638193,6.752026733638193,177.0,177.0,IC50,PubChem,176456275.0,Histone-lysine N-methyltransferase 2A,,moderate_100nM_to_1uM,False,True
CN(C)C[C@]([C@H]1CCC[C@@H]1NC(=O)OC)(C2CCN(CC2)CC3CN(C3)C4=CC=C(C=C4)S(=O)(=O)C5CC5)C6=CC(=CC=C6)F,3,1,6.7495799976911055,8.769551078621726,178.0,1.7,IC50,PubChem,166627252.0,,,moderate_100nM_to_1uM,False,True
CNC(=O)O[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,1,1,6.7495799976911055,6.7495799976911055,178.0,178.0,IC50,BindingDB,480172,Menin,,moderate_100nM_to_1uM,False,True
CNC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,1,1,6.7495799976911055,6.7495799976911055,178.0,178.0,IC50,ChEMBL,CHEMBL5959501,Menin,2021,moderate_100nM_to_1uM,False,True
CC(=O)N[C@@H]1CCC[C@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccncc5)cc4)C3)CC2)CN(C)Cc2ccccc21,1,1,6.7447274948966935,6.7447274948966935,180.0,180.0,IC50,ChEMBL,CHEMBL5891447,Menin,2021,moderate_100nM_to_1uM,False,True
CN1Cc2ccccc2C(C1)([C@@H]1CCC[C@H]1NC(C)=O)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1,1,1,6.7447274948966935,6.7447274948966935,180.0,180.0,IC50,BindingDB,480211,Menin,,moderate_100nM_to_1uM,False,True
CN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CCCOc2ccc(cc2)S(C)(=O)=O)CC1,1,1,6.7423214251308154,6.7423214251308154,181.0,181.0,IC50,BindingDB,480018,Menin,,moderate_100nM_to_1uM,False,True
CN1Cc2ccccc2C(C2CCCC2)(C2CCN(CCCOc3ccc(S(C)(=O)=O)cc3)CC2)C1,1,1,6.7423214251308154,6.7423214251308154,181.0,181.0,IC50,ChEMBL,CHEMBL5879298,Menin,2021,moderate_100nM_to_1uM,False,True
C1CCC(C1)C(C2CCN(CC2)CCCOC3=CC=C(C=C3)C#N)(C4=CC=CC=C4)N,5,1,6.732828271596986,7.236572006437063,185.0,58.0,IC50;Kd;Ki,PubChem,71777742.0,,,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2(F)CN(C2)c2ccc(cc2)S(=O)(=O)c2cnn(C)c2)CC1)c1ccccc1,1,1,6.730487055782083,6.730487055782083,186.0,186.0,IC50,BindingDB,480332,Menin,,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2(F)CN(c3ccc(S(=O)(=O)c4cnn(C)c4)cc3)C2)CC1,1,1,6.730487055782083,6.730487055782083,186.0,186.0,IC50,ChEMBL,CHEMBL5815490,Menin,2021,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN)(C2CCN(CC2)CC3CN(C3)C4=CC=C(C=C4)S(=O)(=O)C5CC5)C6=CC(=CC=C6)F,3,1,6.71669877129645,8.397940008672037,192.0,4.0,IC50,PubChem,146511531.0,,,moderate_100nM_to_1uM,False,True
CC1(CN=C(S1)N2CCN(CC2)C3=C4C=C(SC4=NC=N3)CCCl)C,1,1,6.714442690992226,6.714442690992226,193.0,193.0,IC50,PubChem,145992889.0,,,moderate_100nM_to_1uM,False,True
C1CCC(C1)[C@](C2CCN(CC2)CCCOC3=CC=C(C=C3)C#N)(C4=CC=CC=N4)O,1,1,6.709965388637482,6.709965388637482,195.0,195.0,IC50,PubChem,71777739.0,,,moderate_100nM_to_1uM,False,True
N#Cc1ccc(OCCCN2CCC([C@](O)(c3ccccn3)C3CCCC3)CC2)cc1,1,1,6.709965388637482,6.709965388637482,195.0,195.0,IC50,ChEMBL,CHEMBL3126201,Menin,2014,moderate_100nM_to_1uM,False,True
O[C@@](C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccn1,1,1,6.709965388637482,6.709965388637482,195.0,195.0,IC50,BindingDB,50496329,Menin,,moderate_100nM_to_1uM,False,True
C1CCC(C1)C(C2CCN(CC2)CCCOC3=CC=C(C=C3)C#N)(C4=CC(=CC=C4)F)O,1,1,6.7055337738384075,6.7055337738384075,197.0,197.0,IC50,PubChem,73297280.0,,,moderate_100nM_to_1uM,False,True
N#Cc1ccc(OCCCN2CCC(C(O)(c3cccc(F)c3)C3CCCC3)CC2)cc1,1,1,6.7055337738384075,6.7055337738384075,197.0,197.0,IC50,ChEMBL,CHEMBL3126188,Menin,2014,moderate_100nM_to_1uM,False,True
OC(C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1cccc(F)c1,1,1,6.7055337738384075,6.7055337738384075,197.0,197.0,IC50,BindingDB,50496335,Menin,,moderate_100nM_to_1uM,False,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)C[C@H]5CC6CC[C@@H]5CC67CC(=O)OC7,1,1,6.703334809738469,6.703334809738469,198.0,198.0,IC50,PubChem,176456325.0,Histone-lysine N-methyltransferase 2A,,moderate_100nM_to_1uM,False,True
C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H]3C/C=C\C[C@H](NC(=O)C4(CCC4)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](NC3=O)CC6=CC(=CC=C6)F)C(=O)N7CCC[C@H]7C(=O)N[C@@H](CCCN=C(N)N)C(=O)N)NC(=O)[C@H](CO)NC(=O)C,2,1,6.688127328228166,7.1938200260161125,360.5,64.0,IC50,PubChem,162668497.0,,,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CCC#Cc2ccc(cc2)C#N)CC1)c1ccccc1,1,1,6.673664139071249,6.673664139071249,212.0,212.0,IC50,BindingDB,480339,Menin,,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CCC#Cc2ccc(C#N)cc2)CC1,1,1,6.673664139071249,6.673664139071249,212.0,212.0,IC50,ChEMBL,CHEMBL5847188,Menin,2021,moderate_100nM_to_1uM,False,True
CNC(=O)O[C@@H]1CCC[C@H]1C(Cn1cccc1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccccc2)CC1)c1ccccc1,1,1,6.655607726314889,6.655607726314889,221.0,221.0,IC50,BindingDB,480296,Menin,,moderate_100nM_to_1uM,False,True
CNC(=O)O[C@@H]1CCC[C@H]1C(Cn1cccc1)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccccc4)cc3)C2)CC1,1,1,6.655607726314889,6.655607726314889,221.0,221.0,IC50,ChEMBL,CHEMBL5848634,Menin,2021,moderate_100nM_to_1uM,False,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN2CCC2)(C3CCN(CC3)CC4(CN(C4)C5=CC=C(C=C5)S(=O)(=O)C6CC6)F)C7=CC(=CC=C7)F,3,1,6.653647025549361,8.494850021680094,222.0,3.2,IC50,PubChem,156777438.0,,,moderate_100nM_to_1uM,False,True
C1CN(CCC1C(C2=CC(=CC=C2)F)(C3=CC=CC=N3)O)CCCOC4=CC=C(C=C4)C#N,1,1,6.647817481888637,6.647817481888637,225.0,225.0,IC50,PubChem,71777743.0,,,moderate_100nM_to_1uM,False,True
N#Cc1ccc(OCCCN2CCC(C(O)(c3cccc(F)c3)c3ccccn3)CC2)cc1,1,1,6.647817481888637,6.647817481888637,225.0,225.0,IC50,ChEMBL,CHEMBL3126193,Menin,2014,moderate_100nM_to_1uM,False,True
OC(C1CCN(CCCOc2ccc(cc2)C#N)CC1)(c1cccc(F)c1)c1ccccn1,1,1,6.647817481888637,6.647817481888637,225.0,225.0,IC50,BindingDB,50496341,Menin,,moderate_100nM_to_1uM,False,True
C1CCC(C1)C(C2CCN(CC2)CCCOC3=CC=C(C=C3)C#N)(C4=CC(=CC=C4)Cl)O,1,1,6.645891560852599,6.645891560852599,226.0,226.0,IC50,PubChem,73297282.0,,,moderate_100nM_to_1uM,False,True
N#Cc1ccc(OCCCN2CCC(C(O)(c3cccc(Cl)c3)C3CCCC3)CC2)cc1,1,1,6.645891560852599,6.645891560852599,226.0,226.0,IC50,ChEMBL,CHEMBL3126190,Menin,2014,moderate_100nM_to_1uM,False,True
OC(C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1cccc(Cl)c1,1,1,6.645891560852599,6.645891560852599,226.0,226.0,IC50,BindingDB,50496351,Menin,,moderate_100nM_to_1uM,False,True
N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,2,1,6.642391218799464,6.910094888560602,272.5,123.0,IC50;Ki,ChEMBL,CHEMBL2314818,Menin,2013,moderate_100nM_to_1uM,False,True
N[C@H]1CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(N)=N)NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(F)cc2)NC1=O,2,1,6.642391218799464,6.910094888560602,272.5,123.0,IC50;Ki,BindingDB,50489224,Menin,,moderate_100nM_to_1uM,False,True
CC(C)C(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,6.625251653989896,6.625251653989896,237.0,237.0,IC50,BindingDB,480133,Menin,,moderate_100nM_to_1uM,False,True
CC(C)C(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,6.625251653989896,6.625251653989896,237.0,237.0,IC50,ChEMBL,CHEMBL5747059,Menin,2021,moderate_100nM_to_1uM,False,True
C1COCCN1C2=NC=NC3=C2C=C(N3)C4=CC=C(C=C4)NC(=O)NC5=CC(=NO5)C6=CN=CC=C6,1,1,6.619788758288394,6.619788758288394,240.0,240.0,IC50,PubChem,153634164.0,Histone-lysine N-methyltransferase 2A/Menin,,moderate_100nM_to_1uM,False,True
O=C(Nc1cc(no1)-c1cccnc1)Nc1ccc(cc1)-c1cc2c(ncnc2[nH]1)N1CCOCC1,1,1,6.619788758288394,6.619788758288394,240.0,240.0,IC50,BindingDB,670916,Histone-lysine N-methyltransferase 2A/Menin,,moderate_100nM_to_1uM,False,True
N#Cc1ccc(NCCCN2CCC(C3(C4CCCC4)NCCc4ccccc43)CC2)cc1,1,1,6.617982957425132,6.617982957425132,241.0,241.0,IC50,ChEMBL,CHEMBL5899790,Menin,2021,moderate_100nM_to_1uM,False,True
N#Cc1ccc(NCCCN2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)cc1,1,1,6.617982957425132,6.617982957425132,241.0,241.0,IC50,BindingDB,480010,Menin,,moderate_100nM_to_1uM,False,True
C1CCC(C1)C(C2CCN(CC2)CCCOC3=CC=C(C=C3)C#N)(C4=NC=CS4)O,1,1,6.616184634019569,6.616184634019569,242.0,242.0,IC50,PubChem,73297286.0,,,moderate_100nM_to_1uM,False,True
N#Cc1ccc(OCCCN2CCC(C(O)(c3nccs3)C3CCCC3)CC2)cc1,1,1,6.616184634019569,6.616184634019569,242.0,242.0,IC50,ChEMBL,CHEMBL3126192,Menin,2014,moderate_100nM_to_1uM,False,True
OC(C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1nccs1,1,1,6.616184634019569,6.616184634019569,242.0,242.0,IC50,BindingDB,50496333,Menin,,moderate_100nM_to_1uM,False,True
CC(=O)N[C@@H]1CCC[C@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)CNCc2ccccc21,1,1,6.607303046740334,6.607303046740334,247.0,247.0,IC50,ChEMBL,CHEMBL5894691,Menin,2021,moderate_100nM_to_1uM,False,True
CC(=O)N[C@@H]1CCC[C@H]1C1(CNCc2ccccc12)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2cnn(C)c2)CC1,1,1,6.607303046740334,6.607303046740334,247.0,247.0,IC50,BindingDB,480226,Menin,,moderate_100nM_to_1uM,False,True
O[C@H]1C[C@@H]2CC[C@H]1[C@H](N2)C(=O)N1CC2(C1)CN(C2)c1c(cnc2sc(CC(F)(F)F)cc12)C(F)(F)F,1,1,6.605548319173783,6.605548319173783,248.0,248.0,IC50,BindingDB,554120,Histone-lysine N-methyltransferase 2A/Menin,,moderate_100nM_to_1uM,False,True
Nc1ncnc2c1c(-c1ccc(F)cc1)cn2C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CCCCC4)cc3)C2)CC1,1,1,6.6020599913279625,6.6020599913279625,250.0,250.0,IC50,ChEMBL,CHEMBL5565919,Menin,2024,moderate_100nM_to_1uM,False,True
NCC(CCN1CC=C(c2ccc(Cl)cc2)CC1)(c1ccccc1)C1CCCC1,2,1,6.588915960315991,7.096910013008056,455.0,80.0,IC50;Ki,ChEMBL,CHEMBL4216333,Menin,2018,moderate_100nM_to_1uM,False,True
NCC(CCN1CCC(=CC1)c1ccc(Cl)cc1)(C1CCCC1)c1ccccc1,2,1,6.588915960315991,7.096910013008056,455.0,80.0,IC50;Ki,BindingDB,50454123,Menin,,moderate_100nM_to_1uM,False,True
CC1(C)CN=C(N2CCN(c3ncnc4sc(CCF)cc34)CC2)S1,1,1,6.585026652029182,6.585026652029182,260.0,260.0,IC50,ChEMBL,CHEMBL3613788,Menin,2015,moderate_100nM_to_1uM,False,True
CC1(C)CN=C(S1)N1CCN(CC1)c1ncnc2sc(CCF)cc12,1,1,6.585026652029182,6.585026652029182,260.0,260.0,IC50,BindingDB,50117745,Menin,,moderate_100nM_to_1uM,False,True
CC1(CN=C(S1)N2CCN(CC2)C3=C4C=C(SC4=NC=N3)CCF)C,1,1,6.585026652029182,6.585026652029182,260.0,260.0,IC50,PubChem,91864570.0,,,moderate_100nM_to_1uM,False,True
CN(C)C(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,6.583359492661719,6.583359492661719,261.0,261.0,IC50,BindingDB,480159,Menin,,moderate_100nM_to_1uM,False,True
CN(C)C(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,6.583359492661719,6.583359492661719,261.0,261.0,IC50,ChEMBL,CHEMBL6058770,Menin,2021,moderate_100nM_to_1uM,False,True
COC(=O)[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1,1,1,6.583359492661719,6.583359492661719,261.0,261.0,IC50,BindingDB,480271,Menin,,moderate_100nM_to_1uM,False,True
COC(=O)[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,6.583359492661719,6.583359492661719,261.0,261.0,IC50,ChEMBL,CHEMBL6057473,Menin,2021,moderate_100nM_to_1uM,False,True
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2,1,6.577748986317253,6.866461091629782,325.0,136.0,IC50;Ki,ChEMBL,CHEMBL2314831,Menin,2013,moderate_100nM_to_1uM,False,True
C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(N)=N)NC1=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O,2,1,6.577748986317253,6.866461091629782,325.0,136.0,IC50;Ki,BindingDB,50489235,Menin,,moderate_100nM_to_1uM,False,True
CC1(CN(C1)C2=CC=C(C=C2)S(=O)(=O)C3CC3)CN4CCC(CC4)[C@](CN5CCC5)([C@H]6CCC[C@@H]6NC(=O)OC)C7=CC(=CC=C7)F,3,1,6.565431095965801,8.537602002101044,272.0,2.9,IC50,PubChem,146511559.0,,,moderate_100nM_to_1uM,False,True
C1CCC(C1)[C@@](C2CCN(CC2)CCCOC3=CC=C(C=C3)C#N)(C4=CC=CC=C4)O,2,1,6.556895687916251,6.568636235841012,277.5,270.0,IC50;Kd,PubChem,49791890.0,,,moderate_100nM_to_1uM,False,True
N#Cc1ccc(OCCCN2CCC([C@@](O)(c3ccccc3)C3CCCC3)CC2)cc1,2,1,6.556895687916251,6.568636235841012,277.5,270.0,IC50;Kd,ChEMBL,CHEMBL3126187,Menin,2014,moderate_100nM_to_1uM,False,True
O[C@](C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,2,1,6.556895687916251,6.568636235841012,277.5,270.0,IC50;Kd,BindingDB,50496328,Menin,,moderate_100nM_to_1uM,False,True
CNC(=O)O[C@@H]1CCC[C@H]1C(Cn1ccnc1)(C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1)c1ccccc1,1,1,6.55129368009492,6.55129368009492,281.0,281.0,IC50,BindingDB,480303,Menin,,moderate_100nM_to_1uM,False,True
CNC(=O)O[C@@H]1CCC[C@H]1C(Cn1ccnc1)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,1,1,6.55129368009492,6.55129368009492,281.0,281.0,IC50,ChEMBL,CHEMBL5775279,Menin,2021,moderate_100nM_to_1uM,False,True
C[C@H]1C(=O)N[C@@H](C/C=C\C[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC3=CC(=CC=C3)F)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C)C(=O)N6CCC[C@H]6C(=O)N[C@@H](CCCN=C(N)N)C(=O)N,1,1,6.55129368009492,6.55129368009492,281.0,281.0,IC50,PubChem,162662863.0,,,moderate_100nM_to_1uM,False,True
