smiles,n_measurements,n_sources,p_herg_median,p_herg_best,herg_value_nm_median,herg_value_nm_best,endpoints,sources,compound_ids,target_names,document_years,potency_class,active_100nM,active_1uM,herg_blocker_label,herg_label_policy
CCCCc1cc(OC2CCN(CCCCNS(=O)(=O)C(C)C)CC2)c2ncccc2c1.Cl.Cl,1,1,6.890016705180107,6.890016705180107,128.82,128.82,IC50,ChEMBL,CHEMBL4060765,hERG / KCNH2,2017.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nc2cnc(Oc3ccc(Cl)cc3F)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,2,1,6.888036676436635,6.890016705180107,129.41,128.82,IC50,ChEMBL,CHEMBL1956999,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nc2ccc(Oc3ccc(F)c4cccnc34)nc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,1,1,6.886090056245963,6.886090056245963,129.99,129.99,IC50,ChEMBL,CHEMBL1956996,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,3,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL3929927,hERG / KCNH2,2020.0;2021.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,2,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL1614712,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)(CCc1ccc(F)cc1)N1Cc2ccc(F)cc2C1,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL5975554,hERG / KCNH2,2020.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)[C@]1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC[C@@H](N2CCC(c3ccncn3)CC2)C1,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL256954,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc1ccc(NS(C)(=O)=O)cc1,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL524038,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN(C)c1ccc(/N=N/c2ccccn2)c(O)c1.CS(=O)(=O)O,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL4858983,hERG / KCNH2,2021.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2ccc(OC)cc2)CC1,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL1836249,hERG / KCNH2,2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC(C)(C)O)c1,1,1,6.886056647693163,6.886056647693163,130.0,130.0,Ki,ChEMBL,CHEMBL1761523,hERG / KCNH2,2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1c(C(C)(C)C)cc(CN2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL2031967,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cc(CCC(C)(C)N2Cc3cc4c(cc3C2)OCO4)ccc1OCCO,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL5752966,hERG / KCNH2,2020.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1noc(-c2ccc(CCN3CC[C@@H](Nc4nc5ccccc5n4Cc4ccc(C#N)cc4)C3)cc2)n1,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL5291291,hERG / KCNH2,2022.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
FC(F)(F)Oc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)cc1,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL3775316,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)C1CC1,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL4648047,hERG / KCNH2,2020.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
c1ccc(COc2ccc(CCNc3ccncc3)cc2)cc1,1,1,6.886056647693163,6.886056647693163,130.0,130.0,IC50,ChEMBL,CHEMBL48029,hERG / KCNH2,2007.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)(C)c1nccn1Cc1cn(-c2ccc(F)c(C(F)F)c2)nn1,2,1,6.882728704344236,6.882728704344236,131.0,131.0,IC50,ChEMBL,CHEMBL5939964,hERG / KCNH2,2018.0;2019.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COC(=O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1.CS(=O)(=O)O,1,1,6.882728704344236,6.882728704344236,131.0,131.0,IC50,ChEMBL,CHEMBL2440459,hERG / KCNH2,2013.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COC(=O)Cc1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,2,1,6.881357226133084,6.882728704344236,131.41500000000002,131.0,IC50,ChEMBL,CHEMBL415944,hERG / KCNH2,2003.0;2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc([C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c2cccc(Cl)c2)cc1,2,1,6.877243666092925,6.958607314841775,135.0,110.0,IC50,ChEMBL,CHEMBL1760059,hERG / KCNH2,2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCc1[nH]ncc1Cn1cc(-c2ccc(F)c(C(F)F)c2)cn1,1,1,6.872895201635192,6.872895201635192,134.0,134.0,IC50,ChEMBL,CHEMBL5787117,hERG / KCNH2,2018.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,14,1,6.869993837654033,7.481486060122112,143.025,33.0,IC50;Ki,ChEMBL,CHEMBL479,hERG / KCNH2,2002.0;2003.0;2005.0;2006.0;2008.0;2009.0;2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ncoc1-c1nnc(SCCN2CC[C@@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,1,1,6.869988050328096,6.869988050328096,134.9,134.9,IC50,ChEMBL,CHEMBL3953365,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCCCCCN(CC)CC#CC(c1ccccc1)c1ccccc1,4,1,6.869964306007462,7.013228265733755,141.0,97.0,IC50;Kd;Ki,ChEMBL,CHEMBL3093972,hERG / KCNH2,2013.0;2015.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ccc(CN2CCC(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)cc1,2,1,6.8696662315049934,6.8696662315049934,135.0,135.0,IC50,ChEMBL,CHEMBL488295,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCCCn1c(=O)nc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21,1,1,6.8696662315049934,6.8696662315049934,135.0,135.0,Ki,ChEMBL,CHEMBL205760,hERG / KCNH2,2006.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ccc(CCOCc2cccc(COCCc3ccc(C)cc3)[n+]2C)cc1,1,1,6.8696662315049934,6.8696662315049934,135.0,135.0,IC50,ChEMBL,CHEMBL2324264,hERG / KCNH2,2013.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)c1ccc(F)cc1,1,1,6.8696662315049934,6.8696662315049934,135.0,135.0,Ki,ChEMBL,CHEMBL252429,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C1NC(=O)C(Cc2coc3ccc(Cl)cc3c2=O)S1,1,1,6.8696662315049934,6.8696662315049934,135.0,135.0,IC50,ChEMBL,CHEMBL3299132,hERG / KCNH2,2014.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
OCCc1nccn1Cc1cn(-c2cc(F)cc(C(F)F)c2)nn1,2,1,6.866461091629782,6.866461091629782,136.0,136.0,IC50,ChEMBL,CHEMBL5765871,hERG / KCNH2,2018.0;2019.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
c1ccc2c3c([nH]c2c1)C(C1CCOCC1)NC(c1nc(C2CCCCC2)c[nH]1)C3,1,1,6.866461091629782,6.866461091629782,136.0,136.0,IC50,ChEMBL,CHEMBL3775580,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[n+]1c(C#Cc2ccc(-c3cccc(Cl)c3)cc2)cccc1C#Cc1ccc(-c2cccc(Cl)c2)cc1.O=S(=O)([O-])C(F)(F)F,2,1,6.863325715625449,6.8696662315049934,137.0,135.0,Kd;Ki,ChEMBL,CHEMBL3590497,hERG / KCNH2,2015.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Fc1ccc(Cn2c(N3CCC(n4ccnc4)CC3)nc3ccccc32)cc1,1,1,6.863279432843593,6.863279432843593,137.0,137.0,Ki,ChEMBL,CHEMBL556449,hERG / KCNH2,2009.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)C1CC1,1,1,6.863279432843593,6.863279432843593,137.0,137.0,Ki,ChEMBL,CHEMBL252230,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C1NCCN1CCN1CCC(c2cn(C3CCCCC3)c3ccc(Cl)cc23)CC1,2,1,6.8616372411120725,6.863279432843593,137.51999999999998,137.0,IC50,ChEMBL,CHEMBL53661,hERG / KCNH2,2003.0;2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1Cc2c(ccc3[nH]nc(F)c23)[C@@H](c2ncc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)F,2,1,6.853871964321762,8.853871964321762,7000.7,1.4,IC50,ChEMBL,CHEMBL4754652,hERG / KCNH2,2018.0;2020.0,weak_1uM_to_10uM,False,False,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCO/N=C(/c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,1,1,6.853871964321762,6.853871964321762,140.0,140.0,IC50,ChEMBL,CHEMBL568571,hERG / KCNH2,2009.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCCC2)c1,1,1,6.853871964321762,6.853871964321762,140.0,140.0,Ki,ChEMBL,CHEMBL218609,hERG / KCNH2,2006.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cc(/C=C/c2nc(N)c3ccccc3n2)ccc1-n1cnc(C)c1,1,1,6.853871964321762,6.853871964321762,140.0,140.0,IC50,ChEMBL,CHEMBL1642184,hERG / KCNH2,2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc([C@H]2CN(CCCN(C)S(=O)(=O)c3ccccc3)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,1,1,6.853871964321762,6.853871964321762,140.0,140.0,IC50,ChEMBL,CHEMBL1760250,hERG / KCNH2,2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1CCCN1CCN1CCc2cc(-c3ccc(C#N)cc3)ccc2C1=O,1,1,6.853871964321762,6.853871964321762,140.0,140.0,IC50,ChEMBL,CHEMBL2031762,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C,1,1,6.853871964321762,6.853871964321762,140.0,140.0,IC50,ChEMBL,CHEMBL1086754,hERG / KCNH2,2010.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
OC(c1ccccc1)(c1ccccc1)C1CCN(CCCOc2ccc(-c3ccccc3)cc2)CC1,1,1,6.853871964321762,6.853871964321762,140.0,140.0,IC50,ChEMBL,CHEMBL3344385,hERG / KCNH2,2014.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nc2ccccc2n1Cc1cn(-c2ccc(Cl)c(Cl)c2)nn1,2,1,6.85078088734462,6.85078088734462,141.0,141.0,IC50,ChEMBL,CHEMBL5960420,hERG / KCNH2,2018.0;2019.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
N#CCN(CCOc1ccc([N+](=O)[O-])cc1)CCc1ccc([N+](=O)[O-])cc1,2,1,6.848434383744619,7.00436480540245,151.0,99.0,Kd;Ki,ChEMBL,CHEMBL3590448,hERG / KCNH2,2015.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)C(F)(F)F,1,1,6.844663962534938,6.844663962534938,143.0,143.0,Ki,ChEMBL,CHEMBL398711,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Clc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)cc1,1,1,6.84163750790475,6.84163750790475,144.0,144.0,IC50,ChEMBL,CHEMBL3774866,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccncn1,1,1,6.840011949618013,6.840011949618013,144.54,144.54,IC50,ChEMBL,CHEMBL3958309,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncc(C#N)c3)ccc1O2,1,1,6.838631997765026,6.838631997765026,145.0,145.0,Ki,ChEMBL,CHEMBL3354706,hERG / KCNH2,2014.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1cc(Cn2cc(-c3ccc(Cl)c(OC(F)F)c3)cn2)n(C)n1,1,1,6.835647144215563,6.835647144215563,146.0,146.0,IC50,ChEMBL,CHEMBL5768461,hERG / KCNH2,2018.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
c1ccc2c3c([nH]c2c1)[C@@H](C1CCOCC1)N[C@@H](c1nc(-c2ccsc2)c[nH]1)C3,1,1,6.835647144215563,6.835647144215563,146.0,146.0,IC50,ChEMBL,CHEMBL3774626,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCCCCCN(CC)CC#CCCc1ccc(Cl)cc1,3,1,6.8297382846050425,7.275724130399211,148.0,53.0,IC50;Ki,ChEMBL,CHEMBL3093976,hERG / KCNH2,2013.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cn1nccc1Cn1cc(-c2ccc(Cl)c(OC(F)F)c2)cn1,1,1,6.8297382846050425,6.8297382846050425,148.0,148.0,IC50,ChEMBL,CHEMBL5851137,hERG / KCNH2,2018.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cc(N(C)C2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC1(F)CC1,2,1,6.828788659588897,7.958607314841775,1005.5,11.0,IC50,ChEMBL,CHEMBL6051128,hERG / KCNH2,2018.0;2020.0,weak_1uM_to_10uM,False,False,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cccc(-c2ccc(C#Cc3cccc(C#Cc4ccc(-c5cccc(OC)c5)cc4)[n+]3C)cc2)c1.O=S(=O)([O-])C(F)(F)F,2,1,6.828788659588897,6.903089986991944,150.5,125.0,Kd;Ki,ChEMBL,CHEMBL3590496,hERG / KCNH2,2015.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
N#Cc1ccc2cc1Oc1ccc3c(c1)[C@@H](CCO3)N1CC[C@@H](NCc3cncn3C2)C1=O,2,1,6.823908740944319,6.823908740944319,150.0,150.0,IC50,ChEMBL,CHEMBL516874,hERG / KCNH2,2009.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=S(=O)(c1ccc(Cl)cc1)C1CCN(CCc2ccc(F)cc2F)CC1,2,1,6.823908740944319,6.823908740944319,150.0,150.0,Ki,ChEMBL,CHEMBL149429,hERG / KCNH2,2002.0;2009.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)(C)C#Cc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,1,1,6.823908740944319,6.823908740944319,150.0,150.0,Ki,ChEMBL,CHEMBL3354689,hERG / KCNH2,2014.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(C#N)ccc43)C[C@@H]21,1,1,6.823908740944319,6.823908740944319,150.0,150.0,IC50,ChEMBL,CHEMBL4870583,hERG / KCNH2,2021.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCCC1(CCCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21,1,1,6.823908740944319,6.823908740944319,150.0,150.0,IC50,ChEMBL,CHEMBL2069499,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCNC(=O)NCCCOc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,1,1,6.823908740944319,6.823908740944319,150.0,150.0,Ki,ChEMBL,CHEMBL1761522,hERG / KCNH2,2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN(C)c1ccc(/N=N/c2ccccn2)c(O)c1.O=C(O)C(=O)O,1,1,6.823908740944319,6.823908740944319,150.0,150.0,IC50,ChEMBL,CHEMBL4853476,hERG / KCNH2,2021.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CS(=O)(=O)c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,1,1,6.823908740944319,6.823908740944319,150.0,150.0,IC50,ChEMBL,CHEMBL2146862,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,1,1,6.823908740944319,6.823908740944319,150.0,150.0,IC50,ChEMBL,CHEMBL62152,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cn1c(=O)nc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21,1,1,6.823908740944319,6.823908740944319,150.0,150.0,Ki,ChEMBL,CHEMBL207668,hERG / KCNH2,2006.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Nc1nc(N2CCC(N(CCc3ccc(Cl)cc3)Cc3cccc(O)c3)CC2)n[nH]1,1,1,6.823908740944319,6.823908740944319,150.0,150.0,IC50,ChEMBL,CHEMBL4634943,hERG / KCNH2,2020.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NC(=S)Nc1nc(-c2ccccc2)cs1)c1ccco1,1,1,6.823908740944319,6.823908740944319,150.0,150.0,EC50,ChEMBL,CHEMBL1556270,hERG / KCNH2,,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccno1,1,1,6.823908740944319,6.823908740944319,150.0,150.0,Ki,ChEMBL,CHEMBL251834,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C1OCc2c1cccc2-c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,1,1,6.823908740944319,6.823908740944319,150.0,150.0,IC50,ChEMBL,CHEMBL2146856,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C1OCc2cc(CCN3CCN(CCc4ccc([N+](=O)[O-])cc4)CC3)ccc21,1,1,6.823908740944319,6.823908740944319,150.0,150.0,IC50,ChEMBL,CHEMBL3612795,hERG / KCNH2,2015.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=c1nc(NC2CCN(Cc3ccc4ccccc4c3)CC2)c2cc(Cl)ccc2n1CC(F)(F)F,1,1,6.823908740944319,6.823908740944319,150.0,150.0,Ki,ChEMBL,CHEMBL204508,hERG / KCNH2,2006.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nc2n(c(=O)c1CCN1CCC(C3NOc4cc(F)ccc43)CC1)CCCC2,1,1,6.819988880942283,6.819988880942283,151.36,151.36,IC50,ChEMBL,CHEMBL364512,hERG / KCNH2,2005.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(-c2ncco2)cc1,1,1,6.819988880942283,6.819988880942283,151.36,151.36,IC50,ChEMBL,CHEMBL3941818,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccoc1,1,1,6.819988880942283,6.819988880942283,151.36,151.36,IC50,ChEMBL,CHEMBL3985419,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1n[nH]c(C)c1Cn1cc(-c2ccc(Cl)c(OC(F)F)c2)cn1,1,1,6.818156412055227,6.818156412055227,152.0,152.0,IC50,ChEMBL,CHEMBL5913684,hERG / KCNH2,2018.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
FC(F)Oc1cc(-c2cnn(CCc3cn[nH]c3)c2)ccc1Cl,1,1,6.818156412055227,6.818156412055227,152.0,152.0,IC50,ChEMBL,CHEMBL5978929,hERG / KCNH2,2018.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
