structure_id,endpoint,assay_family,n_measurements,n_source_rows,n_cross_source_mirror_rows_collapsed,n_sources,n_exact_measurements,n_censored_measurements,n_approximate_measurements,p_activity_median,p_activity_best,p_activity_min,value_nm_median,value_nm_best,endpoints,n_endpoints,endpoint_families,n_endpoint_families,assay_families,n_assay_families,sources,compound_ids,target_names,document_years,relations,smiles,original_smiles,canonical_smiles,standardized_smiles,inchi_key,standard_inchi_key,structure_standardization_status,activity_range_log10,is_activity_heterogeneous,heterogeneity_log_spread_threshold,censoring_policy,aggregation_value_semantics,potency_class,active_100nM,active_1uM,scored_menin_endpoint,scored_menin_assay_family,has_observed_primary_herg_record,predicted_herg_blocker_probability,predicted_herg_probability_entropy_bits,herg_max_training_tanimoto,herg_nearest_training_smiles,herg_inside_applicability_domain,predicted_herg_risk,mol_wt,exact_mol_wt,logp,tpsa,h_bond_donors,h_bond_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,fraction_csp3,heavy_atom_count,formal_charge,invalid_structure,qed,pains_alert_count,brenk_alert_count,nih_alert_count,pains_alerts,brenk_alerts,nih_alerts,scaffold_key,scaffold_method,series_id,series_size,connectivity_key,connectivity_group_size,nearest_neighbor_achiral_tanimoto,nearest_neighbor_achiral_structure_id,nearest_neighbor_chiral_tanimoto,nearest_neighbor_chiral_structure_id,local_novelty_achiral,property_window_violation_count,property_window_violations,property_desirability,ro5_violation_count,veber_violation_count,apparent_ligand_efficiency_kcal_per_mol_per_heavy_atom,apparent_lipophilic_ligand_efficiency,similarity_cluster_id,similarity_cluster_size,similarity_cluster_representative
STR-4ED81823DA53AF1D70A0,IC50,biochemical_binding,1,1,0,1,1,0,0,7.356547323513812,7.356547323513812,7.356547323513812,44.0,44.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL4210798,Menin,2018,=,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2CCN1CCN(C(=O)C(F)F)CC1,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2CCN1CCN(C(=O)C(F)F)CC1,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2CCN1CCN(C(=O)C(F)F)CC1,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2CCN1CCN(C(=O)C(F)F)CC1,YZEOJOCEOBAYSM-UHFFFAOYSA-N,YZEOJOCEOBAYSM-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.8605189220530811,0.5828781865769846,0.3000000119209289,FC(F)(F)c1ccc(C(F)(F)CN2CCC(Nc3ncnc4[nH]ncc34)CC2)cc1,True,high,674.744,674.2574698400001,5.416700000000005,93.32,1.0,8.0,9.0,6.0,4.0,0.5,47.0,0.0,0.0,0.2373921645898924,0,0,0,,,,c1nc(NC2CCN(Cc3ccc4c(ccn4CCN4CCNCC4)c3)CC2)c2ccsc2n1,bemis_murcko,SER-AABF4AB999A5F725,15,YZEOJOCEOBAYSM,1,0.8735632183908046,STR-9AEB913932F7D1386949,0.8735632183908046,STR-9AEB913932F7D1386949,0.1264367816091953,1,mol_wt:above_max,0.8333333333333334,2,0,0.2134963946653796,1.9398473235138072,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-4F1EEBE285BDFD4F35AF,IC50,biochemical_binding,1,2,1,2,1,0,0,8.045757490560675,8.045757490560675,8.045757490560675,9.0,9.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL4522767,Menin,2019,=,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(C5CCC5)Cc5ccccc54)CC3)C2)cc1,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(C5CCC5)Cc5ccccc54)CC3)C2)cc1,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(C5CCC5)Cc5ccccc54)CC3)C2)cc1,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(C5CCC5)Cc5ccccc54)CC3)C2)cc1,AZMLEISFRDLXOA-UHFFFAOYSA-N,AZMLEISFRDLXOA-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.8603614719383121,0.5832913658349828,0.2705882489681244,FCC[C@@H]1Cc2ccccc2C2(CCC(N3CCN(C4CCCCC4)CC3)CC2)O1,True,high,624.8950000000003,624.3497977760001,6.558900000000008,56.75000000000001,0.0,6.0,8.0,8.0,3.0,0.5526315789473685,45.0,0.0,0.0,0.2831371135750676,0,0,0,,,,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(C5CCC5)Cc5ccccc54)CC3)C2)cc1,bemis_murcko,SER-A1500FECB3F8EB00,1,AZMLEISFRDLXOA,1,0.8115942028985508,STR-A70185AE5063299B6804,0.8115942028985508,STR-A70185AE5063299B6804,0.1884057971014492,1,logp:above_max,0.8333333333333334,2,0,0.2438758492694391,1.4868574905606664,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-4F507812C726BEF9FE1F,IC50,biochemical_binding,1,1,0,1,1,0,0,6.309803919971486,6.309803919971486,6.309803919971486,490.0,490.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,PubChem,168720871,Menin,2026,=,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](C[C@@H](O)CN(C)C(C)C)C(C)C)C2)C(C)C,CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CCC4(C3)CN(C4)[C@H](C[C@H](CN(C)C(C)C)O)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](C[C@@H](O)CN(C)C(C)C)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](C[C@@H](O)CN(C)C(C)C)C(C)C)C2)C(C)C,BAJNALQCHSQUMV-XNMGPUDCSA-N,BAJNALQCHSQUMV-XNMGPUDCSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,moderate_100nM_to_1uM,False,True,IC50,biochemical_binding,False,0.8271392953384381,0.6642072074384306,0.2429906576871872,O=C(CCc1ccccc1)c1cc(F)ccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,False,high,599.7960000000003,599.39591668,4.301400000000004,98.16,1.0,9.0,13.0,4.0,2.0,0.6875,43.0,0.0,0.0,0.3614198681764078,0,0,0,,,,c1ccc(Oc2nncnc2N2CCC3(CNC3)C2)cc1,bemis_murcko,SER-F7B9115420359440,176,BAJNALQCHSQUMV,4,1.0,STR-97B7AB1532A54CF194EB,0.9746835443037974,STR-BDF33E354DAE4939F700,0.0,0,,1.0,1,1,0.2001528499265373,2.0084039199714825,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-4F74C84E1F856F025432,IC50,biochemical_binding,1,2,1,2,1,0,0,6.20551195334083,6.20551195334083,6.20551195334083,623.0,623.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5863701,Menin,2021,=,CCCC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CCCC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CCCC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CCCC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,TWAYYWDSCYXSAC-FWBANIIHSA-N,TWAYYWDSCYXSAC-FWBANIIHSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,moderate_100nM_to_1uM,False,True,IC50,biochemical_binding,False,0.7757944657189747,0.7677726734167565,0.2574257552623749,CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](CN1CC[C@H](N3C(=O)Cc4ccccc43)C1)C2,True,high,640.8500000000001,640.3083268880001,6.036180000000007,103.6,0.0,8.0,11.0,6.0,3.0,0.4864864864864865,46.0,0.0,0.0,0.2340317762905601,0,0,0,,,,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C(c4ccccc4)C4CCCC4)CC3)C2)cc1,bemis_murcko,SER-B92687DE56E5CCCB,44,TWAYYWDSCYXSAC,2,1.0,STR-6B610F98DBC51ED4955E,0.8974358974358975,STR-79D75B6A88F0457FA1C2,0.0,1,logp:above_max,0.8333333333333334,2,1,0.1840069196599324,0.1693319533408228,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-4F7AB474CDF6E554BFA4,IC50,biochemical_binding,1,2,1,2,1,0,0,8.0,8.0,8.0,10.0,10.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5813719,Menin,2021,=,CNC(=O)N[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)CN(C)Cc2ccccc21,CNC(=O)N[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)CN(C)Cc2ccccc21,CNC(=O)N[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)CN(C)Cc2ccccc21,CNC(=O)N[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)CN(C)Cc2ccccc21,OEEYLUDEHNGGMN-HEVKVOQNSA-N,OEEYLUDEHNGGMN-HEVKVOQNSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.867696236524129,0.5637225836839483,0.2450980395078659,CC(=O)Nc1cccc(N2CCN(CC3CCN(S(=O)(=O)CC4CCCCC4)CC3)CC2)c1,False,high,619.8760000000002,619.355611428,4.252000000000004,84.99,2.0,6.0,8.0,7.0,2.0,0.6285714285714286,44.0,0.0,0.0,0.4598914224398636,0,0,0,,,,O=S(=O)(c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CNCc5ccccc54)CC3)C2)cc1)C1CC1,bemis_murcko,SER-8B11BACADDC8B4B4,15,OEEYLUDEHNGGMN,1,0.8625,STR-87D12F3BEF86165DEC76,0.8607594936708861,STR-87D12F3BEF86165DEC76,0.1374999999999999,0,,1.0,1,0,0.248,3.747999999999996,CLU-426D02ED5BFF1983,10,STR-BD3C32C55755152AB6D1
STR-4FD9E5C0590E883535A1,IC50,biochemical_binding,1,1,0,1,1,0,0,5.34008379993015,5.34008379993015,5.34008379993015,4570.0,4570.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,PubChem,168720869,Menin,2026,=,CCN(CC)C[C@@H](O)C[C@H](C(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(CC)C(C)C)C2)C1,CCN(CC)C[C@H](C[C@H](C(C)C)N1CC2(C1)CCN(C2)C3=C(N=NC=N3)OC4=C(C=C(C=C4)F)C(=O)N(CC)C(C)C)O,CCN(CC)C[C@@H](O)C[C@H](C(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(CC)C(C)C)C2)C1,CCN(CC)C[C@@H](O)C[C@H](C(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(CC)C(C)C)C2)C1,GGIYEWDSYGQHQG-AHKZPQOWSA-N,GGIYEWDSYGQHQG-AHKZPQOWSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.8403837755348295,0.6333906507335663,0.2452830225229263,O=C(CCc1ccccc1)c1cc(F)ccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,False,high,599.7959999999999,599.39591668,4.303000000000003,98.16,1.0,9.0,14.0,4.0,2.0,0.6875,43.0,0.0,0.0,0.3408402542798597,0,0,0,,,,c1ccc(Oc2nncnc2N2CCC3(CNC3)C2)cc1,bemis_murcko,SER-F7B9115420359440,176,GGIYEWDSYGQHQG,4,1.0,STR-25FD7B5E9510CCADC7E9,0.9743589743589745,STR-918CDACAD6A3ADC5DD7E,0.0,0,,1.0,1,1,0.1693924256535982,1.037083799930147,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-50194E6CF0AF9E3900D0,IC50,biochemical_binding,1,2,1,2,1,0,0,5.657577319177793,5.657577319177793,5.657577319177793,2200.0,2200.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5826660,Menin,2021,=,C=CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5OC(=O)NC)CC4)C3)cc2)cc1,C=CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5OC(=O)NC)CC4)C3)cc2)cc1,C=CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5OC(=O)NC)CC4)C3)cc2)cc1,C=CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5OC(=O)NC)CC4)C3)cc2)cc1,VDJTWLOLAUELBT-VHYZKNOSSA-N,VDJTWLOLAUELBT-VHYZKNOSSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.7967247636659991,0.7284304011915692,0.2685185074806213,CC(=O)Nc1cccc(N2CCN(CC3CCN(S(=O)(=O)CC4CCCCC4)CC3)CC2)c1,True,high,713.876,713.304718728,5.9174800000000065,131.84,2.0,8.0,11.0,6.0,3.0,0.4102564102564102,51.0,0.0,0.0,0.2344811509312809,0,1,2,,Michael_acceptor_1,acrylate;halo_acrylate,O=S(=O)(c1ccccc1)c1ccc(N2CC(CN3CCC(C(c4ccccc4)C4CCCC4)CC3)C2)cc1,bemis_murcko,SER-D0CCC78DDD1F06F9,22,VDJTWLOLAUELBT,2,1.0,STR-33EC56FC5D9EE8140CC4,0.9767441860465116,STR-33EC56FC5D9EE8140CC4,0.0,1,mol_wt:above_max,0.8333333333333334,2,1,0.1513124600658531,-0.2599026808222131,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-506A8FF202D4B27FF220,IC50,biochemical_binding,1,2,1,2,1,0,0,7.301029995663981,7.301029995663981,7.301029995663981,50.0,50.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5770956,Menin,2021,=,CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(C2CCN(c3ccc(S(=O)(=O)c4ccccc4)cc3)CC2)CC1,CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(C2CCN(c3ccc(S(=O)(=O)c4ccccc4)cc3)CC2)CC1,CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(C2CCN(c3ccc(S(=O)(=O)c4ccccc4)cc3)CC2)CC1,CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(C2CCN(c3ccc(S(=O)(=O)c4ccccc4)cc3)CC2)CC1,LQTOWKWWEGWBLV-FWBANIIHSA-N,LQTOWKWWEGWBLV-FWBANIIHSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.8546108720911377,0.5981802823196793,0.3000000119209289,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,True,high,640.8500000000001,640.308326888,6.1864800000000075,102.73999999999998,1.0,7.0,8.0,6.0,3.0,0.4594594594594595,46.0,0.0,0.0,0.3134823830020253,0,0,0,,,,O=S(=O)(c1ccccc1)c1ccc(N2CCC(N3CCC(C(c4ccccc4)C4CCCC4)CC3)CC2)cc1,bemis_murcko,SER-C460737DCACEC827,2,LQTOWKWWEGWBLV,2,1.0,STR-24BA8A5718C0F3749245,0.7837837837837838,STR-24BA8A5718C0F3749245,0.0,1,logp:above_max,0.8333333333333334,2,0,0.2164914111757754,1.1145499956639735,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-514E377E1ED7B27533EB,IC50,biochemical_binding,1,1,0,1,1,0,0,7.698970004336019,7.698970004336019,7.698970004336019,20.0,20.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL4172458,Menin,2018,=,CC(C)(C#N)c1ccc(CN2CCC3(CCN(c4ncnc5sc(CC(F)(F)F)cc45)C3)C2)cc1,CC(C)(C#N)c1ccc(CN2CCC3(CCN(c4ncnc5sc(CC(F)(F)F)cc45)C3)C2)cc1,CC(C)(C#N)c1ccc(CN2CCC3(CCN(c4ncnc5sc(CC(F)(F)F)cc45)C3)C2)cc1,CC(C)(C#N)c1ccc(CN2CCC3(CCN(c4ncnc5sc(CC(F)(F)F)cc45)C3)C2)cc1,MKNCQBLFOVIHEN-UHFFFAOYSA-N,MKNCQBLFOVIHEN-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.8723189984781545,0.5510438487522866,0.260869562625885,COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2ccc(C(F)(F)F)cc2)CC1,True,high,499.60600000000017,499.201751556,5.699680000000006,56.05,0.0,6.0,5.0,5.0,3.0,0.5,35.0,0.0,0.0,0.4508389961310725,0,0,0,,,,c1ccc(CN2CCC3(CCN(c4ncnc5sccc45)C3)C2)cc1,bemis_murcko,SER-0CFBA55DF63719F3,7,MKNCQBLFOVIHEN,1,0.7971014492753623,STR-76F421993337A53D2B7F,0.7971014492753623,STR-76F421993337A53D2B7F,0.2028985507246377,0,,1.0,1,0,0.3000398595975523,1.999290004336013,CLU-B67275E4621D323B,8,STR-4DD88D5839EF83BB667C
STR-5151BA76FE38FE2C9C70,IC50,biochemical_binding,1,1,0,1,1,0,0,7.102372908709558,7.102372908709558,7.102372908709558,79.0,79.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,PubChem,156498049,Menin,2026,=,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCN(C)CC(C)C(=O)N(C)C)C(C)C)C2)C(C)C,CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CCC4(C3)CN(C4)[C@H](CCCN(C)CC(C)C(=O)N(C)C)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCN(C)CC(C)C(=O)N(C)C)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCN(C)CC(C)C(=O)N(C)C)C(C)C)C2)C(C)C,IFIHGWNVFQFWAX-BNGNXUGRSA-N,IFIHGWNVFQFWAX-BNGNXUGRSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.8732719682488564,0.5483960250643694,0.2212389409542083,O=C(CCc1ccccc1)c1cc(F)ccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,False,high,654.8760000000002,654.43811584,4.646500000000004,98.24,0.0,9.0,15.0,4.0,2.0,0.6857142857142857,47.0,0.0,0.0,0.2720248476815324,0,0,0,,,,c1ccc(Oc2nncnc2N2CCC3(CNC3)C2)cc1,bemis_murcko,SER-F7B9115420359440,176,IFIHGWNVFQFWAX,3,1.0,STR-079F3F9421D0EFF32E86,0.9195402298850576,STR-079F3F9421D0EFF32E86,0.0,2,mol_wt:above_max;rotatable_bonds:above_max,0.6666666666666667,1,1,0.2061199286697838,2.455872908709554,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-52142363ACB32B4956F1,IC50,biochemical_binding,1,1,0,1,1,0,0,6.920818753952375,6.920818753952375,6.920818753952375,120.0,120.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,PubChem,156531916,Menin,2026,=,CCN(C(=O)c1cc(F)ccc1Oc1nnc(OC)nc1N1CCC2(C1)CN([C@H](CCCN(C)C)C(C)C)C2)C(C)C,CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=C(N=N2)OC)N3CCC4(C3)CN(C4)[C@H](CCCN(C)C)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nnc(OC)nc1N1CCC2(C1)CN([C@H](CCCN(C)C)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nnc(OC)nc1N1CCC2(C1)CN([C@H](CCCN(C)C)C(C)C)C2)C(C)C,OHWMEMHPARMTGX-RUZDIDTESA-N,OHWMEMHPARMTGX-RUZDIDTESA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,moderate_100nM_to_1uM,False,True,IC50,biochemical_binding,False,0.8832916743713095,0.5198244420865796,0.2352941185235977,COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2cc(F)ccc21,False,high,585.7690000000002,585.3802666160001,4.5606000000000035,87.16,0.0,9.0,13.0,4.0,2.0,0.6774193548387096,42.0,0.0,0.0,0.3357747632838758,0,0,0,,,,c1ccc(Oc2nncnc2N2CCC3(CNC3)C2)cc1,bemis_murcko,SER-F7B9115420359440,176,OHWMEMHPARMTGX,1,0.8705882352941177,STR-B86349156178B4813AFB,0.872093023255814,STR-B86349156178B4813AFB,0.1294117647058823,0,,1.0,1,1,0.2247618281045485,2.3602187539523714,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-5255CAA0D8BB98E85D76,IC50,biochemical_binding,1,1,0,1,1,0,0,3.42021640338319,3.42021640338319,3.42021640338319,380000.0,380000.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,PubChem,2774349,Menin,2023,=,Cc1nn(-c2ccccc2)nc1C(N)=O,CC1=NN(N=C1C(=O)N)C2=CC=CC=C2,Cc1nn(-c2ccccc2)nc1C(N)=O,Cc1nn(-c2ccccc2)nc1C(N)=O,IHPOVUXVIZRYAC-UHFFFAOYSA-N,IHPOVUXVIZRYAC-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,low_or_inactive_>10uM,False,False,IC50,biochemical_binding,False,0.8156660455218205,0.6894668926900431,0.2711864411830902,Cc1c(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)cccc1C(N)=O,True,high,202.21699999999996,202.08546094,0.6746200000000001,73.80000000000001,1.0,3.0,2.0,2.0,2.0,0.1,15.0,0.0,0.0,0.7775008720942339,0,0,0,,,,c1ccc(-n2nccn2)cc1,bemis_murcko,SER-B2CC19ACB9A1FA33,1,IHPOVUXVIZRYAC,1,0.25,STR-FB00B532B01AA27CD41B,0.25,STR-FB00B532B01AA27CD41B,0.75,0,,1.0,0,0,0.3110116782809781,2.74559640338319,CLU-62E220E638ADAA86,1,STR-5255CAA0D8BB98E85D76
STR-5292CC2045CB1C1E8EBD,IC50,biochemical_binding,1,1,0,1,1,0,0,6.4089353929735005,6.4089353929735005,6.4089353929735005,390.0,390.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL3126185,Menin,2014,=,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCCC3)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCCC3)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCCC3)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCCC3)CC2)cc1,QBITUTDDFZQXDO-UHFFFAOYSA-N,QBITUTDDFZQXDO-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,moderate_100nM_to_1uM,False,True,IC50,biochemical_binding,False,0.9630150740031416,0.2282931442022331,0.4035087823867798,c1ccc(-c2ccc(OCCCCCN3CCCCCC3)cc2)cc1,True,high,418.58100000000024,418.262028328,5.117180000000005,56.489999999999995,1.0,4.0,8.0,4.0,2.0,0.5185185185185185,31.0,0.0,0.0,0.6048816175181486,0,1,0,,Aliphatic_long_chain,,c1ccc(OCCCN2CCC(C(c3ccccc3)C3CCCC3)CC2)cc1,bemis_murcko,SER-317158EDAD8598EE,25,QBITUTDDFZQXDO,3,1.0,STR-07CEA1A415CFED11C760,1.0,STR-07CEA1A415CFED11C760,0.0,0,,1.0,1,0,0.2819931572908341,1.2917553929734955,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-52D01EFC583EB20C9B2A,IC50,biochemical_binding,1,2,1,2,1,0,0,7.229147988357855,7.229147988357855,7.229147988357855,59.0,59.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5937153,Menin,2021,=,N#Cc1ccc(OCCCN2CCC(C3(C4CCCC4)NCCc4sccc43)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C3(C4CCCC4)NCCc4sccc43)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C3(C4CCCC4)NCCc4sccc43)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C3(C4CCCC4)NCCc4sccc43)CC2)cc1,PNLBQWAYAPRXDG-UHFFFAOYSA-N,PNLBQWAYAPRXDG-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.9617769235331718,0.2340848872534757,0.2985074520111084,c1ccc(-c2ccc(OCCCCCN3CCCCCC3)cc2)cc1,True,high,449.6640000000002,449.25008374,5.332080000000006,48.29,1.0,5.0,7.0,5.0,2.0,0.5925925925925926,32.0,0.0,0.0,0.5804110748067108,0,1,0,,Aliphatic_long_chain,,c1ccc(OCCCN2CCC(C3(C4CCCC4)NCCc4sccc43)CC2)cc1,bemis_murcko,SER-0DFA274B18A1E5F7,1,PNLBQWAYAPRXDG,1,0.7258064516129032,STR-36584B3033D9C455D195,0.7258064516129032,STR-36584B3033D9C455D195,0.2741935483870967,0,,1.0,1,0,0.3081424330037536,1.8970679883578496,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
