structure_id,endpoint,assay_family,n_measurements,n_source_rows,n_cross_source_mirror_rows_collapsed,n_sources,n_exact_measurements,n_censored_measurements,n_approximate_measurements,p_activity_median,p_activity_best,p_activity_min,value_nm_median,value_nm_best,endpoints,n_endpoints,endpoint_families,n_endpoint_families,assay_families,n_assay_families,sources,compound_ids,target_names,document_years,relations,smiles,original_smiles,canonical_smiles,standardized_smiles,inchi_key,standard_inchi_key,structure_standardization_status,activity_range_log10,is_activity_heterogeneous,heterogeneity_log_spread_threshold,censoring_policy,aggregation_value_semantics,potency_class,active_100nM,active_1uM,scored_menin_endpoint,scored_menin_assay_family,has_observed_primary_herg_record,predicted_herg_blocker_probability,predicted_herg_probability_entropy_bits,herg_max_training_tanimoto,herg_nearest_training_smiles,herg_inside_applicability_domain,predicted_herg_risk,mol_wt,exact_mol_wt,logp,tpsa,h_bond_donors,h_bond_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,fraction_csp3,heavy_atom_count,formal_charge,invalid_structure,qed,pains_alert_count,brenk_alert_count,nih_alert_count,pains_alerts,brenk_alerts,nih_alerts,scaffold_key,scaffold_method,series_id,series_size,connectivity_key,connectivity_group_size,nearest_neighbor_achiral_tanimoto,nearest_neighbor_achiral_structure_id,nearest_neighbor_chiral_tanimoto,nearest_neighbor_chiral_structure_id,local_novelty_achiral,property_window_violation_count,property_window_violations,property_desirability,ro5_violation_count,veber_violation_count,apparent_ligand_efficiency_kcal_per_mol_per_heavy_atom,apparent_lipophilic_ligand_efficiency,similarity_cluster_id,similarity_cluster_size,similarity_cluster_representative
STR-C3AB20114EC3D149B3FF,IC50,biochemical_binding,1,2,1,2,1,0,0,6.607303046740334,6.607303046740334,6.607303046740334,247.0,247.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5894691,Menin,2021,=,CC(=O)N[C@@H]1CCC[C@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)CNCc2ccccc21,CC(=O)N[C@@H]1CCC[C@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)CNCc2ccccc21,CC(=O)N[C@@H]1CCC[C@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)CNCc2ccccc21,CC(=O)N[C@@H]1CCC[C@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)CNCc2ccccc21,KBCHFACNIBEZDD-ORITWGEGSA-N,KBCHFACNIBEZDD-ORITWGEGSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,moderate_100nM_to_1uM,False,True,IC50,biochemical_binding,False,0.7653074989828528,0.7861021214935086,0.2547169923782348,CC(=O)Nc1cccc(N2CCN(CC3CCN(S(=O)(=O)CC4CCCCC4)CC3)CC2)c1,True,high,630.8590000000002,630.335210332,3.7471000000000023,99.57,2.0,7.0,8.0,7.0,3.0,0.5428571428571428,45.0,0.0,0.0,0.3913749689446152,0,0,0,,,,O=S(=O)(c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CNCc5ccccc54)CC3)C2)cc1)c1cn[nH]c1,bemis_murcko,SER-B210E620CAC4DB11,7,KBCHFACNIBEZDD,2,1.0,STR-9E4FCF8CA68285C7D759,0.8160919540229885,STR-9E4FCF8CA68285C7D759,0.0,0,,1.0,1,0,0.2002746967945292,2.860203046740332,CLU-426D02ED5BFF1983,10,STR-BD3C32C55755152AB6D1
STR-C3D8B6AB5924C8373F29,IC50,biochemical_binding,1,2,1,2,1,0,0,7.00436480540245,7.00436480540245,7.00436480540245,99.0,99.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5999146,Menin,2021,=,Cc1cc(C#N)ccc1N1CC(CN2CCC(C3(C4CCCC4)NCCc4ccccc43)CC2)C1,Cc1cc(C#N)ccc1N1CC(CN2CCC(C3(C4CCCC4)NCCc4ccccc43)CC2)C1,Cc1cc(C#N)ccc1N1CC(CN2CCC(C3(C4CCCC4)NCCc4ccccc43)CC2)C1,Cc1cc(C#N)ccc1N1CC(CN2CCC(C3(C4CCCC4)NCCc4ccccc43)CC2)C1,PVVGUZMEKILDNC-UHFFFAOYSA-N,PVVGUZMEKILDNC-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.9290903621731004,0.3693091088190117,0.2976190447807312,Cc1ccccc1N1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)CC1,True,high,468.6890000000003,468.32529728,5.246300000000005,42.3,1.0,4.0,5.0,6.0,2.0,0.5806451612903226,35.0,0.0,0.0,0.6511310585504725,0,0,0,,,,c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,bemis_murcko,SER-13C58FCF8A37F10D,9,PVVGUZMEKILDNC,1,0.8307692307692308,STR-AA73D88E6A8F8A2C3D26,0.8307692307692308,STR-AA73D88E6A8F8A2C3D26,0.1692307692307691,0,,1.0,1,0,0.2729701027019698,1.7580648054024453,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-C43E9CAC606D3F496EC2,IC50,biochemical_binding,1,1,0,1,1,0,0,5.781727146428553,5.781727146428553,5.781727146428553,1653.0,1653.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL3613785,Menin,2015,=,FCc1nnc(N2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)s1,FCc1nnc(N2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)s1,FCc1nnc(N2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)s1,FCc1nnc(N2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)s1,CUBGJWXDIQEMAV-UHFFFAOYSA-N,CUBGJWXDIQEMAV-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.8577600270321938,0.5900751709871349,0.2043010741472244,CON=C1CCC(CN2CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)CC1,False,high,418.44500000000016,418.065749328,3.4437000000000024,58.040000000000006,0.0,8.0,4.0,4.0,3.0,0.4666666666666667,27.0,0.0,0.0,0.6053034867462739,0,0,0,,,,c1nc(N2CCN(c3nncs3)CC2)c2ccsc2n1,bemis_murcko,SER-BA912CD03DBF5CE2,7,CUBGJWXDIQEMAV,1,0.7547169811320755,STR-09F928DB426380AF84D4,0.7547169811320755,STR-09F928DB426380AF84D4,0.2452830188679244,0,,1.0,0,0,0.2920842899158721,2.3380271464285505,CLU-F0117CB494DDBB30,6,STR-E2BF2500F662553F3983
STR-C44F56C9778A0067D259,IC50,biochemical_binding,1,1,0,1,1,0,0,5.3872161432802645,5.3872161432802645,5.3872161432802645,4100.0,4100.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL3126183,Menin,2014,=,CC(C)C(O)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,CC(C)C(O)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,CC(C)C(O)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,CC(C)C(O)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,GYIRGZHIMDCFEY-UHFFFAOYSA-N,GYIRGZHIMDCFEY-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.962952023778076,0.2285895605125874,0.4153846204280853,CC(C)(O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,True,high,392.5430000000001,392.246378264,4.5829800000000045,56.49,1.0,4.0,8.0,3.0,2.0,0.48,29.0,0.0,0.0,0.6680979307941843,0,1,0,,Aliphatic_long_chain,,c1ccc(CC2CCN(CCCOc3ccccc3)CC2)cc1,bemis_murcko,SER-60DE72E68A5873A2,3,GYIRGZHIMDCFEY,1,0.7547169811320755,STR-E8B47F80D16782785E9D,0.7547169811320755,STR-E8B47F80D16782785E9D,0.2452830188679244,0,,1.0,0,0,0.2533849248080786,0.80423614328026,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-C4A801F174E1E034721C,IC50,biochemical_binding,1,2,1,2,1,0,0,7.958607314841775,7.958607314841775,7.958607314841775,11.0,11.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5912352,Menin,2021,=,CCN1Cc2ccccc2C(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)([C@H]2CCC[C@@H]2NC(C)=O)C1,CCN1Cc2ccccc2C(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)([C@H]2CCC[C@@H]2NC(C)=O)C1,CCN1Cc2ccccc2C(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)([C@H]2CCC[C@@H]2NC(C)=O)C1,CCN1Cc2ccccc2C(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)([C@H]2CCC[C@@H]2NC(C)=O)C1,XOBABEJTJVLOIK-JTTVYFNNSA-N,XOBABEJTJVLOIK-JTTVYFNNSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.7853382021889137,0.7502996084953035,0.2523364424705505,CC(=O)Nc1cccc(N2CCN(CC3CCN(S(=O)(=O)CC4CCCCC4)CC3)CC2)c1,False,high,658.9129999999998,658.3665104600001,4.479400000000004,90.78,1.0,7.0,9.0,7.0,3.0,0.5675675675675675,47.0,0.0,0.0,0.3628580096503163,0,0,0,,,,O=S(=O)(c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CNCc5ccccc54)CC3)C2)cc1)c1cn[nH]c1,bemis_murcko,SER-B210E620CAC4DB11,7,XOBABEJTJVLOIK,1,0.8837209302325582,STR-BD3C32C55755152AB6D1,0.8823529411764706,STR-BD3C32C55755152AB6D1,0.1162790697674418,1,mol_wt:above_max,0.8333333333333334,1,0,0.23096894420094,3.479207314841771,CLU-426D02ED5BFF1983,10,STR-BD3C32C55755152AB6D1
STR-C52DE5B6B6E8022BCAB7,IC50,biochemical_binding,1,2,1,2,1,0,0,6.047207556955907,6.047207556955907,6.047207556955907,897.0,897.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL6000963,Menin,2021,=,N#CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)[C@H]1CCC[C@@H]1CCO,N#CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)[C@H]1CCC[C@@H]1CCO,N#CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)[C@H]1CCC[C@@H]1CCO,N#CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)[C@H]1CCC[C@@H]1CCO,RNQZRPANRSVYKS-MTUARQITSA-N,RNQZRPANRSVYKS-MTUARQITSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,moderate_100nM_to_1uM,False,True,IC50,biochemical_binding,False,0.8460533018316816,0.6196294205562578,0.2359550595283508,CC(C)(O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,False,high,598.813,598.2977622040002,5.322880000000007,97.53,1.0,7.0,10.0,6.0,3.0,0.4857142857142857,43.0,0.0,0.0,0.3372818961345367,0,0,0,,,,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C(c4ccccc4)C4CCCC4)CC3)C2)cc1,bemis_murcko,SER-B92687DE56E5CCCB,44,RNQZRPANRSVYKS,1,0.8857142857142857,STR-F4223A1339E66808912C,0.8108108108108109,STR-FA1FDFBE4B94F7A252F5,0.1142857142857143,0,,1.0,2,0,0.1918230490159967,0.7243275569559007,CLU-AF9A7727B04E32F9,9,STR-A50D555FBD2E6BE12E86
STR-C555A82898E9FBE8534F,IC50,biochemical_binding,1,1,0,1,1,0,0,5.1904402853647325,5.1904402853647325,5.1904402853647325,6450.0,6450.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL2315086,Menin,2013,=,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CCCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC1=O,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CCCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC1=O,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CCCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC1=O,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CCCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC1=O,GZFHDQJCXSMNJI-PZBSVLGOSA-N,GZFHDQJCXSMNJI-PZBSVLGOSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.8842956242667617,0.5168858555843256,0.2307692319154739,NC(=S)c1ccc(C(=O)NC2CCN(Cc3ccccc3)CC2)cc1,False,high,737.9469999999999,737.4588306079999,1.1992700000000058,218.92,7.0,7.0,6.0,4.0,1.0,0.6578947368421053,53.0,0.0,0.0,0.1275487554433259,0,3,0,,Aliphatic_long_chain;imine_1;imine_2,,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CCCCCCCCCNC(=O)C2CCCN2C(=O)CN1,bemis_murcko,SER-788354EC2A8EE709,5,GZFHDQJCXSMNJI,1,0.8571428571428571,STR-45F69269A2FAE7DAA4C0,0.8461538461538461,STR-45F69269A2FAE7DAA4C0,0.1428571428571429,3,h_bond_donors:above_max;mol_wt:above_max;tpsa:above_max,0.5,2,1,0.1335803877214622,3.991170285364727,CLU-8AC1194393FC15BF,21,STR-568E8A2EF6050316CA23
STR-C5AB0DE6D3F029BD8FF5,IC50,biochemical_binding,1,1,0,1,1,0,0,6.6020599913279625,6.6020599913279625,6.6020599913279625,250.0,250.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL5565919,Menin,2024,=,Nc1ncnc2c1c(-c1ccc(F)cc1)cn2C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CCCCC4)cc3)C2)CC1,Nc1ncnc2c1c(-c1ccc(F)cc1)cn2C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CCCCC4)cc3)C2)CC1,Nc1ncnc2c1c(-c1ccc(F)cc1)cn2C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CCCCC4)cc3)C2)CC1,Nc1ncnc2c1c(-c1ccc(F)cc1)cn2C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CCCCC4)cc3)C2)CC1,ZLVOKDNPHNGLID-UHFFFAOYSA-N,ZLVOKDNPHNGLID-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,moderate_100nM_to_1uM,False,True,IC50,biochemical_binding,False,0.8316522425509144,0.6539111550915029,0.3440860211849212,COC(=O)N[C@H]1CC[C@@H](n2cc(-c3ccc(Cl)c(N)c3)c3c(N)ncnc32)CC1,True,high,602.7800000000001,602.283923708,5.699300000000006,97.35,1.0,7.0,7.0,7.0,4.0,0.4545454545454545,43.0,0.0,0.0,0.2899180336570642,0,0,0,,,,O=S(=O)(c1ccc(N2CC(CN3CCC(n4cc(-c5ccccc5)c5cncnc54)CC3)C2)cc1)C1CCCCC1,bemis_murcko,SER-E43EB911915056A3,1,ZLVOKDNPHNGLID,1,0.9852941176470588,STR-88804765D6850674CDE0,0.9852941176470588,STR-88804765D6850674CDE0,0.0147058823529411,0,,1.0,2,0,0.2094234843760777,0.9027599913279564,CLU-7544796D1BA53F3F,9,STR-57B02C455F0090B0D259
STR-C5BD1A6A0620B892A540,IC50,biochemical_binding,1,1,0,1,1,0,0,6.568636235841012,6.568636235841012,6.568636235841012,270.0,270.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,PubChem,156531907,Menin,2026,=,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCCN)C(C)C)C2)C(C)C,CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CCC4(C3)CN(C4)[C@H](CCCCN)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCCN)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCCN)C(C)C)C2)C(C)C,ZXNPZTCLXAMYFY-XMMPIXPASA-N,ZXNPZTCLXAMYFY-XMMPIXPASA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,moderate_100nM_to_1uM,False,True,IC50,biochemical_binding,False,0.8915528562965962,0.4952142336780026,0.2427184432744979,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCN)c1ccccc1,False,high,541.7160000000005,541.354051868,4.339200000000003,100.71,1.0,8.0,12.0,4.0,2.0,0.6551724137931034,39.0,0.0,0.0,0.3962940712848075,0,1,0,,Aliphatic_long_chain,,c1ccc(Oc2nncnc2N2CCC3(CNC3)C2)cc1,bemis_murcko,SER-F7B9115420359440,176,ZXNPZTCLXAMYFY,2,1.0,STR-86534CE59FD1A258EC1F,0.961038961038961,STR-9DDC4364CC264A5D1AE9,0.0,0,,1.0,1,1,0.2297338416842856,2.2294362358410096,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-C6579F1285FA63B28E81,IC50,biochemical_binding,1,1,0,1,1,0,0,6.709965388637482,6.709965388637482,6.709965388637482,195.0,195.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL3126201,Menin,2014,=,N#Cc1ccc(OCCCN2CCC([C@](O)(c3ccccn3)C3CCCC3)CC2)cc1,N#Cc1ccc(OCCCN2CCC([C@](O)(c3ccccn3)C3CCCC3)CC2)cc1,N#Cc1ccc(OCCCN2CCC([C@](O)(c3ccccn3)C3CCCC3)CC2)cc1,N#Cc1ccc(OCCCN2CCC([C@](O)(c3ccccn3)C3CCCC3)CC2)cc1,CXFJNJZPBYIKCK-SANMLTNESA-N,CXFJNJZPBYIKCK-SANMLTNESA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,moderate_100nM_to_1uM,False,True,IC50,biochemical_binding,False,0.9620214756748616,0.2329457646051995,0.3548386991024017,c1ccc(-c2ccc(OCCCCCN3CCCCCC3)cc2)cc1,True,high,419.56900000000024,419.257277296,4.512180000000004,69.38,1.0,5.0,8.0,4.0,2.0,0.5384615384615384,31.0,0.0,0.0,0.637614033426709,0,1,0,,Aliphatic_long_chain,,c1ccc(OCCCN2CCC(C(c3ccccn3)C3CCCC3)CC2)cc1,bemis_murcko,SER-D837B57CD0E0B2C6,3,CXFJNJZPBYIKCK,2,1.0,STR-ADD6623F7AD60FDD956E,1.0,STR-ADD6623F7AD60FDD956E,0.0,0,,1.0,0,0,0.2952384771000492,2.1977853886374774,CLU-EE35BC9038C2FF43,10,STR-ADD6623F7AD60FDD956E
STR-C6C7319A2332D2316F26,IC50,biochemical_binding,1,1,0,1,1,0,0,8.698970004336019,8.698970004336019,8.698970004336019,2.0,2.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL4456868,Menin,2020,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CC(F)C5)C4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CC(F)C5)C4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CC(F)C5)C4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CC(F)C5)C4)cc3)C2)CC1,HMBDDYNLCGJMBR-JPWMAOOBSA-N,HMBDDYNLCGJMBR-JPWMAOOBSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.8634067001991474,0.5752469606166992,0.2288135588169098,CC(=O)Nc1cccc(N2CCN(CC3CCN(S(=O)(=O)CC4CCCCC4)CC3)CC2)c1,False,high,809.0369999999997,808.415746396,4.336700000000004,105.74,1.0,9.0,14.0,8.0,2.0,0.627906976744186,57.0,0.0,0.0,0.27961184769825,0,1,0,,Michael_acceptor_1,,O=C(C=CCN1CCC1)N1CC(S(=O)(=O)c2ccc(N3CC(CN4CCC(C(CN5CCC5)(c5ccccc5)C5CCCC5)CC4)C3)cc2)C1,bemis_murcko,SER-B212B95A94D293C5,3,HMBDDYNLCGJMBR,1,0.946236559139785,STR-3815BA4AEEA1DB9CE8BA,0.946236559139785,STR-3815BA4AEEA1DB9CE8BA,0.053763440860215,1,mol_wt:above_max,0.8333333333333334,1,1,0.2081648260686724,4.362270004336015,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-C7284B226A7FB3CA10F9,IC50,biochemical_binding,1,2,1,2,1,0,0,5.251811972993799,5.251811972993799,5.251811972993799,5600.0,5600.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5924885,Menin,2021,=,CN1Cc2ccccc2C(c2ccccn2)(C2CCN(CCCOc3ccc(C#N)cc3)CC2)C1,CN1Cc2ccccc2C(c2ccccn2)(C2CCN(CCCOc3ccc(C#N)cc3)CC2)C1,CN1Cc2ccccc2C(c2ccccn2)(C2CCN(CCCOc3ccc(C#N)cc3)CC2)C1,CN1Cc2ccccc2C(c2ccccn2)(C2CCN(CCCOc3ccc(C#N)cc3)CC2)C1,MEWOHWGJAPNQTP-UHFFFAOYSA-N,MEWOHWGJAPNQTP-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.9571195339219132,0.255346617933904,0.3048780560493469,N#Cc1ccc(CCN2CCC(Nc3nc4ccccc4[nH]3)CC2)cc1,True,high,466.6290000000003,466.273261708,4.865880000000005,52.39,0.0,5.0,7.0,5.0,3.0,0.4,35.0,0.0,0.0,0.4653668767805105,0,1,0,,Aliphatic_long_chain,,c1ccc(OCCCN2CCC(C3(c4ccccn4)CNCc4ccccc43)CC2)cc1,bemis_murcko,SER-83F8866F756C0457,1,MEWOHWGJAPNQTP,1,0.6865671641791045,STR-DA939D5F87D225304F92,0.6865671641791045,STR-DA939D5F87D225304F92,0.3134328358208955,0,,1.0,0,0,0.2046706151761012,0.3859319729937942,CLU-3F69D3AD245ADE81,12,STR-DA939D5F87D225304F92
STR-C7777FCF0556D85B0DAB,IC50,biochemical_binding,1,1,0,1,1,0,0,6.292429823902063,6.292429823902063,6.292429823902063,510.0,510.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,PubChem,156531909,Menin,2026,=,CCN(C(=O)c1cc(F)ccc1Oc1nnccc1N1CCC2(C1)CN([C@H](CCCN(C)C)C(C)C)C2)C(C)C,CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(C=CN=N2)N3CCC4(C3)CN(C4)[C@H](CCCN(C)C)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nnccc1N1CCC2(C1)CN([C@H](CCCN(C)C)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nnccc1N1CCC2(C1)CN([C@H](CCCN(C)C)C(C)C)C2)C(C)C,WYVZOEWNGVZXJJ-AREMUKBSSA-N,WYVZOEWNGVZXJJ-AREMUKBSSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,moderate_100nM_to_1uM,False,True,IC50,biochemical_binding,False,0.8958948894408068,0.4818750279061531,0.2300000041723251,COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2cc(F)ccc21,False,high,554.7550000000005,554.374452964,5.157000000000005,65.04,0.0,7.0,12.0,4.0,2.0,0.6451612903225806,40.0,0.0,0.0,0.3592636070596034,0,0,0,,,,c1ccc(Oc2nnccc2N2CCC3(CNC3)C2)cc1,bemis_murcko,SER-725533906D2EDF46,9,WYVZOEWNGVZXJJ,2,1.0,STR-0B3A10F091CFA83F82BC,0.875,STR-0B3A10F091CFA83F82BC,0.0,0,,1.0,2,1,0.2145718569950603,1.135429823902058,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-C7F0E76CC5EC752D86FB,IC50,biochemical_binding,1,1,0,1,1,0,0,7.481486060122112,7.481486060122112,7.481486060122112,33.0,33.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL4452253,Menin,2019,=,CCC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,CCC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,CCC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,CCC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,PHQSGAPYRPLCKR-LHHUKBANSA-N,PHQSGAPYRPLCKR-LHHUKBANSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.8696741146674957,0.5583312499167299,0.27173912525177,CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](CN1CC[C@H](N3C(=O)Cc4ccccc43)C1)C2,True,high,510.6820000000004,510.2994764560001,5.289960000000006,80.36000000000001,0.0,6.0,8.0,5.0,2.0,0.53125,38.0,0.0,0.0,0.4490946661694757,0,0,0,,,,c1ccc(C(C2CCCC2)C2CCN(CC3CN(c4ccccc4)C3)CC2)cc1,bemis_murcko,SER-FBD8412D03D2F209,47,PHQSGAPYRPLCKR,1,0.8840579710144928,STR-D8497B8DD5B2F916727A,0.8857142857142857,STR-D8497B8DD5B2F916727A,0.1159420289855072,0,,1.0,2,0,0.2685459733159621,2.191526060122106,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
