PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,GENE_SYMBOL,siRNA_ID,ZScoreRepA,ZScoreRepB,ZScoreRepC,ZScoreRepD,PUBCHEM_NCBI_GENE_ID
RESULT_TYPE,,,,,,,,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,TARGET_NCBI_GENE_ID
RESULT_DESCR,,,,,,,,Gene Symbol,Reagent Identifier,EdUZscore,EdUZscore,EdUZscore,EdUZscore,
1169,164222826,,,Active,,,,SPDYA,SI04145253,0.0961606,0.579773,-0.805489,-2.05807,245711
1170,164222827,,,Inactive,,,,SPDYA,SI04176389,0.399716,1.08278,0.131977,2.68102,245711
1171,164222828,,,Active,,,,SPHAR,SI04304706,-0.808914,1.80402,-4.4501,0.5217,10638
1172,164222829,,,Inactive,,,,SPHAR,SI04202954,0.186604,2.81393,-0.307382,1.57477,10638
1173,164222830,,,Inactive,,,,SSBP1,SI02654274,0.21078,-0.156884,-1.60978,-0.449493,6742
1174,164222831,,,Inactive,,,,SSBP1,SI02653126,0.289285,0.232844,0.48008,-0.310565,6742
1175,164222832,,,Inactive,,,,SSRP1,SI04183326,-0.321361,1.05424,-0.825329,0.64206,6749
1176,164222833,,,Inactive,,,,SSRP1,SI00733803,-0.0125003,3.67663,0.00399423,1.04501,6749
1177,164222834,,,Inactive,,,,STAG1,SI00082005,-1.54022,0.503437,-0.514328,0.322583,10274
1178,164222835,,,Inactive,,,,STAG1,SI00081991,-1.23801,0.908116,0.153449,1.08538,10274
1179,164222836,,,Active,,,,STAG2,SI04169494,-2.252,-3.58681,-1.38318,-0.637615,10735
1180,164222837,,,Inactive,,,,STAG2,SI04186056,-0.861706,1.26384,-1.29944,-0.493067,10735
1181,164222838,,,Active,,,,STAG3,SI03225082,-1.08492,-1.96971,-2.24264,-0.77894,10734
1182,164222839,,,Inactive,,,,STAG3,SI04349422,-0.804194,1.27294,-0.984473,0.277953,10734
1183,164222840,,,Inactive,,,,SUMO1,SI00051121,-1.59021,-1.78147,-0.908191,-0.809845,7341
1184,164222841,,,Inactive,,,,SUMO1,SI00051114,-0.578215,-1.01904,0.570026,-0.77608,7341
1185,164222842,,,Inactive,,,,SUMO2,SI00093457,0.64584,-0.510148,-0.669231,-1.04786,6613
1186,164222843,,,Inactive,,,,SUMO2,SI00093450,0.844052,1.63012,-0.581407,1.04975,6613
1187,164222844,,,Inactive,,,,SUMO3,SI00093422,0.144401,-1.9174,-0.921057,0.078485,6612
1188,164222845,,,Inactive,,,,SUMO3,SI00093429,0.791988,4.2693,-0.832523,0.9263,6612
1189,164222846,,,Inactive,,,,SUMO4,SI00736435,-0.511347,0.117149,-0.741941,-0.737317,387082
1190,164222847,,,Inactive,,,,SUMO4,SI00736442,-0.301118,1.28693,-0.226818,-0.530317,387082
1191,164222848,,,Active,,,,SUPT16H,SI00095270,-1.32969,-2.24996,-0.518975,-0.131593,11198
1192,164222849,,,Inactive,,,,SUPT16H,SI00095277,1.72624,-0.624843,-0.321277,0.565701,11198
1193,164222850,,,Inactive,,,,SUV39H1,SI00048664,-1.62967,-0.519237,-1.71803,-0.851141,6839
1194,164222851,,,Inactive,,,,SUV39H1,SI02665019,-0.793806,0.725041,-0.833889,0.111416,6839
1195,164222852,,,Active,,,,SUV39H2,SI02665033,-1.14973,-0.653287,-2.95396,-0.712515,79723
1196,164222853,,,Inactive,,,,SUV39H2,SI02665026,-0.298744,1.27638,-0.15418,0.672739,79723
1197,164222854,,,Active,,,,SUV420H1,SI00119091,-4.04482,-1.16091,-1.96406,-0.596961,51111
1198,164222855,,,Inactive,,,,SUV420H1,SI00119084,-0.081301,0.0913531,-1.42651,-0.0201571,51111
1199,164222856,,,Inactive,,,,SUV420H2,SI00144060,-1.71942,-1.83672,-1.2645,-1.02335,84787
1200,164222857,,,Inactive,,,,SUV420H2,SI03065503,-1.15452,2.05871,0.559241,-0.800735,84787
1201,164222858,,,Inactive,,,,TAF6L,SI00738976,-1.69658,-1.06509,-0.533166,-1.10668,10629
1202,164222859,,,Inactive,,,,TAF6L,SI00738962,-0.0947673,2.80608,1.1162,0.039893,10629
1203,164222860,,,Active,,,,TCF7L1,SI00140406,-3.63305,-0.607594,-0.826876,-1.70326,83439
1204,164222861,,,Inactive,,,,TCF7L1,SI00140399,0.822491,2.9792,0.357664,1.27768,83439
1205,164222862,,,Active,,,,TDG,SI02665040,-2.43586,-0.89727,-0.172252,-0.824726,6996
1206,164222863,,,Inactive,,,,TDG,SI02665047,1.18085,3.5987,0.711899,-0.0740062,6996
1207,164222864,,,Active,,,,TDP1,SI02778139,-2.87514,-0.231673,-5.82296,-1.20923,55775
1208,164222865,,,Inactive,,,,TDP1,SI00121380,0.171359,0.795634,-0.768302,1.28008,55775
1209,164222866,,,Active,,,,TEP1,SI04254411,-2.33065,-3.39013,-1.58777,-0.836812,7011
1210,164222867,,,Inactive,,,,TEP1,SI03213945,-1.0892,1.3755,-0.881473,1.93967,7011
1211,164222868,,,Active,,,,TERF1,SI03019674,-2.60189,-2.75437,-1.23033,0.129757,7013
1212,164222869,,,Inactive,,,,TERF1,SI03019723,0.754157,0.524187,-0.826771,1.22805,7013
1213,164222870,,,Active,,,,TERF2,SI04238507,-2.15949,-2.90701,-1.33342,-2.28711,7014
1214,164222871,,,Inactive,,,,TERF2,SI00742637,0.497299,-0.330001,-0.651339,-0.0542466,7014
1215,164222872,,,Active,,,,TERF2IP,SI03246691,-3.10651,-1.19667,-1.68453,-0.543121,54386
1216,164222873,,,Active,,,,TERF2IP,SI03247027,-2.98283,4.39566,-1.46647,0.648424,54386
1217,164222874,,,Active,,,,TERT,SI00049210,-0.692366,-4.82828,-2.44828,-0.492823,7015
1218,164222875,,,Inactive,,,,TERT,SI00049203,0.795102,2.51506,-0.226494,0.26809,7015
1219,164222876,,,Inactive,,,,TFAM,SI00049007,-0.178167,0.134544,-0.365868,-0.144947,7019
1220,164222877,,,Inactive,,,,TFAM,SI00049021,1.45654,1.87213,0.464201,0.867083,7019
1221,164222878,,,Inactive,,,,TFAP2B,SI00049259,-0.742399,-0.863205,-0.781314,1.05659,7021
1222,164222879,,,Inactive,,,,TFAP2B,SI00049266,0.323545,3.3352,-0.138857,1.79343,7021
1223,164222880,,,Inactive,,,,TIMELESS,SI04140297,-0.388146,-0.248772,-1.09048,-0.111163,8914
1224,164222881,,,Inactive,,,,TIMELESS,SI00745017,-0.0693709,2.68382,0.190916,-0.00676281,8914
1225,164222882,,,Active,,,,TINF2,SI04171566,0.669161,-3.98397,-3.41516,-0.642709,26277
1226,164222883,,,Inactive,,,,TINF2,SI03649023,1.08279,1.83314,0.298441,0.510238,26277
1227,164222884,,,Inactive,,,,TIPIN,SI02777922,0.120305,-0.410107,-1.43898,-0.581847,54962
1228,164222885,,,Inactive,,,,TIPIN,SI02777915,0.915679,4.94932,-0.929333,-0.281738,54962
1229,164222886,,,Inactive,,,,TK1,SI02223193,-1.08178,-1.12208,-1.27012,-1.74659,7083
1230,164222887,,,Inactive,,,,TK1,SI02223200,2.78011,1.60913,-0.133874,1.08261,7083
1231,164222888,,,Inactive,,,,TK2,SI02223648,-1.2846,-0.613779,-1.73511,-0.079187,7084
1232,164222889,,,Inactive,,,,TK2,SI02223641,-1.16394,1.21978,-0.190954,0.965482,7084
1233,164222890,,,Active,,,,TLK1,SI02224348,-1.73206,-1.85772,-2.58295,-0.621427,9874
1234,164222891,,,Inactive,,,,TLK1,SI02224355,-1.07255,0.738809,-0.197091,-0.378836,9874
1235,164222892,,,Inactive,,,,TMEM189-UBE2V1,SI04205488,-0.135134,-0.708941,-1.75653,0.825707,387522
1236,164222893,,,Inactive,,,,TMEM189-UBE2V1,SI04276573,0.0530411,1.60018,0.699882,2.43543,387522
1237,164222894,,,Active,,,,TNFAIP1,SI00129577,-0.222694,-2.27221,-2.37963,-0.287849,7126
1238,164222895,,,Inactive,,,,TNFAIP1,SI00129584,-0.00779776,2.86432,-0.463498,1.21323,7126
1239,164222896,,,Active,,,,TNKS,SI04187218,-1.85797,0.299012,-2.01614,-2.5524,8658
1240,164222897,,,Inactive,,,,TNKS,SI00748832,-0.741221,0.877761,-0.346137,0.677478,8658
1241,164222898,,,Inactive,,,,TNKS1BP1,SI04192769,-1.41639,-1.37554,-1.69467,-1.73645,85456
1242,164222899,,,Inactive,,,,TNKS1BP1,SI00748853,-1.05802,1.57154,-0.753512,-0.408801,85456
1243,164222900,,,Active,,,,TNKS2,SI04134053,-1.68641,-3.90641,-1.02718,-0.596109,80351
1244,164222901,,,Inactive,,,,TNKS2,SI03215450,-0.666565,1.30283,1.34372,0.460679,80351
1245,164222902,,,Active,,,,TNP1,SI00749126,-4.32013,-0.973636,-0.204393,-1.99386,7141
1246,164222903,,,Inactive,,,,TNP1,SI00749119,-0.2872,-0.24448,1.14509,-0.277735,7141
1247,164222904,,,Active,,,,TOP1,SI02662366,-0.851499,-8.44977,-1.11266,-0.952695,7150
1248,164222905,,,Inactive,,,,TOP1,SI02662933,-0.781401,-0.891912,-0.396952,0.133669,7150
1249,164222906,,,Inactive,,,,TOP1MT,SI00147469,-0.991587,0.0529297,-0.934794,0.338559,116447
1250,164222907,,,Inactive,,,,TOP1MT,SI00147462,-0.277538,0.353753,1.23292,0.445971,116447
1251,164222908,,,Inactive,,,,TOP2B,SI02780736,-0.897709,-0.52004,-1.87575,0.137148,7155
1252,164222909,,,Inactive,,,,TOP2B,SI02781135,0.00968126,2.62219,-0.582164,0.145904,7155
1253,164222910,,,Active,,,,TOP3A,SI00066059,-2.04247,-0.403186,-1.65211,-0.229634,7156
1254,164222911,,,Inactive,,,,TOP3A,SI00066045,1.52495,3.37099,0.760815,0.325642,7156
1255,164222912,,,Inactive,,,,TOP3B,SI03246831,-1.11073,0.455292,0.0632698,-1.26027,8940
1256,164222913,,,Inactive,,,,TOP3B,SI00749525,-0.109022,0.742983,0.200129,-1.00654,8940
1257,164222914,,,Active,,,,TOPBP1,SI04267767,-0.271185,-2.91688,-1.5631,0.754869,11073
1258,164222915,,,Inactive,,,,TOPBP1,SI00749553,-0.0303942,-0.825339,0.0342711,0.804671,11073
1259,164222916,,,Active,,,,TOPORS,SI00081368,-1.02274,0.747977,-3.20527,-0.0568284,10210
1260,164222917,,,Inactive,,,,TOPORS,SI00081375,-0.342932,3.29925,0.280908,-0.0366549,10210
1261,164222918,,,Inactive,,,,TP53,SI04384079,0.220143,-0.844976,-0.329481,-1.96569,7157
1262,164222919,,,Inactive,,,,TP53,SI02655170,2.24958,1.34947,0.898687,-0.818816,7157
1263,164222920,,,Inactive,,,,TP53BP1,SI02663731,-1.61003,-0.939893,-0.277631,0.787323,7158
1264,164222921,,,Inactive,,,,TP53BP1,SI02653168,-0.795225,0.548065,0.511899,0.945887,7158
1265,164222922,,,Inactive,,,,TP73,SI00076986,0.465352,-1.7776,-1.29178,-0.604257,7161
1266,164222923,,,Inactive,,,,TP73,SI00076979,2.96014,-0.629009,-0.615011,0.141831,7161
1267,164222924,,,Active,,,,TREX1,SI04745804,-0.655151,-1.93491,-3.40007,-1.36494,11277
1268,164222925,,,Inactive,,,,TREX1,SI00115822,0.176052,-1.09416,-1.43879,0.595316,11277
1269,164222926,,,Active,,,,TREX2,SI02816457,0.235034,-2.6563,-5.59194,-1.17202,11219
1270,164222927,,,Inactive,,,,TREX2,SI02816464,0.632562,-0.353595,-0.75161,-0.956351,11219
1271,164222928,,,Active,,,,TRIAP1,SI04194939,-1.34112,-3.60977,-0.32352,-0.691662,51499
1272,164222929,,,Inactive,,,,TRIAP1,SI04235035,-0.974316,0.418267,1.68305,-0.29303,51499
1273,164222930,,,Inactive,,,,TRIM2,SI04181611,-0.979878,-1.61296,-1.08303,-1.88829,23321
1274,164222931,,,Inactive,,,,TRIM2,SI04165602,0.10067,-0.77132,1.13679,-0.0442208,23321
1275,164222932,,,Active,,,,TRIM28,SI00750750,0.593317,-5.07137,-0.936832,-1.66835,10155
1276,164222933,,,Inactive,,,,TRIM28,SI00750757,1.70813,-1.03963,0.502332,-0.212622,10155
1277,164222934,,,Inactive,,,,TRIM32,SI04173764,-0.744038,-1.25775,-1.05904,0.0654797,22954
1278,164222935,,,Inactive,,,,TRIM32,SI03216213,0.147323,3.68461,-1.03234,0.494355,22954
1279,164222936,,,Inactive,,,,TSPYL2,SI00132608,-0.750839,1.8047,-1.09892,0.360081,64061
1280,164222937,,,Inactive,,,,TSPYL2,SI00132601,1.34022,2.60112,-0.770635,0.867242,64061
1281,164222938,,,Inactive,,,,TXNDC1,SI03093657,0.613383,0.00647784,-1.71539,-0.984265,81542
1282,164222939,,,Inactive,,,,TXNDC1,SI00139048,1.03118,1.09303,-1.49327,0.854224,81542
1283,164222940,,,Active,,,,TYMP,SI00030485,-1.47077,-0.288194,-3.56526,-0.0511568,1890
1284,164222941,,,Inactive,,,,TYMP,SI00030478,-0.427878,3.23364,-1.96337,0.358161,1890
1285,164222942,,,Active,,,,TYMS,SI00021609,-2.46046,-1.64055,-2.87082,0.713742,7298
1286,164222943,,,Inactive,,,,TYMS,SI02780757,1.30435,0.801813,-0.64787,1.09685,7298
1287,164222944,,,Active,,,,UBA1,SI00754306,-2.86647,-2.28349,-2.34689,-0.674637,7317
1288,164222945,,,Inactive,,,,UBA1,SI03239096,0.135922,-0.434003,-0.400471,2.38999,7317
1289,164222946,,,Active,,,,UBAP2L,SI00108430,-0.662578,-0.507303,-4.04466,0.319608,9898
1290,164222947,,,Inactive,,,,UBAP2L,SI00108423,0.379003,0.545576,0.214588,0.620375,9898
1291,164222948,,,Active,,,,UBE2A,SI00050988,-0.652379,-2.7905,-2.39875,-1.10399,7319
1292,164222949,,,Inactive,,,,UBE2A,SI02663745,0.545847,0.321596,-0.957291,-0.258043,7319
1293,164222950,,,Inactive,,,,UBE2B,SI02630922,-0.815102,0.617527,-0.441588,-0.215773,7320
1294,164222951,,,Inactive,,,,UBE2B,SI00051002,-0.234351,3.55107,-0.291438,0.280038,7320
1295,164222952,,,Active,,,,UBE2I,SI00754551,-0.213183,-0.544346,-3.1335,-3.28528,7329
1296,164222953,,,Inactive,,,,UBE2I,SI03156699,-0.0130596,0.36698,0.370299,-0.0377867,7329
1297,164222954,,,Active,,,,UBE2N,SI03032176,-2.16803,2.20222,-2.67654,0.126493,7334
1298,164222955,,,Inactive,,,,UBE2N,SI00051058,-0.033715,3.35859,1.41177,0.468202,7334
