PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,GENE_SYMBOL,siRNA_ID,ZScoreRepA,ZScoreRepB,ZScoreRepC,ZScoreRepD,PUBCHEM_NCBI_GENE_ID
RESULT_TYPE,,,,,,,,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,TARGET_NCBI_GENE_ID
RESULT_DESCR,,,,,,,,Gene Symbol,Reagent Identifier,EdUZscore,EdUZscore,EdUZscore,EdUZscore,
395,164222052,,,Active,,,,HDAC3,SI00057323,-2.53519,0.598118,-1.3383,0.225462,8841
396,164222053,,,Inactive,,,,HDAC3,SI00057316,-0.0203172,3.57473,-0.570243,1.75805,8841
397,164222054,,,Inactive,,,,HDAC4,SI00083958,-0.595326,-0.944013,-1.74316,0.97379,9759
398,164222055,,,Inactive,,,,HDAC4,SI00083951,-0.21676,0.434716,-0.495156,1.68903,9759
399,164222056,,,Active,,,,HDAC5,SI00077714,-1.25405,-4.15043,-1.35598,-1.61511,10014
400,164222057,,,Inactive,,,,HDAC5,SI00077735,0.68542,0.632703,-1.27233,1.70644,10014
401,164222058,,,Inactive,,,,HDAC6,SI02757769,-0.0961423,-1.96267,-0.577942,-0.752343,10013
402,164222059,,,Inactive,,,,HDAC6,SI02663808,0.328486,2.85991,-0.359505,1.17603,10013
403,164222060,,,Inactive,,,,HDAC7,SI02777719,0.397001,-1.0354,-0.639363,-0.475198,51564
404,164222061,,,Inactive,,,,HDAC7,SI02777726,1.03874,0.51701,0.23994,-0.450822,51564
405,164222062,,,Inactive,,,,HDAC8,SI00122080,-0.442239,0.737113,-1.02954,-0.205407,55869
406,164222063,,,Inactive,,,,HDAC8,SI00122066,0.0317114,1.62542,1.55619,0.504967,55869
407,164222064,,,Active,,,,HDAC9,SI00148372,-1.06011,-5.83252,-1.91273,-2.74134,9734
408,164222065,,,Inactive,,,,HDAC9,SI00148386,-0.823561,1.0714,-0.248848,-0.12134,9734
409,164222066,,,Inactive,,,,HELLS,SI03152541,-1.59729,-1.22492,-1.44364,-1.27059,3070
410,164222067,,,Inactive,,,,HELLS,SI03222821,0.406529,-0.424042,-0.709189,-0.801235,3070
411,164222068,,,Active,,,,HELZ,SI03123596,-0.740847,-0.0485218,-3.70145,-0.858661,9931
412,164222069,,,Active,,,,HELZ,SI04202695,0.662124,0.0953515,-2.69304,0.194959,9931
413,164222070,,,Active,,,,HIRA,SI04337067,-1.02626,-2.3799,-2.89096,-1.83706,7290
414,164222071,,,Inactive,,,,HIRA,SI04196584,-0.250627,2.77834,-0.653808,0.261261,7290
415,164222072,,,Inactive,,,,HIRIP3,SI04283517,-0.452657,-0.0728116,-1.73374,-0.239153,8479
416,164222073,,,Inactive,,,,HIRIP3,SI04318741,2.31282,-0.0334908,0.978391,-0.140078,8479
417,164222074,,,Active,,,,HIST1H1B,SI00436695,0.116723,-0.657053,-2.28825,-1.99867,3009
418,164222075,,,Inactive,,,,HIST1H1B,SI00436688,0.336919,-0.631141,-0.889068,0.642332,3009
419,164222076,,,Inactive,,,,HIST1H1C,SI00436737,-0.0460432,-0.038978,-0.403201,-1.72556,3006
420,164222077,,,Inactive,,,,HIST1H1C,SI04165000,0.220607,0.949556,-0.252869,-1.02399,3006
421,164222078,,,Active,,,,HIST1H1D,SI04158567,0.0430994,1.88738,-2.49253,0.22989,3007
422,164222079,,,Inactive,,,,HIST1H1D,SI04135376,0.937948,3.16248,0.19743,1.75818,3007
423,164222080,,,Active,,,,HIST1H1E,SI04148746,-1.72083,-4.37509,-3.01852,-0.54122,3008
424,164222081,,,Inactive,,,,HIST1H1E,SI00436786,-0.879614,1.29134,0.517538,0.00203451,3008
425,164222082,,,Inactive,,,,HIST1H2AB,SI04148333,-1.62433,-1.17005,-0.718975,-1.61885,8335
426,164222083,,,Inactive,,,,HIST1H2AB,SI04218767,0.839231,0.652552,-0.115604,1.87565,8335
427,164222084,,,Active,,,,HIST1H2AC,SI00436898,-0.833001,-2.97181,-0.7412,0.582745,8334
428,164222085,,,Inactive,,,,HIST1H2AC,SI00436884,0.14764,1.08575,0.32301,2.03475,8334
429,164222086,,,Inactive,,,,HIST1H2AD,SI03140991,-0.118605,0.49285,-1.45813,-0.196861,3013
430,164222087,,,Inactive,,,,HIST1H2AD,SI00436933,0.331522,0.645208,-0.670675,0.987164,3013
431,164222088,,,Active,,,,HIST1H2AE,SI00436954,-1.60486,-0.272436,-2.78658,-1.90572,3012
432,164222089,,,Inactive,,,,HIST1H2AE,SI04169466,-0.864992,1.68577,0.0326418,0.799034,3012
433,164222090,,,Inactive,,,,HIST1H2AJ,SI04264911,-1.68252,-0.792327,-1.40455,-0.13434,8331
434,164222091,,,Inactive,,,,HIST1H2AJ,SI04160611,-0.863289,2.373,-0.554885,0.307212,8331
435,164222092,,,Active,,,,HIST1H2BB,SI00437206,-2.06429,-1.31261,-1.50494,-1.92632,3018
436,164222093,,,Inactive,,,,HIST1H2BB,SI00437199,1.25884,0.83595,-1.06443,0.452302,3018
437,164222094,,,Active,,,,HIST1H2BC,SI04370471,-1.72157,0.516852,-2.2258,-0.288664,8347
438,164222095,,,Inactive,,,,HIST1H2BC,SI03147900,-0.12884,1.68792,-0.933473,0.791073,8347
439,164222096,,,Inactive,,,,HIST1H2BE,SI00437297,-0.360763,-1.07717,-1.63682,-0.664662,8344
440,164222097,,,Inactive,,,,HIST1H2BE,SI04372459,0.474237,3.83705,-0.443984,1.19934,8344
441,164222098,,,Active,,,,HIST1H2BF,SI03154683,-2.45261,-0.142898,-1.21411,-0.235063,8343
442,164222099,,,Inactive,,,,HIST1H2BF,SI03211901,0.526275,0.206571,-0.728135,-0.0744866,8343
443,164222100,,,Inactive,,,,HIST1H2BG,SI00437339,-0.702161,0.712813,-0.826022,-0.701222,8339
444,164222101,,,Inactive,,,,HIST1H2BG,SI04372347,-0.166137,1.158,1.12595,0.0822909,8339
445,164222102,,,Active,,,,HIST1H2BH,SI00437367,-3.14826,-3.35384,-1.06,-1.82643,8345
446,164222103,,,Inactive,,,,HIST1H2BH,SI00437360,-0.853219,-0.204407,0.436576,-1.37453,8345
447,164222104,,,Inactive,,,,HIST1H2BI,SI00437388,0.480631,-1.98459,-1.45068,-0.0723951,8346
448,164222105,,,Inactive,,,,HIST1H2BI,SI00437395,1.82242,-1.33819,0.267049,1.01,8346
449,164222106,,,Inactive,,,,HIST1H2BJ,SI00437416,0.317889,-0.503038,-0.853335,0.323466,8970
450,164222107,,,Inactive,,,,HIST1H2BJ,SI04357255,0.385209,0.629623,1.21647,1.6828,8970
451,164222108,,,Inactive,,,,HIST1H2BK,SI04343479,-1.08203,-1.65675,-0.271775,1.01621,85236
452,164222109,,,Inactive,,,,HIST1H2BK,SI04182157,0.342819,1.0199,0.562693,1.54582,85236
453,164222110,,,Active,,,,HIST1H2BL,SI00437472,-2.07067,-1.24564,-2.82994,-1.65723,8340
454,164222111,,,Inactive,,,,HIST1H2BL,SI00437479,-0.574468,1.56646,-0.827974,-1.02668,8340
455,164222112,,,Active,,,,HIST1H2BM,SI00437500,-0.985891,-4.12002,-1.06546,-1.48732,8342
456,164222113,,,Inactive,,,,HIST1H2BM,SI00437514,-0.238491,1.7152,-0.512775,-0.759812,8342
457,164222114,,,Inactive,,,,HIST1H2BN,SI04343801,0.402096,-1.26834,-0.984447,0.103406,8341
458,164222115,,,Inactive,,,,HIST1H2BN,SI00437535,0.479469,0.645025,-0.119539,1.16232,8341
459,164222116,,,Active,,,,HIST1H2BO,SI03091298,0.313292,-3.44692,-1.94895,-2.33743,8348
460,164222117,,,Inactive,,,,HIST1H2BO,SI03084361,0.394421,-1.033,0.273079,-0.269561,8348
461,164222118,,,Active,,,,HIST1H4A,SI00437864,-2.29579,-7.07454,-1.00768,-2.07949,8359
462,164222119,,,Inactive,,,,HIST1H4A,SI00437871,1.07739,-1.7001,-0.819716,0.467127,8359
463,164222120,,,Inactive,,,,HIST1H4B,SI03214365,-0.598419,-0.990228,-0.662504,0.0269607,8366
464,164222121,,,Inactive,,,,HIST1H4B,SI04318013,2.23312,-0.954511,0.324015,1.25943,8366
465,164222122,,,Inactive,,,,HIST1H4C,SI00437920,-0.48374,0.0221776,-0.693861,-1.95622,8364
466,164222123,,,Inactive,,,,HIST1H4C,SI00437927,-0.31024,3.31308,0.0326338,-0.151263,8364
467,164222124,,,Inactive,,,,HIST1H4D,SI00437955,0.535417,-1.21876,-0.504575,-1.01061,8360
468,164222125,,,Inactive,,,,HIST1H4D,SI00437948,1.66163,2.06803,1.65782,1.34447,8360
469,164222126,,,Inactive,,,,HIST1H4E,SI00437976,-1.06354,0.310967,-1.61092,-0.217184,8367
470,164222127,,,Inactive,,,,HIST1H4E,SI04237632,-0.0501877,0.516828,-0.24611,0.181696,8367
471,164222128,,,Inactive,,,,HIST1H4F,SI04159995,-0.727992,-0.229302,-1.47573,-0.131111,8361
472,164222129,,,Inactive,,,,HIST1H4F,SI00438018,0.710983,4.65401,-0.0490753,1.29755,8361
473,164222130,,,Inactive,,,,HIST1H4H,SI00438067,-1.73266,-0.450655,-0.488606,-0.712569,8365
474,164222131,,,Inactive,,,,HIST1H4H,SI00438060,0.396876,3.03411,0.409933,2.55569,8365
475,164222132,,,Inactive,,,,HIST1H4I,SI00438102,-0.876169,-1.67263,-0.5672,-0.442099,8294
476,164222133,,,Inactive,,,,HIST1H4I,SI00438109,0.851385,0.248773,-0.167997,0.657049,8294
477,164222134,,,Inactive,,,,HIST1H4J,SI00438123,-0.986327,0.0657415,-1.05043,0.262493,8363
478,164222135,,,Inactive,,,,HIST1H4J,SI00438116,0.966081,3.03723,0.768602,0.95632,8363
479,164222136,,,Inactive,,,,HIST1H4K,SI00438151,0.00936713,1.22169,-1.10749,-0.23872,8362
480,164222137,,,Inactive,,,,HIST1H4K,SI00438158,1.08156,2.53621,-0.211446,-0.0642624,8362
481,164222138,,,Active,,,,HIST1H4L,SI00438172,-2.55287,-8.27847,-0.691601,-1.05239,8368
482,164222139,,,Inactive,,,,HIST1H4L,SI00438179,-1.56881,0.650174,-0.175454,1.28636,8368
483,164222140,,,Active,,,,HIST2H2AC,SI04242476,-1.04654,-0.86691,-3.30183,-0.936564,8338
484,164222141,,,Inactive,,,,HIST2H2AC,SI00438270,-0.000374664,-0.813213,-0.850777,-0.12963,8338
485,164222142,,,Inactive,,,,HIST2H2BE,SI00438305,-1.92086,1.78211,0.0942236,-0.209308,8349
486,164222143,,,Inactive,,,,HIST2H2BE,SI00438298,0.676111,1.90201,0.639549,0.684293,8349
487,164222144,,,Active,,,,HIST2H4A,SI00438347,-1.20266,-0.737666,-2.41309,-1.55032,8370
488,164222145,,,Active,,,,HIST2H4A,SI00438361,0.94205,-0.143868,-2.13522,-0.00900267,8370
489,164222146,,,Active,,,,HIST2H4B,SI02824297,-0.919448,-4.0216,-3.02213,1.04648,554313
490,164222147,,,Inactive,,,,HIST2H4B,SI02824304,0.232043,-1.76196,-1.2073,1.42601,554313
491,164222148,,,Active,,,,HIST3H3,SI00438445,0.860673,-3.36928,-1.36983,-0.894946,8290
492,164222149,,,Inactive,,,,HIST3H3,SI00438424,1.95063,-0.235836,1.65122,0.744956,8290
493,164222150,,,Active,,,,HIST4H4,SI00438459,-0.212839,-1.37397,-0.698428,-2.6427,121504
494,164222151,,,Inactive,,,,HIST4H4,SI04163124,0.6755,0.548364,0.186608,0.81993,121504
495,164222152,,,Active,,,,HLTF,SI02665740,-0.844199,-1.97131,-2.26347,-0.0679598,6596
496,164222153,,,Inactive,,,,HLTF,SI02665733,0.0467811,2.93684,1.19192,0.740467,6596
497,164222154,,,Inactive,,,,HMGA1,SI02662569,-1.83127,-1.43402,-0.330083,-1.45262,3159
498,164222155,,,Inactive,,,,HMGA1,SI02662023,0.651058,4.69415,-0.21062,-0.177522,3159
499,164222156,,,Active,,,,HMGB1,SI02627835,-0.55334,-1.82485,-2.89441,0.0688653,3146
500,164222157,,,Active,,,,HMGB1,SI02627828,1.15919,-0.191868,-2.17548,1.56626,3146
501,164222158,,,Inactive,,,,HMGB2,SI00033033,-1.20686,-1.01223,-0.638523,-0.565259,3148
502,164222159,,,Inactive,,,,HMGB2,SI00033040,0.0343331,1.91152,-0.536851,1.32944,3148
503,164222160,,,Active,,,,HMGN2,SI02652972,-0.672328,-3.93759,-1.05844,-2.3171,3151
504,164222161,,,Active,,,,HMGN2,SI00078260,3.26484,-3.25498,0.381058,-1.0588,3151
505,164222162,,,Active,,,,HMOX1,SI02780995,-1.15048,0.831795,-2.74408,-1.94348,3162
506,164222163,,,Inactive,,,,HMOX1,SI02780533,0.12426,1.03449,-1.04997,0.0529179,3162
507,164222164,,,Active,,,,HTATIP,SI00088053,0.0861901,-2.10924,-0.639436,-1.53225,10524
508,164222165,,,Inactive,,,,HTATIP,SI02780897,1.94548,1.79273,-0.477033,-0.149338,10524
509,164222166,,,Active,,,,HUS1,SI02664837,-1.19049,1.32333,-2.27855,0.33322,3364
510,164222167,,,Inactive,,,,HUS1,SI02633449,0.26083,1.57038,-0.763896,0.81069,3364
511,164222168,,,Active,,,,HUS1B,SI00444731,-1.88157,-1.13882,-3.39269,0.078608,135458
512,164222169,,,Inactive,,,,HUS1B,SI03162194,-0.511014,1.92753,-1.85631,0.93195,135458
513,164222170,,,Inactive,,,,HUWE1,SI00757862,-0.464706,-1.21696,-1.99039,-0.280584,10075
514,164222171,,,Inactive,,,,HUWE1,SI00757855,-0.13985,2.50447,-0.842375,-0.112513,10075
515,164222172,,,Active,,,,ID3,SI00033460,-0.212922,0.354872,-3.28807,-0.0232831,3399
516,164222173,,,Inactive,,,,ID3,SI00033467,-0.0610755,0.984552,-0.851539,0.46262,3399
517,164222174,,,Active,,,,IFI6,SI00423059,-1.35444,-2.07256,-1.04907,-1.64006,2537
518,164222175,,,Inactive,,,,IFI6,SI00423073,-0.166686,0.979025,0.128556,-0.242656,2537
519,164222176,,,Inactive,,,,IGF1,SI02664060,0.318281,-0.49025,-1.12063,-0.575768,3479
520,164222177,,,Inactive,,,,IGF1,SI02664067,0.384097,3.56373,0.494774,1.05892,3479
521,164222178,,,Active,,,,IGHMBP2,SI04217535,-0.926763,-5.2413,-1.27625,-2.74006,3508
522,164222179,,,Active,,,,IGHMBP2,SI03121538,1.24855,-2.7289,-0.778573,0.198289,3508
523,164222180,,,Active,,,,IHPK3,SI02659846,-0.0742642,-0.422598,-3.86454,0.47595,117283
524,164222181,,,Active,,,,IHPK3,SI02659853,3.04966,0.333443,-2.19925,1.36774,117283
525,164222182,,,Inactive,,,,INOC1,SI04289838,-1.08401,-0.692374,-0.825451,-0.887962,54617
526,164222183,,,Inactive,,,,INOC1,SI04246319,0.510433,0.190833,1.16289,-0.106461,54617
527,164222184,,,Inactive,,,,IRGQ,SI00387604,-0.208684,-1.89465,-0.897531,-0.163227,126298
528,164222185,,,Inactive,,,,IRGQ,SI00387597,0.662434,2.54563,0.678737,0.378206,126298
529,164222186,,,Active,,,,JMJD1A,SI00449715,-2.28586,-0.328571,-2.42839,-0.701643,55818
530,164222187,,,Inactive,,,,JMJD1A,SI00449722,0.019165,1.33638,0.0514315,-0.351853,55818
531,164222188,,,Active,,,,JMJD2A,SI00107492,-1.64378,0.50806,-0.80776,-2.0571,9682
532,164222189,,,Inactive,,,,JMJD2A,SI00107485,1.42448,1.60911,-0.456766,0.019914,9682
533,164222190,,,Active,,,,KBTBD10,SI04213454,0.331686,-2.31257,-4.19872,0.131873,10324
534,164222191,,,Inactive,,,,KBTBD10,SI00450625,0.509766,-0.255293,-0.292205,0.990811,10324
535,164222192,,,Active,,,,KBTBD5,SI04144812,-2.07896,-0.664984,-0.762008,-1.48453,131377
536,164222193,,,Inactive,,,,KBTBD5,SI03160031,-0.0793136,0.591197,0.202372,-0.687552,131377
537,164222194,,,Active,,,,KCTD13,SI03216423,0.0590792,-4.35875,-1.47828,-0.252884,253980
538,164222195,,,Inactive,,,,KCTD13,SI00451276,0.077831,1.5105,1.7351,0.647276,253980
539,164222196,,,Inactive,,,,KIN,SI04137966,0.410606,0.197593,-0.955119,-0.868801,22944
540,164222197,,,Inactive,,,,KIN,SI04172973,0.907158,1.43751,-0.0078099,0.877393,22944
541,164222198,,,Inactive,,,,L3MBTL2,SI03156657,-0.182268,0.402597,-1.40794,-1.67847,83746
542,164222199,,,Inactive,,,,L3MBTL2,SI00467544,0.998948,2.31084,1.2951,0.384816,83746
543,164222200,,,Active,,,,LATS1,SI02223662,0.343604,0.439135,-2.06017,0.404837,9113
544,164222201,,,Inactive,,,,LATS1,SI02223655,0.752549,1.15918,-0.689989,1.16044,9113
545,164222202,,,Active,,,,LBA1,SI04654692,-1.11414,-0.121185,-1.26238,-2.96691,9881
546,164222203,,,Inactive,,,,LBA1,SI04289362,-0.0760925,2.17157,-0.729414,-0.391482,9881
547,164222204,,,Inactive,,,,LIG1,SI02757482,-1.14876,-1.96328,-0.545741,-0.245276,3978
548,164222205,,,Inactive,,,,LIG1,SI02663542,1.21938,-1.57439,-0.149805,1.23813,3978
549,164222206,,,Inactive,,,,LIG3,SI02663549,-0.0631179,-0.645304,-1.52467,-0.611143,3980
550,164222207,,,Inactive,,,,LIG3,SI02757489,0.49714,0.132732,0.291777,-0.203522,3980
551,164222208,,,Active,,,,LIG4,SI00036022,-2.5823,0.657254,-2.14321,-0.502451,3981
552,164222209,,,Inactive,,,,LIG4,SI00036043,-0.00368569,0.857224,-0.666073,0.468241,3981
553,164222210,,,Active,,,,LIN9,SI02779539,-0.409096,-2.40851,-1.59369,-0.783964,286826
554,164222211,,,Inactive,,,,LIN9,SI02649003,1.9322,2.75951,-1.14995,0.524472,286826
555,164222212,,,Inactive,,,,LOC389901,SI00528500,-1.49854,-1.62656,-0.506687,0.377725,
556,164222213,,,Inactive,,,,LOC389901,SI00528521,-0.29728,1.4854,0.0167175,1.53943,
557,164222214,,,Active,,,,LOC440577,SI03143189,-2.06067,-0.322854,-1.13334,-0.536535,
558,164222215,,,Inactive,,,,LOC440577,SI03137792,-0.143585,0.14239,0.0143969,0.111403,
559,164222216,,,Inactive,,,,LOC642954,SI03240517,-0.675271,0.253257,-1.09741,-0.575227,
560,164222217,,,Inactive,,,,LOC642954,SI03208457,0.13539,1.03229,-0.274987,2.16378,
561,164222218,,,Active,,,,LOC644992,SI03150966,-0.691291,-0.158256,-3.6967,-0.210358,
562,164222219,,,Inactive,,,,LOC644992,SI03130225,1.04445,0.19314,1.18758,1.31487,
563,164222220,,,Active,,,,LOC646359,SI03127285,-1.71473,-6.33951,-2.2042,-2.06488,
564,164222221,,,Active,,,,LOC646359,SI03139248,-0.342239,-3.96578,-1.20696,1.0949,
565,164222222,,,Inactive,,,,LOC648152,SI03152660,-1.75944,-1.82637,0.200752,-0.218543,
566,164222223,,,Inactive,,,,LOC648152,SI03149692,-0.83869,1.14098,1.6893,-0.155221,
567,164222224,,,Active,,,,LOC648822,SI03132185,-1.55945,-2.33689,-3.22533,-1.91558,
568,164222225,,,Inactive,,,,LOC648822,SI03208982,-0.547009,0.186045,-1.82771,0.960724,
569,164222226,,,Inactive,,,,LOC649445,SI03131555,-0.322079,-0.596603,-1.51266,-1.93498,
570,164222227,,,Inactive,,,,LOC649445,SI03122084,0.231883,0.275636,-0.211385,-1.47805,
571,164222228,,,Inactive,,,,LOC651610,SI03216024,1.00441,-0.764862,-0.562381,0.104204,
572,164222229,,,Inactive,,,,LOC651610,SI03136791,1.55289,1.10782,1.11789,3.26432,
573,164222230,,,Inactive,,,,LOC651921,SI04443719,-1.85258,0.42488,-1.22287,0.0145634,
574,164222231,,,Inactive,,,,LOC651921,SI04425190,-1.19122,2.2273,-0.816753,0.639598,
575,164222232,,,Inactive,,,,LOC652826,SI03160451,0.371642,-0.476904,-0.648504,-0.124078,
576,164222233,,,Inactive,,,,LOC652826,SI04428543,0.57059,0.0593327,0.126526,2.10383,
577,164222234,,,Inactive,,,,LOC653972,SI04752706,-0.472652,1.09113,-0.981909,-0.785465,
578,164222235,,,Inactive,,,,LOC653972,SI03222898,1.65712,1.69559,-0.022081,2.25552,
579,164222236,,,Inactive,,,,LOC727726,SI03495765,-0.900793,-0.496647,-0.916756,0.633525,
580,164222237,,,Inactive,,,,LOC727726,SI03291757,-0.817208,1.77396,0.115143,1.30119,
581,164222238,,,Active,,,,LOC728340,SI04148683,-0.517665,-1.16733,-3.69186,-0.614003,
582,164222239,,,Inactive,,,,LOC728340,SI04274312,0.257527,3.08756,-1.31551,0.614725,
583,164222240,,,Active,,,,LOC728849,SI03520832,0.685004,0.536258,-0.820207,-3.49142,
584,164222241,,,Inactive,,,,LOC728849,SI03520825,2.01609,1.68442,-0.795714,0.637677,
585,164222242,,,Active,,,,LOC729505,SI03279283,-0.381456,0.160811,-2.12484,1.11101,
586,164222243,,,Inactive,,,,LOC729505,SI04753217,0.0197376,0.814084,-0.231748,1.74574,
587,164222244,,,Active,,,,LOC729659,SI03550540,-0.465098,-3.14931,-0.893609,-0.144406,
588,164222245,,,Inactive,,,,LOC729659,SI03280739,0.241466,-1.05285,-0.525032,0.927944,
589,164222246,,,Inactive,,,,LOC729687,SI03255532,-0.905457,0.47717,-0.987986,-0.578098,
590,164222247,,,Inactive,,,,LOC729687,SI03565688,-0.169067,1.53436,-0.0894946,-0.305378,
591,164222248,,,Inactive,,,,LOC730278,SI03280732,-0.19389,0.102773,-1.36688,-1.3284,
592,164222249,,,Inactive,,,,LOC730278,SI03502240,0.635856,1.57652,-0.364041,-1.22471,
593,164222250,,,Inactive,,,,LOC730313,SI03516184,-0.0153954,1.42894,-1.66836,-0.296095,
594,164222251,,,Inactive,,,,LOC730313,SI03283525,0.512163,1.51379,-1.08733,0.259332,
595,164222252,,,Inactive,,,,LOC730323,SI04783233,-0.802823,1.14333,-1.56029,0.69746,
596,164222253,,,Inactive,,,,LOC730323,SI04783240,0.392601,2.86148,-1.03988,2.01992,
597,164222254,,,Active,,,,LOC730324,SI03283532,-2.1648,-0.579509,-0.406609,-0.51574,
598,164222255,,,Inactive,,,,LOC730324,SI03520020,1.32805,0.994787,1.18234,1.31109,
599,164222256,,,Active,,,,LOC730394,SI03668791,-3.09089,-0.172287,-2.71908,-0.357238,
600,164222257,,,Inactive,,,,LOC730394,SI04654923,-1.30998,3.06553,-0.33125,-0.0481944,
601,164222258,,,Active,,,,LOC730429,SI03281999,-0.322795,-0.0664068,-2.46958,-2.89976,
602,164222259,,,Inactive,,,,LOC730429,SI03281306,-0.301365,0.502682,-1.84395,-1.29466,
603,164222260,,,Active,,,,LOC731751,SI03261118,0.0609718,-0.766894,-6.22417,0.0951782,
604,164222261,,,Active,,,,LOC731751,SI03282860,2.16511,0.806112,-3.56632,1.89773,
605,164222262,,,Inactive,,,,LRBA,SI04247845,-0.479915,1.50606,-0.670482,-0.457713,987
606,164222263,,,Inactive,,,,LRBA,SI03190880,0.0925592,2.13909,2.20825,-0.319257,987
607,164222264,,,Inactive,,,,MAP2K6,SI02222997,-0.1924,-1.24015,-0.683736,-1.41926,5608
608,164222265,,,Inactive,,,,MAP2K6,SI02223004,0.176196,0.315082,-0.436448,-0.771204,5608
609,164222266,,,Inactive,,,,MAPK1,SI00605983,-0.731524,-1.66639,0.365164,0.246596,5594
610,164222267,,,Inactive,,,,MAPK1,SI00605990,-0.54021,1.24348,0.442403,2.83733,5594
611,164222268,,,Inactive,,,,MAPK12,SI02223088,-0.797977,-1.24819,-1.2718,-0.731694,6300
612,164222269,,,Inactive,,,,MAPK12,SI02223081,0.694996,-0.252121,-0.723848,-0.489091,6300
613,164222270,,,Inactive,,,,MAX,SI02654869,-1.78879,0.174659,-1.43843,-0.683583,4149
614,164222271,,,Inactive,,,,MAX,SI03118388,0.993359,1.8175,-1.3265,-0.206446,4149
615,164222272,,,Active,,,,MBD1,SI00036939,-0.584987,-3.87333,-4.21812,-2.40796,4152
616,164222273,,,Inactive,,,,MBD1,SI03031602,1.33555,-1.04201,-1.62754,0.205524,4152
617,164222274,,,Active,,,,MBD4,SI00057827,-1.78886,-0.829873,-2.60333,-2.48126,8930
618,164222275,,,Active,,,,MBD4,SI02663780,0.335995,-0.00442253,-2.53823,-1.78951,8930
619,164222276,,,Active,,,,MCM10,SI03141607,-1.36913,0.65769,-2.06947,-0.908237,55388
620,164222277,,,Inactive,,,,MCM10,SI00628992,-0.0829557,1.17652,0.910535,1.31408,55388
621,164222278,,,Active,,,,MCM2,SI00064918,-4.35094,-2.12947,-9.00682,-0.783241,4171
622,164222279,,,Inactive,,,,MCM2,SI02653525,0.482415,0.0732571,-0.495632,-0.440488,4171
623,164222280,,,Active,,,,MCM3,SI02664872,-1.52263,-1.76799,-2.00851,-0.978404,4172
624,164222281,,,Inactive,,,,MCM3,SI02664879,-0.0207525,-1.30412,-1.30628,0.53943,4172
625,164222282,,,Inactive,,,,MCM3AP,SI04142586,-1.90332,2.75329,-1.48991,-0.170824,8888
626,164222283,,,Inactive,,,,MCM3AP,SI04198852,-0.984899,2.7917,-0.989698,0.109897,8888
627,164222284,,,Active,,,,MCM4,SI04311251,-1.38717,-0.992434,-2.20637,-0.655724,4173
628,164222285,,,Inactive,,,,MCM4,SI00300818,0.0654233,1.45961,-1.46603,0.888223,4173
629,164222286,,,Inactive,,,,MCM5,SI04156712,-1.0055,-1.49772,-0.05119,-0.499346,4174
630,164222287,,,Inactive,,,,MCM5,SI04135712,-0.461683,1.02943,0.307775,-0.272963,4174
631,164222288,,,Inactive,,,,MCM6,SI03123771,-0.241003,-0.201223,-1.42824,0.406467,4175
632,164222289,,,Inactive,,,,MCM6,SI00629076,0.758751,0.0175654,-1.08015,0.624256,4175
633,164222290,,,Active,,,,MCM7,SI00629104,-2.98607,0.000806132,-1.30755,-2.65186,4176
634,164222291,,,Inactive,,,,MCM7,SI00629090,-0.213666,0.809533,-0.455794,-0.178417,4176
635,164222292,,,Active,,,,MCM8,SI03143672,-1.50846,-1.16754,-7.88052,-1.48072,84515
636,164222293,,,Active,,,,MCM8,SI03244920,0.548031,1.68433,-2.60475,-1.434,84515
637,164222294,,,Active,,,,MCM9,SI04148039,0.123331,-2.86719,-2.15337,-0.97565,254394
638,164222295,,,Inactive,,,,MCM9,SI04161836,3.44327,-1.95769,0.0596312,1.70321,254394
639,164222296,,,Active,,,,MCPH1,SI04337543,-1.08777,-3.45511,-0.554897,-2.2701,79648
640,164222297,,,Active,,,,MCPH1,SI04188079,1.05355,-2.0008,0.862219,-0.34094,79648
641,164222298,,,Inactive,,,,MDC1,SI04358858,-0.103287,-0.279619,-1.58181,-0.906489,9656
642,164222299,,,Inactive,,,,MDC1,SI04223415,0.871699,1.69526,-0.67411,3.10757,9656
643,164222300,,,Active,,,,MED1,SI00068264,-4.52216,-1.73345,-0.187859,0.271785,5469
644,164222301,,,Inactive,,,,MED1,SI00068278,-0.784218,2.2625,0.0242729,0.313584,5469
645,164222302,,,Active,,,,MEN1,SI00630238,-0.398727,-3.00635,-0.281698,-1.39934,4221
646,164222303,,,Inactive,,,,MEN1,SI00630231,0.355534,1.1362,0.547605,-1.18733,4221
647,164222304,,,Inactive,,,,MGMT,SI00037282,-0.43641,-1.96591,-0.740189,0.191891,4255
648,164222305,,,Inactive,,,,MGMT,SI02781058,0.814843,4.15944,0.510951,0.579251,4255
649,164222306,,,Inactive,,,,MIS12,SI03175564,-1.13876,-0.517995,-0.630792,0.0500506,79003
650,164222307,,,Inactive,,,,MIS12,SI04148410,0.259674,1.73668,-0.104233,0.458931,79003
