PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Total_Fluorescence-Curve_Description,Total_Fluorescence-Fit_LogAC50,Total_Fluorescence-Fit_HillSlope,Total_Fluorescence-Fit_R2,Total_Fluorescence-Fit_InfiniteActivity,Total_Fluorescence-Fit_ZeroActivity,Total_Fluorescence-Fit_CurveClass,Total_Fluorescence-Excluded_Points,Total_Fluorescence-Max_Response,Total_Fluorescence-Activity at 0.0000080105 uM,Total_Fluorescence-Activity at 0.0000240316 uM,Total_Fluorescence-Activity at 0.0000720949 uM,Total_Fluorescence-Activity at 0.0002162846 uM,Total_Fluorescence-Activity at 0.0006488539 uM,Total_Fluorescence-Activity at 0.00195 uM,Total_Fluorescence-Activity at 0.00584 uM,Total_Fluorescence-Activity at 0.011 uM,Total_Fluorescence-Activity at 0.024 uM,Total_Fluorescence-Activity at 0.056 uM,Total_Fluorescence-Activity at 0.112 uM,Total_Fluorescence-Activity at 0.196 uM,Total_Fluorescence-Activity at 0.391 uM,Total_Fluorescence-Activity at 0.783 uM,Total_Fluorescence-Activity at 1.565 uM,Total_Fluorescence-Activity at 3.131 uM,Total_Fluorescence-Activity at 6.261 uM,Total_Fluorescence-Activity at 12.52 uM,Total_Fluorescence-Activity at 25.04 uM,Total_Fluorescence-Activity at 50.09 uM,Total_Fluorescence-Activity at 100.2 uM,Total_Fluorescence-Activity at 181.8 uM,Total_Fluorescence-Activity at 287.5 uM,FP-Curve_Description,FP-Fit_LogAC50,FP-Fit_HillSlope,FP-Fit_R2,FP-Fit_InfiniteActivity,FP-Fit_ZeroActivity,FP-Fit_CurveClass,FP-Excluded_Points,FP-Max_Response,FP-Activity at 0.0000080105 uM,FP-Activity at 0.0000240316 uM,FP-Activity at 0.0000720949 uM,FP-Activity at 0.0002162846 uM,FP-Activity at 0.0006488539 uM,FP-Activity at 0.00195 uM,FP-Activity at 0.00584 uM,FP-Activity at 0.011 uM,FP-Activity at 0.024 uM,FP-Activity at 0.056 uM,FP-Activity at 0.112 uM,FP-Activity at 0.196 uM,FP-Activity at 0.391 uM,FP-Activity at 0.783 uM,FP-Activity at 1.565 uM,FP-Activity at 3.131 uM,FP-Activity at 6.261 uM,FP-Activity at 12.52 uM,FP-Activity at 25.04 uM,FP-Activity at 50.09 uM,FP-Activity at 100.2 uM,FP-Activity at 181.8 uM,FP-Activity at 287.5 uM,Compound QC
275,49646965,1390982,COC1=CC=CC=C1C(=O)NC2=CC=CC=C2SC(=O)C3=CC=CC=C3OC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,17.6866,,,,,,,,,,,,-4.0126,-8.415,-8.1988,-4.4177,-6.2604,-3.8741,-4.9393,-1.4836,-0.6977,-10.088,-3.5928,17.6866,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,15.2721,,,,,,,,,,,,0.1625,4.5491,-0.8936,-1.8684,1.2998,-2.5183,0.2437,-0.6499,-0.4874,0.8123,0.8123,15.2721,QC'd by InterBioScreen
276,49724816,16243383,CN(CCOC1=CC=C(C=C1)Cl)CC(C2=CC=CC=C2)O.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-10.1631,,,,,,,,,,,,2.0551,1.4077,2.769,1.3433,1.951,4.915,2.6074,-0.9194,-3.3411,-2.1988,-6.0016,-10.1631,,,,,,,4,,-7.961,,,,,,,,,,,,-0.9748,-1.6247,-5.1178,-5.2803,-1.381,-0.9748,1.0561,-2.2746,-2.5995,-2.2746,-6.0114,-7.961,QC'd by Enamine
277,47199029,1377190,CC1=C(C=CC(=C1C)OC)CN2CCC(CC2)CC3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,1.9347,,,,,,,,,,-9.1669,-5.4707,-3.6495,-0.5597,-1.6376,-0.265,1.1958,1.7864,0.2761,0.9202,1.8541,1.9347,,,,,,,,,4,,-1.642,,,,,,,,,,-3.6946,0.9031,1.8883,1.2315,-2.0525,-0.3284,-0.1642,-2.4631,-1.3136,-2.381,-0.3284,-1.642,,,QC'd by ChemBridge
278,49674929,2449982,COC1=C(C=C(C=C1)CNC(=O)CCCSC2=CC=CC=C2)C(=O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,0.8973,,,,,,,,,,-2.0596,-0.859,-0.5862,-1.129,0.8123,-0.6384,0.439,-0.4395,0.1138,0.0506,2.8302,0.8973,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-9.2233,,,,,,,,,,5.5825,5.5825,2.4272,6.3107,4.0453,2.6699,5.7443,5.5825,2.7508,3.479,-7.8479,-9.2233,,,QC'd by Enamine
279,49670860,23609658,C1CN(CCC1NC(=O)C2=C(C=CC=C2F)F)C3=NC=CC=N3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,1.931,,,,,,,,,,,,-10.1467,-8.0294,-5.4898,-2.552,-0.4017,-0.1677,-0.2256,-1.9629,-0.3639,1.3586,0.8707,1.931,,,,,,,4,0 0 0 1 0 1 0 0 0 0 0 0,-2.6807,,,,,,,,,,,,5.8489,3.7368,3.818,-0.1625,1.2185,3.6556,-0.1625,-0.7311,-2.437,0.2437,-2.0309,-2.6807,QC'd by Chem Div
280,16952961,2868950,COC1=CC=C(C=C1)C2C3=C(C4=CC=CC=C4OC3=O)C5=C(N2)C=CC6=CC=CC=C65,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-11.1172,,,,,,,,,,0.7517,1.9979,0.8669,1.677,2.8471,1.8325,2.2631,2.4892,1.5244,-2.0819,-5.7858,-11.1172,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-7.6355,,,,,,,,,,-1.5599,1.0673,-0.821,-1.8883,-0.2463,0.0821,-2.0525,1.7241,0.2463,-4.023,-10.3448,-7.6355,,,QC'd by DPISMR
281,49666263,1477595,C1=CC=C(C=C1)S(=O)(=O)C2=NC=C(C=C2)[N+](=O)[O-],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-8.1487,,,,,,,,,,,,1.3329,2.1204,1.6545,0.8061,0.8653,0.95,1.3054,0.3038,-1.5936,-4.6685,-5.0789,-8.1487,,,,,,,4,,0.4874,,,,,,,,,,,,0,2.8432,1.9496,1.1373,-0.3249,3.4119,0.5686,2.2746,0.8123,-1.0561,0.7311,0.4874,QC'd by Key Organics Ltd.
282,17506477,2840039,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)C3=CSC(=N3)NC4=CC=C(C=C4)Br.Br,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0 0 0 0 0 1,-4.7027,,,,,,,,,,,,-5.17,-2.5465,-6.283,-4.9624,-2.8537,-0.5347,-1.7905,-2.4355,0.6974,-0.1044,-2.527,-4.7027,,,,,,,4,,1.4622,,,,,,,,,,,,0.0812,-4.0617,1.0561,5.2803,1.381,-0.4062,0.2437,0.2437,1.2185,-0.8123,-0.0812,1.4622,QC'd by ChemBridge
283,17413678,1153237,CC1=CC2=CC=CC=C2N=C1SCC(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,16.6719,,,,,,,,,,,,-6.9038,-5.1388,-7.1827,-3.8213,-3.4584,-3.6804,-0.6226,1.3677,-0.964,-1.4434,3.4388,16.6719,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,17.7904,,,,,,,,,,,,3.9805,1.5435,3.4931,2.2746,0.6499,-0.1625,-3.2494,0.4062,-2.2746,1.381,8.3672,17.7904,QC'd by DPISMR
284,49644351,2047299,CC1=NC(=C2C3=C(CCCC3)SC2=N1)N4CCN(CC4)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.333,,,,,,,,,,-12.3736,-5.9993,-5.2067,-3.376,-4.3618,-2.0371,-0.0104,-0.2032,-1.3953,-0.5584,-0.3273,-0.333,,,,,,,,,4,0 0 0 1 1 0 0 0 0 0 0 0,-3.5304,,,,,,,,,,1.9704,5.8292,5.2545,-0.0821,6.9787,2.6273,3.5304,3.0378,3.202,3.202,-2.7094,-3.5304,,,QC'd by Asinex Ltd.
285,24827880,1536777,CC1=C(SC2=NC=NC(=C12)NC3CCN(CC3)CC4=CC=CC=C4)C,Active,82,,,Inhibitor,63.0957,104.984,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-18.4267,,,,,,,,,,-5.0434,-4.0945,-3.9316,-3.4536,-0.9443,1.1669,0.7487,1.3939,-1.0969,-3.0956,-9.0548,-18.4267,,,Complete curve; high efficacy,-4.2,1.8851,0.9949,-104.968,0.0163,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-96.6558,,,,,,,,,,,,-4.894,2.7732,3.1811,-0.4078,-0.1631,-0.0816,-4.4861,-9.217,-23.7357,-59.9511,-83.8499,-96.6558,QC'd by Enamine
286,49729113,1428093,COC1=CC(=C(C=C1NC(=O)C2=CC=C(C=C2)Br)OC)NC(=O)C3=CN=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.7083,,,,,,,,,,-10.7478,-8.4464,-8.6093,-6.2008,-3.7272,-2.9973,1.276,-1.4592,-2.3885,0.6092,-0.4426,-0.7083,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0,2.2167,,,,,,,,,,5.5829,4.5977,9.5238,4.9261,5.0903,6.2397,7.7176,6.5681,1.9704,4.3514,-0.4105,2.2167,,,QC'd by Asinex Ltd.
287,49725137,2950980,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC(=CC(=C4O)C(=O)O)S(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-20.8547,,,,,,,,,,,,0.8009,-0.9164,-3.1541,-2.2388,-0.146,-4.6313,-3.7796,-0.3757,-7.8056,-9.6817,-14.2569,-20.8547,,,,,,,4,,-0.8936,,,,,,,,,,,,-0.8123,1.1373,-1.5435,-1.1373,-3.0057,-1.5435,-0.3249,-2.437,-2.8432,-2.9245,0.3249,-0.8936,QC'd by Chem Div
288,49667681,24761188,C1=CC=C2C(=C1)C3=C(O2)C(=NC=N3)NC4=CC=C(C=C4)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 1,-8.536,,,,,,,,,,,,-5.7637,-3.2155,-1.4417,-4.3309,-3.4515,0.1324,-2.9796,0.136,-1.7929,-0.3408,-1.4315,-8.536,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0,-5.4427,,,,,,,,,,,,2.762,-1.2998,1.4622,-3.818,-1.9496,-1.7059,-3.4119,-0.9748,-1.2185,0.4062,-2.6807,-5.4427,QC'd by InterBioScreen
289,49734829,3177533,CC1=CC(=C(C=C1)OC)N(C(C2=CC=C(C=C2)F)C(=O)NC3CCCC3)C(=O)C4=C(C(=NS4)C(=O)N)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-4.6155,,,,,,,,,,,,-12.4259,-8.7022,-8.0505,-5.5708,-5.4026,-5.1065,-3.3581,-2.7739,-2.5974,-2.6404,-5.9877,-4.6155,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,8.3672,,,,,,,,,,,,12.4289,13.9724,9.8294,13.5662,8.6109,9.5045,7.6361,7.3111,3.3306,3.0869,6.3363,8.3672,QC'd by Asinex Ltd.
290,49715713,15998088,C1=CSC(=C1)C2=CC(=NO2)C(=O)NC3=C(C=CC(=C3)Br)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-5.3645,,,,,,,,,,-6.6439,-5.4066,-2.5684,-1.467,-2.0407,0.5934,1.2999,2.0407,0.4902,0.3973,-1.6968,-5.3645,,,,,,,,,4,,3.7767,,,,,,,,,,0.821,3.7767,0.7389,4.2693,-0.6568,-1.0673,-0.9852,1.1494,-1.642,0.0821,3.202,3.7767,,,QC'd by Chem Div
291,49679767,2908193,C1COCCN1CCN2C(C(=C(C2=O)O)C(=O)C3=CC=CS3)C4=CC(=CC=C4)Br,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0,0.9197,,,,,,,,,,,,-3.8747,-2.786,-3.1825,-2.594,-1.2657,-2.0978,0.9393,2.1296,-1.5292,2.0218,3.6997,0.9197,,,,,,,4,,1.2998,,,,,,,,,,,,2.2746,-0.5686,1.2998,-0.8123,0.4874,2.0309,-2.2746,-2.9245,-1.9496,-0.3249,-1.8684,1.2998,QC'd by Chem Div
292,26730055,2826617,CCC1=NN(C2=C(C(=O)C2=O)N(N1)C)C,Inconclusive,10,,,Fluorescent,223.872,47.1233,,Single point of activity,-3.65,2.2526,0.8964,46.2012,-0.9221,3,0 0 0 0 0 0 0 0 0 0 0 0,36.9619,,,,,,,,,,,,-0.8427,0.2392,0.38,-0.2317,0.6856,-1.1851,1.3816,0.0065,-0.8136,-0.7629,4.9921,36.9619,Partial curve; partial efficacy,-3.6,1.8851,0.9792,-100,-0.8458,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-61.4192,,,,,,,,,,,,0.7341,-0.9788,-3.0179,-0.7341,0.4078,2.0392,-5.4649,-1.4682,-4.4046,-6.3622,-24.4698,-61.4192,QC'd by null
293,17401702,1964957,C1=CC=C(C=C1)CSC2=CC=CC=C2C3=NN=C(S3)NC(=O)NC4=CC=CC=C4F,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-1.1076,,,,,,,,,,-4.5593,-4.4113,-3.4696,-1.0536,-0.4453,-0.5566,1.0597,1.2599,-0.0668,0.05,0.9187,-1.1076,,,,,,,,,4,,-5.5829,,,,,,,,,,0.821,-5.1724,-0.9852,-2.7094,-1.3957,1.2315,-1.8883,0.3284,-0.2463,0,1.1494,-5.5829,,,QC'd by DPISMR
294,50125883,3769,C1=CN=CC=C1C(=O)NNCS(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,2.6085,,,,,,,,,,-3.2661,-6.2051,-6.0904,-2.5126,-0.2459,0.2432,0.5608,-0.4595,2.2375,1.2855,1.4174,2.6085,,,,,,,,,4,,-5.2589,,,,,,,,,,-4.2071,0.4045,-1.1327,-2.2654,-1.2136,-1.3754,-3.0744,-4.3689,-3.8835,-0.6472,-4.2071,-5.2589,,,QC'd by NCI
295,24787762,1306540,CCC(=O)NC(=S)NC1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 0,-0.9321,,,,,,,,,,3.4018,3.8577,3.4392,4.103,4.9765,3.8717,1.6866,4.0107,4.2546,3.262,0.4763,-0.9321,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-10.5911,,,,,,,,,,-3.6946,-1.5599,-6.5681,-5.5008,-4.5977,-2.0525,-2.5452,-1.3957,-4.1051,-3.3662,-13.6289,-10.5911,,,QC'd by ChemBridge
296,26658300,16240808,C1COCCN1C2=C(C=C(C=C2)N3CC4=CC=CC=C4C3=N)S(=O)(=O)NC5=CC=C(C=C5)Cl.Br,Active,42,,,Inhibitor,70.9627,102.79,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-27.8938,,,,,,,,,,4.8845,0.8428,-1.5869,2.9882,2.9408,3.1588,3.476,2.3037,0.7379,0.6588,-6.504,-27.8938,,,Partial curve; high efficacy,-4.149,3.6772,0.9968,-106.606,-3.8155,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-91.5858,,,,,,,,,,-1.699,-3.1553,-5.2589,-1.0518,-5.178,-5.0162,-2.4272,-3.8835,-3.8026,-9.3042,-35.7605,-91.5858,,,QC'd by null
297,24829164,3584173,CC1=CC(=C(N1C2CC2)C)C(=O)NP(=O)(N3CCOCC3)N4CCOCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.1898,,,,,,,,,,2.2583,0.4275,0.8714,0.0389,1.7979,2.4821,1.724,2.6387,0.6486,1.0314,0.4888,-2.1898,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-16.0194,,,,,,,,,,1.0518,0.4045,-2.1845,-0.1618,-0.3236,3.479,0.5663,0.0809,-0.8091,2.5081,-13.1068,-16.0194,,,QC'd by Enamine
298,49673496,16244947,CCC[N+]1=C2C=CC=CC2=CC3=CC=CC=C31.[I-],Active,42,,,Inhibitor,63.2456,141.568,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-9.3519,,,,,,,,,,-2.0234,-1.3121,-0.7134,-2.9249,-1.3207,-0.6705,0.6128,0.7585,-0.8777,-1.2025,-10.9317,-9.3519,,,Partial curve; high efficacy,-4.199,2.8473,0.9989,-137.332,4.2356,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-115.599,,,,,,,,,,4.1872,2.381,3.3662,3.2841,2.9557,4.023,5.4187,4.844,4.6798,-8.7028,-56.5681,-115.599,,,QC'd by Enamine
299,22412743,15945634,CN(C)CCCOC1=CC2=C(C=C1)C(=O)CC3=CC=CC=C3S2.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-3.7386,,,,,,,,,,-0.0536,1.6049,1.3477,2.1067,1.3031,1.4313,2.4173,1.3797,1.6682,1.3028,-1.1905,-3.7386,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-23.0583,,,,,,,,,,4.288,0.4045,3.8835,2.1845,-3.2362,-1.699,1.1327,0.89,-3.3172,-2.4272,-13.6731,-23.0583,,,QC'd by Specs
300,49732137,16031867,CC(=O)N1CCCC2=C1C=CC(=C2)S(=O)(=O)N3CCCC(C3)C(=O)N4CCN(CC4)C5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-1.5811,,,,,,,,,,-9.4404,-7.9748,-6.9568,-6.0894,-5.2938,-4.3424,-2.2932,-0.6741,-1.6032,0.0124,2.1927,-1.5811,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 1 0,1.8608,,,,,,,,,,6.6343,10.5987,10.4369,9.7087,7.6052,5.9871,3.1553,0.7282,2.2654,1.7799,5.7443,1.8608,,,QC'd by Chem Div
301,17508262,1375186,CC1=CC(=CC=C1)NC(=S)N(CC2=CC=CS2)CC3=CC4=C(C=CC(=C4)OC)NC3=O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-2.4418,,,,,,,,,,1.7841,3.1777,1.4755,3.7324,3.1347,3.4167,5.1255,3.0075,4.5405,1.518,-1.0641,-2.4418,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-11.2479,,,,,,,,,,-1.3136,1.2315,0.0821,-2.9557,-1.5599,-3.2841,-6.1576,-4.3514,-3.5304,-4.5156,-13.4647,-11.2479,,,QC'd by Asinex Ltd.
302,49733148,16242270,CN1C2=CC=CC=C2C(=C1C3=CC=CC=C3)C(=O)CNCCCN(C)C.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.018,,,,,,,,,,-7.7741,-5.5866,-5.1959,-4.1237,-1.9716,-0.5005,0.1395,0.5894,-0.7784,0.2383,1.4006,3.018,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0,-0.7389,,,,,,,,,,7.5534,3.1199,5.0903,2.0525,3.6125,1.3957,4.2693,2.7915,-3.0378,1.642,4.023,-0.7389,,,QC'd by Enamine
303,22407890,2451027,CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)COC2=CC=CC3=C2N=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-7.0618,,,,,,,,,,,,1.3929,1.5397,1.618,1.8086,2.022,2.5767,0.2072,-0.9027,-0.132,-0.3412,-2.5011,-7.0618,,,,,,,4,,-2.2746,,,,,,,,,,,,-1.7059,0.4062,4.0617,-2.0309,-0.2437,-2.1933,0.8123,-3.4119,1.9496,1.1373,-0.9748,-2.2746,QC'd by Enamine
304,22409395,3888835,CC1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)N3CCCCC3)S(=O)(=O)NC4=CC=CC=C4OC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-3.7052,,,,,,,,,,-7.8277,-6.3125,-2.4708,-0.5356,1.1316,1.4233,-0.1459,0.6943,-0.2666,1.0655,-1.6165,-3.7052,,,,,,,,,4,,-1.0673,,,,,,,,,,-4.844,1.7241,-0.821,-0.4926,0,-1.3957,-0.9852,-2.9557,-3.3662,1.2315,-3.7767,-1.0673,,,QC'd by Enamine
305,17432549,1344577,CCC(=O)NC(=S)NC1=CC=C(C=C1)C2=NC3=C(S2)C=C(C=C3)C,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-4.6536,,,,,,,,,,-2.2447,0.8233,1.5503,-0.6804,2.0081,1.7329,0.8286,1.964,2.7785,1.2354,-1.5658,-4.6536,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-10.5987,,,,,,,,,,1.7799,0.4045,-0.2427,0.4045,-1.699,1.7799,-0.3236,-0.4045,0.3236,0.0809,-11.165,-10.5987,,,QC'd by ChemBridge
306,14728961,9549969,C1C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C2=C(C(=CC(=C2)[N+](=O)[O-])I)NC1)CCCN=C(N)N)CCCN=C(N)N)C(=O)N,Active,45,,,Inhibitor,251.189,97.66,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-24.9685,,,,,,,,,,,,1.4719,0.3471,4.5515,2.761,-3.9575,-2.2716,1.1427,-0.1356,-4.6537,-7.5133,-11.4148,-24.9685,Partial curve; partial efficacy,-3.6,2.2526,0.9785,-100,-2.34,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-61.251,,,,,,,,,,,,-0.6499,-4.8741,-2.9245,-1.0561,-2.3558,-4.3054,-2.8432,-1.5435,-4.7929,-6.1738,-17.6279,-61.251,QC'd by Kevin Burgess - Texas A and M Un
307,49668951,20861102,CCN1C2=C(C=CC(=C2)C(=O)NCCCN(CC(C)C)CC(C)C)S(=O)(=O)C3=CC=CC=C3C1=O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-4.0791,,,,,,,,,,4.9035,4.6685,3.7346,3.6474,4.0706,2.2267,3.2013,3.995,3.109,2.3556,-1.935,-4.0791,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-17.1593,,,,,,,,,,-5.665,-5.4187,-3.0378,-4.9261,-3.8588,-2.5452,-2.2167,-4.4335,-5.0903,-1.0673,-12.7258,-17.1593,,,QC'd by Chem Div
308,49679609,5234478,CCOC1=C(C(=CC(=C1)C(C2=C(NNC2=O)C)C3=C(NNC3=O)C)Br)OC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-11.5616,,,,,,,,,,,,-0.0643,-1.05,0.3443,0.8753,-0.1309,-1.7549,-3.1489,-2.5776,-4.2343,-6.2723,-13.387,-11.5616,,,,,,,4,,-2.6807,,,,,,,,,,,,-1.7059,-3.4119,-3.9805,-2.8432,-2.5183,-1.7872,-1.2998,-3.9805,-4.2242,-0.3249,-0.4874,-2.6807,QC'd by Chem Div
309,26757000,5281696,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)OC)O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-19.6697,,,,,,,,,,-0.1574,2.2847,3.2299,1.0871,0.2606,0.8396,0.5662,1.6789,0.3246,-1.9929,-9.2426,-19.6697,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 1 0,-8.1715,,,,,,,,,,-2.2654,-3.7217,1.2945,-2.9935,-5.6634,-1.0518,-2.9126,-3.5599,-4.288,0.2427,-11.9741,-8.1715,,,QC'd by BIOMOL
310,26749015,5731,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-12.473,,,,,,,,,,,,-0.2693,-1.7726,0.1898,1.9237,0.7252,3.6815,1.5455,-2.183,-3.9748,-3.8167,-4.1803,-12.473,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 1,0,,,,,,,,,,,,-4.143,-7.0674,-5.4427,-3.0869,-7.5548,-5.4427,-5.524,-1.0561,-3.7368,-1.7872,1.5435,0,QC'd by Microsource
311,49730493,5435310,CC1=C(N=NN1C2=NON=C2N)C(=O)N/N=C(\C)/C3=CC=C(C=C3)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-5.6493,,,,,,,,,,-0.0997,1.1234,2.8156,1.4807,2.7242,2.2538,2.8113,0.947,1.2231,-1.5806,-3.3046,-5.6493,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-9.3596,,,,,,,,,,0.0821,-1.2315,0.0821,-0.6568,-1.8883,-1.4778,-0.6568,1.1494,-2.5452,-4.023,-10.3448,-9.3596,,,QC'd by Chem Div
312,853184,655833,CC1CN(CC(O1)C)C2=C3CCCCC3=NC4=NC=NN24,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.9569,,,,,,,,,,-5.0499,-5.093,-2.3126,-2.4981,-0.5246,-0.1173,0.946,1.1575,2.5666,3.6102,3.9286,3.9569,,,,,,,,,4,,-1.3136,,,,,,,,,,-0.1642,-0.821,0.2463,-3.1199,-3.1199,-1.3136,-0.821,-1.9704,-3.5304,-3.4483,-2.0525,-1.3136,,,QC'd by DPISMR
313,49725477,1075749,CCOC1=CC=CC=C1N(CC(=O)NC2=CC=CC=C2C(=O)N3CCCC3)S(=O)(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.5813,,,,,,,,,,2.9631,-3.4915,0.9555,-0.0271,3.1029,2.2549,3.3547,2.4275,1.5998,0.5822,0.8489,-0.5813,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0,-16.7476,,,,,,,,,,-1.699,-6.3916,-3.8026,-2.589,-3.8026,-4.0453,-8.4951,-6.4725,-4.5307,-2.3463,-15.1294,-16.7476,,,QC'd by Asinex Ltd.
