PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Total_Fluorescence-Curve_Description,Total_Fluorescence-Fit_LogAC50,Total_Fluorescence-Fit_HillSlope,Total_Fluorescence-Fit_R2,Total_Fluorescence-Fit_InfiniteActivity,Total_Fluorescence-Fit_ZeroActivity,Total_Fluorescence-Fit_CurveClass,Total_Fluorescence-Excluded_Points,Total_Fluorescence-Max_Response,Total_Fluorescence-Activity at 0.0000080105 uM,Total_Fluorescence-Activity at 0.0000240316 uM,Total_Fluorescence-Activity at 0.0000720949 uM,Total_Fluorescence-Activity at 0.0002162846 uM,Total_Fluorescence-Activity at 0.0006488539 uM,Total_Fluorescence-Activity at 0.00195 uM,Total_Fluorescence-Activity at 0.00584 uM,Total_Fluorescence-Activity at 0.011 uM,Total_Fluorescence-Activity at 0.024 uM,Total_Fluorescence-Activity at 0.056 uM,Total_Fluorescence-Activity at 0.112 uM,Total_Fluorescence-Activity at 0.196 uM,Total_Fluorescence-Activity at 0.391 uM,Total_Fluorescence-Activity at 0.783 uM,Total_Fluorescence-Activity at 1.565 uM,Total_Fluorescence-Activity at 3.131 uM,Total_Fluorescence-Activity at 6.261 uM,Total_Fluorescence-Activity at 12.52 uM,Total_Fluorescence-Activity at 25.04 uM,Total_Fluorescence-Activity at 50.09 uM,Total_Fluorescence-Activity at 100.2 uM,Total_Fluorescence-Activity at 181.8 uM,Total_Fluorescence-Activity at 287.5 uM,FP-Curve_Description,FP-Fit_LogAC50,FP-Fit_HillSlope,FP-Fit_R2,FP-Fit_InfiniteActivity,FP-Fit_ZeroActivity,FP-Fit_CurveClass,FP-Excluded_Points,FP-Max_Response,FP-Activity at 0.0000080105 uM,FP-Activity at 0.0000240316 uM,FP-Activity at 0.0000720949 uM,FP-Activity at 0.0002162846 uM,FP-Activity at 0.0006488539 uM,FP-Activity at 0.00195 uM,FP-Activity at 0.00584 uM,FP-Activity at 0.011 uM,FP-Activity at 0.024 uM,FP-Activity at 0.056 uM,FP-Activity at 0.112 uM,FP-Activity at 0.196 uM,FP-Activity at 0.391 uM,FP-Activity at 0.783 uM,FP-Activity at 1.565 uM,FP-Activity at 3.131 uM,FP-Activity at 6.261 uM,FP-Activity at 12.52 uM,FP-Activity at 25.04 uM,FP-Activity at 50.09 uM,FP-Activity at 100.2 uM,FP-Activity at 181.8 uM,FP-Activity at 287.5 uM,Compound QC
123,24828068,3253517,CCCCC(=O)NC(=S)NC1=NN(N=N1)CCC,Inactive,0,,,Inactive,,,,,,,,,,4,,2.7265,,,,,,,,,,3.5417,1.3725,2.5266,2.2762,3.0311,3.328,2.2464,3.1694,3.782,4.313,3.6968,2.7265,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-16.5846,,,,,,,,,,-1.8062,-1.7241,-1.5599,-3.202,-5.5829,-4.9261,-1.9704,-0.1642,-3.6125,-2.381,-14.6962,-16.5846,,,QC'd by Enamine
124,11112549,19675,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,Inactive,0,,,Inactive,,,,,,,,,,4,,1.0281,,,,,,,,,0.042,-0.4233,1.3717,0.9289,1.0366,0.8466,1.0785,1.9461,2.9822,2.2553,0.974,1.0281,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-8.1715,,,,,,,,,2.6699,0.89,2.6699,3.3172,-1.699,1.2136,4.3689,3.8835,-0.3236,0.4854,-8.7379,-8.1715,,,,QC'd by Prestwick
125,4238894,3234002,COC1=CC=C(C=C1)NC(=O)N2CC[C@]3(C2)CCCN(C3)C(=O)C4=CSN=N4,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0,2.5735,,,,,,,,,,-8.5146,-6.7403,-2.6779,-6.4547,-35.3976,-3.3233,-1.7948,1.8911,-0.735,0.2538,1.4181,2.5735,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.89,,,,,,,,,,4.8544,9.3851,7.2816,4.0453,8.8997,0.4045,-1.1327,0,-0.8091,-1.6181,-1.2945,-0.89,,,QC'd by Pharmacopeia
126,17511697,931356,COC1=C(C(=O)C2=CC=CC=C2C1=O)NC3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-21.6684,,,,,,,,,,,,-6.6148,-5.4672,-4.1488,-1.8037,-1.3084,3.2735,2.1095,-0.8155,-2.2743,-2.1639,-11.4429,-21.6684,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-1.5435,,,,,,,,,,,,0.8123,3.4931,1.6247,0.4874,3.1682,-3.3306,-2.1121,-1.1373,-1.381,-3.4931,-2.9245,-1.5435,QC'd by InterBioScreen
127,49673274,2475352,C1=CC=C(C=C1)S(=O)(=O)NCCC2=CNC3=CC=CC=C32,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-2.7038,,,,,,,,,,,,-10.9324,-10.7331,-10.1787,-8.0764,-6.3219,-4.1886,-2.6983,-1.3094,-3.8303,-1.5017,-0.7104,-2.7038,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0,1.2998,,,,,,,,,,,,9.7482,11.779,7.3924,4.3867,6.58,5.6052,5.1178,1.2185,6.4988,1.7872,-0.7311,1.2998,QC'd by Enamine
128,49666030,3756138,C1=CC=C(C=C1)C(C(C(=O)NC2=NC=CS2)Br)Br,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-5.0453,,,,,,,,,,,,-6.5991,-7.6168,-6.0204,-2.7662,-2.9916,-3.9896,-1.5742,0.1548,-1.6173,-0.3975,0.3837,-5.0453,,,,,,,4,0 0 0 0 0 0 0 1 0 0 1 0,0.0812,,,,,,,,,,,,6.9862,6.4175,4.9553,3.0869,2.8432,3.4931,3.818,-1.8684,-0.6499,-2.1121,3.7368,0.0812,QC'd by Key Organics Ltd.
129,17406742,6873600,COC1=C(C=C(C=C1)/C=N/NC(=O)C2=CC(=CC(=C2)OC)OC)COC3=CC4=CC=CC=C4C=C3,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-6.8549,,,,,,,,,,-3.6483,0.7957,0.4542,1.0066,-0.0943,1.0241,1.318,0.4491,1.0763,0.5893,-2.7739,-6.8549,,,,,,,,,4,1 0 0 0 0 0 0 0 1 0 0 0,-9.1954,,,,,,,,,,-1.642,3.0378,1.7241,2.6273,2.0525,2.6273,-0.0821,4.5156,-4.1051,2.0525,-6.4039,-9.1954,,,QC'd by DPISMR
130,857873,659218,CC(=O)O[C@H]1CSC[C@H]1NC(=O)C2=CC=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,1.5101,,,,,,,,,,-5.5317,-4.9721,-2.5021,-1.5197,0.324,0.8251,-0.1697,1.1711,-0.3297,-0.1396,1.336,1.5101,,,,,,,,,4,,-0.821,,,,,,,,,,-1.7241,1.4778,-3.202,-1.3136,1.8062,-2.0525,-2.381,-3.9409,0.6568,0.0821,-2.7915,-0.821,,,QC'd by DPISMR
131,26748424,23306,CC1=C2C=C(C(=CC2=CC3=[N+]1C=CC4=CC(=C(C=C43)OC)OC)OC)OC.[Cl-],Inconclusive,10,,,Fluorescent,141.254,78.388,,Partial curve; high efficacy,-3.85,2.7202,0.922,76.6961,-1.6919,2.1,0 0 0 0 0 0 0 0 0 0 0 0,80.1334,,,,,,,,,,,,-5.3421,-5.7482,-3.1624,-1.8039,-1.6947,-1.8985,0.1335,0.6466,1.563,18.501,24.3225,80.1334,Partial curve; high efficacy,-4.149,4.095,0.9919,-139.917,4.6129,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-122.735,,,,,,,,,,9.0615,7.0388,6.068,5.6634,4.8544,6.068,4.0453,4.9353,0.3236,-7.6861,-39.1586,-122.735,,,QC'd by Microsource
132,49649314,6625106,CCOC1=CC=C(C=C1)CCNC(=O)C(C)N2C(=O)CC(SC3=CC=CC=C32)(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,0.8154,,,,,,,,,,-8.1032,-5.0423,-2.045,-5.7346,-3.3158,-0.5607,-0.3447,-0.0841,-0.1385,0.0443,0.4743,0.8154,,,,,,,,,4,1 0 0 0 0 0 0 1 0 0 0 0,-0.2463,,,,,,,,,,0.9031,4.4335,2.4631,2.6273,1.2315,1.9704,-1.3957,1.8883,-2.6273,0,-2.7915,-0.2463,,,QC'd by Chem Div
133,24835831,16196756,COC1=CC=CC=C1NS(=O)(=O)C2=C(C=CC(=C2)N3CC4=CC=CC=C4C3=N)N5CCOCC5.Br,Active,42,,,Inhibitor,70.9627,92.4516,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-21.7094,,,,,,,,,,0.799,0.6112,1.2168,-0.4553,-0.5053,0.4947,1.7343,0.572,-0.5378,-2.4668,-8.893,-21.7094,,,Partial curve; partial efficacy,-4.149,2.3031,0.9952,-91.6847,0.7668,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-69.4581,,,,,,,,,,1.3957,2.8736,2.2989,-0.9852,-0.1642,0,0.4105,1.642,-4.4335,-8.2102,-35.3038,-69.4581,,,QC'd by Enamine
134,24805815,830963,CCC1=CC2=C(N=CN=C2S1)N3CCN(CC3)C(=O)C4=CC=CO4,Active,61,,,Inhibitor,63.0957,85.134,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-24.0658,,,,,,,,,,,,-5.8758,-5.2422,-3.352,-1.5792,-2.5895,-0.6304,-3.0672,-5.2595,-8.5398,-13.9385,-19.8868,-24.0658,Complete curve; partial efficacy,-4.2,1.8265,0.9949,-86.6925,-1.5585,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-79.6913,,,,,,,,,,,,0.8936,0.0812,0.3249,-0.8123,-1.2998,-7.1487,-5.199,-8.2859,-22.9894,-51.0967,-72.2989,-79.6913,QC'd by Asinex Ltd.
135,24785720,3934046,CC(C(=O)NC1=NC(=CS1)C2=CC=CC=C2)SC3=NN=C(S3)NC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-1.6695,,,,,,,,,,-7.767,-6.283,-5.0701,-3.8029,-2.3457,-1.5041,-0.8773,-1.8931,-1.2815,0.407,-0.35,-1.6695,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,7.1197,,,,,,,,,,8.4951,6.6343,7.6052,7.9288,6.7152,5.9061,5.5825,4.2071,2.5081,2.4272,2.4272,7.1197,,,QC'd by Enamine
136,22402729,15944921,CC1=CC(=CC=C1)NC2=NN=C(S2)SCC(=O)NC(=O)NC3=CC4=C(C=C3)OCCO4,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.9659,,,,,,,,,,3.3655,1.7479,-1.8168,2.9187,2.058,3.0201,3.8187,0.9566,0.2768,3.349,0.5647,-0.9659,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-16.0194,,,,,,,,,,-5.2589,-3.8026,-4.5307,-3.2362,-4.288,-2.9935,-4.7735,-3.8026,-5.5825,-2.6699,-14.1586,-16.0194,,,QC'd by Enamine
137,24786677,1371583,C1CSC(=N1)NC(=O)CN2C(=O)/C(=C/C3=CC(=CC=C3)Br)/SC2=S,Inconclusive,10,,,Quencher,50.2377,52.4993,,Partial curve; partial efficacy,-4.299,2.7202,0.9928,-50.4658,2.0335,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-45.4287,,,,,,,,,,3.9013,2.6683,0.5165,1.8742,2.3691,2.9153,-0.5546,0.6266,1.99,-6.2631,-29.3912,-45.4287,,,Complete curve; partial efficacy,-4.05,4.9549,0.9723,46.5201,-5.6388,1.2,0 0 0 0 0 0 0 0 0 0 0 0,41.3043,,,,,,,,,,,,-4.5151,-8.2776,-3.4281,-1.1706,-5.602,-9.699,-5.2676,-6.689,-4.9331,6.6054,48.3278,41.3043,QC'd by ChemBridge
138,49668295,4462544,CCN(CC)S(=O)(=O)C1=CC2=C(C=C1)OC(=C2C)C(=O)N3CCN(CC3)C(=O)OCC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-9.8746,,,,,,,,,,,,1.969,0.4255,-1.1644,0.3368,-0.8732,0.1055,-1.3537,-0.5347,-1.9987,-3.219,-5.2831,-9.8746,,,,,,,4,,-1.381,,,,,,,,,,,,0.4874,-2.9245,-0.3249,1.9496,-0.8936,-0.9748,-1.0561,1.9496,0.8123,-0.5686,-1.381,-1.381,QC'd by Chem Div
139,50112911,3387354,C1CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C1O2)C7=C53)C(=O)NC6=O,Inconclusive,10,,,Fluorescent,7.9433,95.2251,,Complete curve; high efficacy,-5.1,3.99,0.9969,90.9144,-4.3106,1.1,0 0 0 0 0 0 0 0 0 0 0 0,89.3589,,,,,,,,,,,-7.0192,-6.7478,-5.8458,-3.5195,-0.6325,2.9104,31.979,88.0193,89.9639,90.733,89.8072,89.3589,,Complete curve; high efficacy,-4.599,4.9549,0.9984,-175.034,-1.7516,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-171.602,,,,,,,,,,-4.7735,0.5663,3.5599,-0.9709,0.2427,-1.7799,-1.8608,-4.0453,-14.1586,-119.741,-171.602,-171.602,,,QC'd by null
140,26665244,330267,CCN(CC)CC1=CC2=C(C=C1OC)C3=CN=C4C=C(C=CC4=C3N2)Cl,Inconclusive,10,,,Quencher,70.9627,29.3889,,Partial curve; partial efficacy,-4.149,4.9549,0.8931,-35.2102,-5.8214,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-33.0919,,,,,,,,,,-10.5281,-9.0718,-8.3328,-6.462,-5.7303,-6.1901,-3.3885,-2.5785,-1.9345,-2.565,-13.2145,-33.0919,,,Partial curve; high efficacy,-4.149,4.5045,0.9891,-94.6252,8.5,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-84.7896,,,,,,,,,,13.0259,12.2977,12.055,8.4142,8.2524,8.5761,4.6926,6.6343,4.9353,3.8026,-18.4466,-84.7896,,,QC'd by NCI Chemotherapeutic Agents Repository
141,24810113,54679255,CCCCCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NC3=NC(=CS3)CC(=O)OCC)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-11.5495,,,,,,,,,,2.1542,2.7941,3.3526,1.7332,1.2477,1.7075,1.9057,1.9831,2.4233,1.2874,-1.8204,-11.5495,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-14.2395,,,,,,,,,,1.3754,-1.2136,-1.2136,-2.9935,-0.0809,2.2654,-0.6472,2.3463,-0.6472,-0.9709,-13.1877,-14.2395,,,QC'd by Asinex Ltd.
142,49666625,3731631,CCCCCC1CCC(CC1)C(=O)NCCN2CCOCC2,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-3.1568,,,,,,,,,,3.2761,2.2296,2.3539,1.6984,1.7623,3.3227,3.0334,2.9123,4.714,4.1146,-0.3848,-3.1568,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-20.3883,,,,,,,,,,-2.9126,-3.1553,-4.0453,-2.8317,-2.1845,-3.3172,-2.0227,-1.3754,-2.9126,-2.7508,-15.7767,-20.3883,,,QC'd by Key Organics Ltd.
143,24792689,135433271,C1=CC=C(C=C1)N2C(=O)C=C(N=C2SCC(=O)C3=CC=C(C=C3)Br)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-5.1771,,,,,,,,,,3.7134,3.2863,3.4311,1.1429,4.7011,3.0771,3.7538,2.3828,3.7283,3.7151,2.7149,-5.1771,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-15.7767,,,,,,,,,,-9.466,-2.7508,-3.0744,-6.7152,-7.0388,-4.6117,-4.5307,-3.2362,-5.0971,-5.178,-13.5113,-15.7767,,,QC'd by ChemBridge
144,14741935,2022059,CC(C)SC1=NC(=C2C3=C(COC(C3)(C)C)SC2=N1)N4CCOCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.7775,,,,,,,,,,2.144,2.6447,2.8133,2.8642,3.5063,2.3846,3.2854,3.3512,4.2217,3.1632,3.7512,-0.7775,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-14.7783,,,,,,,,,,-5.0082,-1.0673,-0.6568,-4.6798,-3.8588,-1.1494,-2.0525,-1.2315,0.6568,-2.4631,-15.1888,-14.7783,,,QC'd by DPISMR
145,49735306,17252944,C1OC2=C(O1)C=C(C=C2)C3=CC(=NO3)C(=O)NC4=C(C=CC(=C4)Br)O,Inconclusive,10,,,Quencher,316.228,99.3455,,Partial curve; partial efficacy,-3.5,2.7868,0.9772,-100,-0.6545,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-40.0958,,,,,,,,,,,,0.5137,-1.7277,-2.1578,-0.6159,1.4496,-0.7081,-1.7575,1.0965,-2.4822,-2.6111,-12.5643,-40.0958,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,26.4013,,,,,,,,,,,,-2.5183,-1.381,1.8684,-5.199,-0.1625,-4.8741,-1.1373,-3.5743,-2.2746,0.1625,6.2551,26.4013,QC'd by Chem Div
146,17386245,1792598,C=CCN(CC=C)S(=O)(=O)C1=CC=C(C=C1)NC(=S)NC(=O)/C=C/C2=CC=CC3=CC=CC=C32,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-4.5789,,,,,,,,,,0.046,-1.2245,-1.0976,1.7657,0.9191,0.5485,1.8432,1.7812,1.7432,-0.549,-1.6299,-4.5789,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 1 0,-6.4039,,,,,,,,,,3.7767,2.381,1.3957,0.821,0.821,4.023,-0.4105,0.9031,-0.9031,1.9704,-10.0164,-6.4039,,,QC'd by DPISMR
147,49667032,3468055,CC(C1=CC=CC=C1)C2=NN=C(S2)NC(=O)NC3=CC=CC=C3F,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-3.5944,,,,,,,,,,,,-6.2972,-6.4535,-6.3173,-3.3624,-1.8632,-1.3045,-0.1235,-0.6953,-1.675,-1.9467,-2.3966,-3.5944,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,0.6499,,,,,,,,,,,,3.0869,7.961,7.1487,3.2494,0.9748,0.1625,2.5183,-2.762,0.8123,-1.6247,0,0.6499,QC'd by InterBioScreen
148,7967333,5308762,CC(C)CC1=CC(=NO1)C(=O)NCCCN2CCOCC2,Inactive,0,,,Inactive,,,,,,,,,,4,,3.1781,,,,,,,,,,-1.0032,0.742,1.8247,1.4616,1.5015,1.8474,1.9519,2.6807,1.8885,1.9932,1.4608,3.1781,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-12.7023,,,,,,,,,,0.7282,2.8317,5.9061,-0.2427,2.589,-0.9709,0.5663,0.6472,1.1327,-2.5081,-9.1424,-12.7023,,,QC'd by Chem Div
149,22414727,15945806,C1CCN(CC1)CCOC2=CC=CC3=C2SC4=CC=CC=C4CC3=O.O.Cl,Inconclusive,26,,,Inhibitor,501.187,105.657,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-4.1495,,,,,,,,,,-7.942,-7.3463,-5.975,-3.4247,-3.0895,-2.4989,-0.0562,-0.3856,-0.8419,-0.6626,-0.9818,-4.1495,,,Partial curve; partial efficacy,-3.3,1.1,0.9444,-100,5.6574,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-32.7896,,,,,,,,,,,,6.8515,10.3589,6.199,3.8336,4.4861,-0.3263,2.6101,0.8157,0.6525,-4.7308,-11.9902,-32.7896,QC'd by Specs
150,861684,9614333,C[N+]1(CCCCC1)CCNC(=O)/C=N/O.[I-],Inactive,0,,,Inactive,,,,,,,,,,4,,2.2703,,,,,,,,,,2.4999,0.8527,1.9839,3.1456,3.154,3.817,2.6886,3.0277,3.582,3.6175,2.0144,2.2703,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-18.6084,,,,,,,,,,-1.7799,-5.6634,-5.0971,-5.9061,-5.178,-5.0162,-2.9935,-2.9935,-4.1262,-4.8544,-14.7249,-18.6084,,,QC'd by DPISMR
151,26666340,590400,CN(C)C1=CC=C(C=C1)C2CC(=CC(=O)C2)NC3=CC=CC=C3N,Inconclusive,25,,,Inhibitor,316.228,108.326,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-19.0292,,,,,,,,,,-12.0301,-8.6936,-7.5337,-5.8586,-5.6132,-3.1622,-3.7688,-2.6066,-3.008,-4.3787,-7.2684,-19.0292,,,Partial curve; partial efficacy,-3.5,1.3723,0.9774,-100,8.3261,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-44.4816,,,,,,,,,,,,12.0401,10.6187,10.2843,7.5251,7.9431,7.8595,3.4281,3.5953,1.4214,-1.6722,-17.3913,-44.4816,QC'd by null
152,26748212,5702105,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O.OS(=O)(=O)O,Active,82,,,Inhibitor,10,88.4675,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-12.8632,2.8646,2.4298,2.083,1.6963,3.3356,4.4835,4.0494,,4.535,3.0178,,3.8013,3.6372,,0.5699,-2.826,,-12.119,,-15.4849,-12.8632,,,Complete curve; high efficacy,-5,2.2481,0.9889,-91.8668,-3.3993,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-92.9326,,,,,,,,,,,,-3.6556,-4.9553,-4.6304,-5.1178,-4.5491,-10.4793,-47.6848,-73.2738,-77.9854,-89.6019,-98.7815,-92.9326,QC'd by Microsource
153,49720403,24791138,COC1=CC=CC=C1C(=O)NC2=CC=NN2C3CCN(CC3)CC4CCC=CC4,Inconclusive,21,,,Inhibitor,63.2456,48.7085,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-11.281,,,,,,,,,,0.1118,-1.4621,-0.5331,-1.0588,0,-0.7637,-0.472,0.2006,0.226,-1.4473,-5.1552,-11.281,,,Partial curve; partial efficacy,-4.199,2.3031,0.9873,-45.835,2.8736,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-36.6174,,,,,,,,,,1.4778,2.2167,5.9113,4.844,1.1494,2.7915,3.5304,2.0525,1.7241,-4.2693,-17.6519,-36.6174,,,QC'd by ChemBridge
154,845185,6603052,CCC(C1=NN=NN1CC2=CC=C(C=C2)F)N3CCN(CC3)C4CCCCC4.Cl,Active,43,,,Inhibitor,125.892,96.916,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-20.7714,,,,,,,,,,0.6769,-0.5573,1.8668,0.3973,0.7178,1.2469,1.7349,0.6491,1.0496,-3.3177,-12.9872,-20.7714,,,Partial curve; high efficacy,-3.9,1.9282,0.9897,-100.331,-3.4152,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-88.0098,,,,,,,,,,,,1.1419,-2.8548,-0.4078,-5.7912,-5.6281,-3.1811,-5.3834,-6.2806,-13.9478,-26.1827,-54.4046,-88.0098,QC'd by DPISMR
155,17406928,844731,CCN1C(=C(C=N1)C(=O)NC2=NOC(=C2)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0,-3.8117,,,,,,,,,,1.8399,0.4656,-0.8817,-0.4214,0.8264,1.8249,1.4759,0.7632,-1.8824,-2.8834,-2.9791,-3.8117,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-11.33,,,,,,,,,,1.642,0.7389,0.1642,2.0525,2.7094,-0.3284,0.7389,1.9704,-0.6568,-2.381,-9.688,-11.33,,,QC'd by DPISMR
156,24799726,25079265,C[C@@H]1CN(C[C@@H](O1)C)C(=O)C2=C(N3C=C(C=CC3=N2)Cl)CNCC[C@@H]4C[C@H]5C[C@@H]4C=C5,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,5.19,,,,,,,,,,-8.0574,-5.4453,-3.6098,-2.7475,-3.0268,1.3836,-1.4387,1.4911,2.5552,4.9961,5.1426,5.19,,,,,,,,,4,1 0 0 0 1 0 0 0 0 0 0 0,1.8608,,,,,,,,,,-1.6181,3.7217,2.6699,3.2362,-0.3236,2.9935,-3.8835,-2.2654,-0.5663,-2.6699,-1.2945,1.8608,,,QC'd by ChemBridge
157,26754442,5702653,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CS2,Inactive,0,,,Inactive,,,,,,,,,,4,,11.2475,,,,,,,,,,,,-1.1211,3.4237,3.3749,2.8479,2.998,0.3441,1.0029,2.3914,1.3259,0.5003,3.2324,11.2475,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-28.1072,,,,,,,,,,,,2.3558,-2.0309,-0.2437,-0.1625,-1.9496,-1.381,-3.0057,1.7059,-2.437,-6.7425,-11.9415,-28.1072,QC'd by Rare Chemicals GMBH
158,7973036,5310645,CC1=CC2=C(C=CC=C2N=N1)N,Active,44,,,Inhibitor,141.254,122.784,,,,,,,,4,,-1.0804,,,,,,,,,,1.3204,0.6553,-0.2204,0.631,1.7614,2.3457,1.0836,0.3559,-0.1673,-1.7127,-1.6695,-1.0804,,,Partial curve; high efficacy,-3.85,3.9295,0.9644,-120.167,2.6167,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-125.174,,,,,,,,,,,0.8711,2.3519,2.5261,0.8711,-0.4355,5.662,4.6167,2.3519,2.439,-4.878,-27.7003,-125.174,,QC'd by DPISMR
159,47199488,1511076,C1CN(CCN1C2=NC=CC=N2)C(=O)C3=CC(=C(C=C3Cl)F)F,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.407,,,,,,,,,,-6.8528,-6.1798,-4.5024,-3.9012,-2.3933,-0.4856,-0.2256,-0.4773,0.8616,2.2948,0.8497,3.407,,,,,,,,,4,1 1 0 0 0 0 0 0 0 0 0 0,-2.8317,,,,,,,,,,-0.1618,3.9644,0.1618,2.1845,-0.8091,0.4045,-1.2945,-0.7282,1.4563,-0.9709,-2.8317,-2.8317,,,QC'd by ChemBridge
160,842398,644666,CCCC(C1=NN=NN1CC2=CC=CO2)N3CCN(CC3)C4CCCC4,Active,43,,,Inhibitor,125.892,98.2303,,,,,,,,4,,-16.5976,,,,,,,,,,,,-11.1966,-10.6875,-10.4063,-7.1634,-5.8496,-3.8258,-4.7072,-2.4096,-1.683,-5.0209,-11.5101,-16.5976,Partial curve; partial efficacy,-3.9,1.6259,0.9792,-91.7303,6.5,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-76.4419,,,,,,,,,,,,9.9106,9.4232,11.5353,7.4736,5.199,5.1178,-0.4874,-1.4622,-8.6109,-18.9277,-43.7043,-76.4419,QC'd by DPISMR
