modeling_row,structure_id,standard_inchi_key,smiles,herg_blocker_label,endpoints,assay_families,document_year,document_years,structure_group_key,bemis_murcko_group,scaffold_grouping_method,requested_split_strategy,actual_split_strategy,split_sha256,dataset_sha256,split
537,STR-320A6E177FCFD6B64F8D,PJIHPWDQNLPHQA-LIXIDFRTSA-N,C[C@@H]1CN(CC2(c3ccc(C(N)=O)cc3)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,1,IC50,electrophysiology_functional,2009.0,2009.0,STR-320A6E177FCFD6B64F8D,O=S(=O)(c1ccccc1)N1CCN(CC2(c3ccccc3)CC2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
538,STR-3229ACBCEE77AB83028E,SFVKVHVOODTRCH-QKDCVEJESA-N,CN1[C@@H]2CCC[C@H]1C[C@H](NC(=O)c1cccc3oc(C4CC4)nc13)C2,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-3229ACBCEE77AB83028E,O=C(NC1CC2CCCC(C1)N2)c1cccc2oc(C3CC3)nc12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
539,STR-323D2599CCA687FC758F,LGQUGSNVIXYSKO-UHFFFAOYSA-N,O=c1oc2cc(O)ccc2c2oc3ccc(O)c(CN4CCC(F)CC4)c3c12,1,IC50,electrophysiology_functional,2022.0,2022.0,STR-323D2599CCA687FC758F,O=c1oc2ccccc2c2oc3cccc(CN4CCCCC4)c3c12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
540,STR-323DEE7FC445137E2137,HVEVDFRWOQHAPJ-RGVNJDPISA-N,Cc1cc(C2C[C@H]3[C@@H](C)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-323DEE7FC445137E2137,C1=NC2(c3ccccc3)COC(c3ccno3)CC2CS1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
541,STR-32594BE711BFF4111582,JVZBGJRQPGKVJY-BVRKHOPBSA-N,COc1cc2ccc(Br)cc2cc1[C@@H](c1cccc(C)c1)[C@@](O)(CCN(C)C)c1cccc2c1OCO2,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-32594BE711BFF4111582,c1ccc(C(Cc2cccc3c2OCO3)c2ccc3ccccc3c2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
542,STR-327653BD826210450D7D,XKLFAHZMALMKGF-UHFFFAOYSA-N,Fc1cccc(-n2cc(NCCN3CCCCC3)nn2)c1,1,IC50,electrophysiology_functional,2015.0,2015.0,STR-327653BD826210450D7D,c1ccc(-n2cc(NCCN3CCCCC3)nn2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
543,STR-3287EE579A92C349A10A,QNUVGIFFQGUVAD-UHFFFAOYSA-N,Cc1cc(=O)oc2c(C)c(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,1,IC50,electrophysiology_functional,2013.0,2013.0,STR-3287EE579A92C349A10A,O=c1ccc2ccc(OCCCCN3CCC(c4noc5ccccc45)CC3)cc2o1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
544,STR-32F17859E65A50B0708D,BSNVRJYSKXDALK-VQIMIIECSA-N,N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,1,IC50,electrophysiology_functional,2017.0,2017.0,STR-32F17859E65A50B0708D,O=S(=O)(Nc1cscn1)c1ccc(NCC2CCCC=C2c2ccccc2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
545,STR-33160EF05416DC3C182A,BCOYDHFZZXSZFA-UHFFFAOYSA-N,COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1,IC50,electrophysiology_functional,2014.0,2014.0,STR-33160EF05416DC3C182A,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
546,STR-33188DE3A43A7B96598B,VZJFPWOCDZMUFK-UHFFFAOYSA-N,CN(C)CCC(Oc1cccc2c1OCO2)c1ccc2c(c1)OCO2,1,IC50,electrophysiology_functional,2024.0,2024.0,STR-33188DE3A43A7B96598B,c1cc2c(c(OCc3ccc4c(c3)OCO4)c1)OCO2,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
547,STR-335FD63A4240494EC92A,RCBFOXVSFKMIRG-UHFFFAOYSA-N,COc1ccc(C(=O)Oc2cc(O)cc3oc(-c4ccc(OC)cc4)cc(=O)c23)cc1,1,IC50,electrophysiology_functional,2013.0,2013.0,STR-335FD63A4240494EC92A,O=C(Oc1cccc2oc(-c3ccccc3)cc(=O)c12)c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
548,STR-336A4185C3224B5979FA,NRTCUCSRPZZGMY-CQSZACIVSA-N,Cc1cc(C(F)(F)F)cc(O)c1-c1nnc(N[C@@H]2CCCN(C)C2)c2c1CCC2,1,IC50,electrophysiology_functional,2025.0,2025.0,STR-336A4185C3224B5979FA,c1ccc(-c2nnc(NC3CCCNC3)c3c2CCC3)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
549,STR-336A824DD9A8B22072D7,BASSYYDTNNLLSN-UHFFFAOYSA-N,CCCc1nc(Nc2cc(NCCN)nnc2C(N)=O)ccc1OC,1,IC50,electrophysiology_functional,2014.0,2014.0,STR-336A824DD9A8B22072D7,c1ccc(Nc2ccnnc2)nc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
550,STR-33A12FDC60EE0DF26246,KSDUDINTMMXLNJ-UHFFFAOYSA-N,CC(=O)Nc1cccc(N2CCN(CC3CCN(S(=O)(=O)CC4CCCCC4)CC3)CC2)c1,1,IC50,electrophysiology_functional,2006.0,2006.0,STR-33A12FDC60EE0DF26246,O=S(=O)(CC1CCCCC1)N1CCC(CN2CCN(c3ccccc3)CC2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
551,STR-33AAC35E49BF93BF8213,AYZQTNVKDVUKMD-UHFFFAOYSA-N,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2cc(NS(=O)(=O)C(C)C)c(F)cc2F)CC1,1,IC50,electrophysiology_functional,2011.0,2011.0,STR-33AAC35E49BF93BF8213,O=C(c1ccccc1)N1CCC(CCN2C3CCC2CC(n2cnc4ccccc42)C3)(c2ccccc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
552,STR-33B1C62E617CF426EE5A,VZUNLOUVARCFRX-PIIMJCKOSA-N,NC(=O)c1ccccc1O[C@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-33B1C62E617CF426EE5A,c1ccc(CN2C3CCC2CC(Oc2ccccc2)C3)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
553,STR-33CBEE8C688F6123728D,HMCLYGPQZCPCFN-NNZMDNLPSA-N,O=C(NC[C@@H]1[C@H]2CN(C(=O)CCc3cc(Cl)cc(Cl)c3)C[C@@H]12)c1ccc2[nH]c(=O)oc2c1,1,IC50,electrophysiology_functional,2017.0,2017.0,STR-33CBEE8C688F6123728D,O=C(NCC1C2CN(C(=O)CCc3ccccc3)CC12)c1ccc2[nH]c(=O)oc2c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
554,STR-33CE1A737E4D6C474A0A,VNXVCMPWEJYOGO-RUCARUNLSA-N,Clc1ccc2c(c1)CC1(Cc3nnc([C@H]4CC[C@H](N5CCOCC5)CC4)n3-2)OCCO1,1,IC50,electrophysiology_functional,2024.0,2024.0,STR-33CE1A737E4D6C474A0A,c1ccc2c(c1)CC1(Cc3nnc(C4CCC(N5CCOCC5)CC4)n3-2)OCCO1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
555,STR-33D2ED240BA87A7A5099,JEQFKXKYXLHVQE-CQSZACIVSA-N,Cc1nc(C(=O)Nc2ccc([C@H]3CNCCO3)cc2)cs1,0,IC50,electrophysiology_functional,2019.0,2019.0,STR-33D2ED240BA87A7A5099,O=C(Nc1ccc(C2CNCCO2)cc1)c1cscn1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
556,STR-33E1F66D4F7772EFA0B6,BKFQDJSERMBSAM-OAHLLOKOSA-N,Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@@H]1CCN(C)C1)c(=O)n2C,1,IC50,electrophysiology_functional,2022.0,2022.0,STR-33E1F66D4F7772EFA0B6,O=c1[nH]c2cnc(Nc3ccc4ncccc4c3)nc2n1C1CCNC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
557,STR-33F62367FB5C60EE57D0,NAIAJYNMEREGMG-UHFFFAOYSA-N,Cc1cc(=O)oc2cc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,1,IC50,electrophysiology_functional,2013.0,2013.0,STR-33F62367FB5C60EE57D0,O=c1ccc2ccc(OCCCCN3CCC(c4noc5ccccc45)CC3)cc2o1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
558,STR-340EDAD57F411EF5039B,GIQMTTHGZSYLRA-UNMCSNQZSA-N,O=C(N[C@H]1CCN(C2CCCC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-340EDAD57F411EF5039B,O=C(NC1CCN(C2CCCC2)CC1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccccc2)on1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
559,STR-342937E5900741B5764E,MBFAOOZDUTUYCE-SANMLTNESA-N,COc1c(C(C)(C)C)cc(C(=O)N2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C[C@@H]2C)cc1C(C)(C)C,1,IC50,electrophysiology_functional,2012.0,2012.0,STR-342937E5900741B5764E,O=C(CCCCC(c1ccccc1)c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
560,STR-34298F37B75CDE5AA2F8,CZKSFOCXTODMHR-JTQLQIEISA-N,Cn1c(=O)cnc2cc(F)c(OCCNC[C@H]3CN(c4cnc5c(n4)NC(=O)CO5)C(=O)O3)nc21,0,IC50,electrophysiology_functional,2023.0,2023.0,STR-34298F37B75CDE5AA2F8,O=C1COc2ncc(N3CC(CNCCOc4ccc5ncc(=O)[nH]c5n4)OC3=O)nc2N1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
561,STR-342C3A84200F79F7FAEA,WOGGPRMRZBMKOI-ONEIWYMKSA-N,COc1ccc2nccc(NC(=O)[C@]3(O)CC[C@@H](NCc4cnc5c(c4)OCCO5)CC3)c2n1,0,IC50,electrophysiology_functional,2011.0,2011.0,STR-342C3A84200F79F7FAEA,O=C(Nc1ccnc2cccnc12)C1CCC(NCc2cnc3c(c2)OCCO3)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
562,STR-344EFA7165339F605C6F,YPZUCWRGPJUFCO-CYBMUJFWSA-N,C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2C#N)cn1,1,IC50,electrophysiology_functional,2014.0,2014.0,STR-344EFA7165339F605C6F,c1ccc(COc2cnc(N3CCN(c4nnco4)CC3)nc2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
563,STR-347744D4F18D96767ECF,KMGNGWXHHXJMEM-UHFFFAOYSA-N,COc1ncc(-c2cccc(C)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,1,IC50,electrophysiology_functional,2012.0,2012.0,STR-347744D4F18D96767ECF,O=C(NCCc1ccccc1-c1cncnc1)c1cccnc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
564,STR-3478E877644F68D7B0FD,XDPJGUWWXSDVTP-UHFFFAOYSA-N,Cn1c(SCCCN2CC3CCN(c4c(F)cccc4F)C3C2)nnc1-c1cnccn1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-3478E877644F68D7B0FD,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
565,STR-348A006C1E1D1C86B8C9,OMOJVKDXKKEFQT-UHFFFAOYSA-N,COc1cc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)n4C)CC32)ccc1F,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-348A006C1E1D1C86B8C9,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
566,STR-34A51DA389872FCC7472,DOKOGLOPIXTMOO-UHFFFAOYSA-N,CC(C)Cc1cc(CNC(=O)C2C3CN(CCC(C)(C)C)CC32)nn1-c1ccccc1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-34A51DA389872FCC7472,O=C(NCc1ccn(-c2ccccc2)n1)C1C2CNCC21,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
567,STR-34C0A54385C53A4DB58C,CCFUVLLOLWMZDY-PAGYRHFNSA-N,C[C@H]1OC(=O)[C@]2(CC(N)=O)CC(F)(F)[C@@H](C)[C@H](/C=C/c3ccc(-c4ccccc4C#N)cn3)[C@H]12,0,IC50,electrophysiology_functional,2017.0,2017.0,STR-34C0A54385C53A4DB58C,O=C1OCC2C(C=Cc3ccc(-c4ccccc4)cn3)CCCC12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
568,STR-351D063DDD492A7A0D7D,LSPCQJFPAKKJJQ-UHFFFAOYSA-N,CCCc1nc2ccc(CN3CCN(c4ccc(C(=O)NC)nc4F)CC3)cc2[nH]c1=O,0,IC50,electrophysiology_functional,2022.0,2022.0,STR-351D063DDD492A7A0D7D,O=c1cnc2ccc(CN3CCN(c4cccnc4)CC3)cc2[nH]1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
569,STR-35253027B9BC0A08517C,TVRSQRQEYMGJLM-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,1,IC50,electrophysiology_functional,2009.0,2009.0,STR-35253027B9BC0A08517C,O=C(CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)NCc1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
570,STR-354C6EAE2B681812C957,BTLPCKQSQHIHRK-UHFFFAOYSA-N,c1ccc(CCc2cccc(CCc3ccccc3)n2)cc1,1,IC50,electrophysiology_functional,2013.0,2013.0,STR-354C6EAE2B681812C957,c1ccc(CCc2cccc(CCc3ccccc3)n2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
571,STR-35600A2D6B4594F1747A,MNAFRWGRFIBAQX-XMSQKQJNSA-N,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-35600A2D6B4594F1747A,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
572,STR-356059E4A798E520F4B5,GFLQCBTXTRCREJ-UHFFFAOYSA-N,Cc1cc(CN2CCN(c3c(Br)cnc4nc(-c5ccc(N6CCN(C)CC6)cc5)[nH]c34)CC2)no1,1,IC50,electrophysiology_functional,2012.0,2012.0,STR-356059E4A798E520F4B5,c1cc(N2CCN(Cc3ccon3)CC2)c2[nH]c(-c3ccc(N4CCNCC4)cc3)nc2n1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
573,STR-3561E133642F15DB08C6,XWAKIYAMWRQWDT-UHFFFAOYSA-N,CN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2-c2ccc(F)cc2)CC1,1,IC50,electrophysiology_functional,2021.0,2021.0,STR-3561E133642F15DB08C6,c1ccc(-c2c[nH]c(C3CCN(c4ncncc4-c4ccccc4)CC3)n2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
574,STR-3572BBCA69D2448381AE,IMBVMXSLGHMNGP-IQMFZBJNSA-N,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cnc(OCCNCCCF)c2F)N1CC(F)(F)CO,1,IC50,electrophysiology_functional,2019.0,2019.0,STR-3572BBCA69D2448381AE,c1ccc2c3c([nH]c2c1)C(c1ccncc1)NCC3,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
575,STR-35ADFDBDDE1E05AE8554,MGPACXDLGFBCJB-UHFFFAOYSA-N,CCOC(=O)C1=C(CN2CCOCC2)NC(c2ncc(OC)s2)=NC1c1ccc(F)cc1Br,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-35ADFDBDDE1E05AE8554,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
576,STR-35BCF83BF673C4E8448F,BVHLNQMKXPIQOB-UHFFFAOYSA-N,CC(C)n1nc(-c2nnc(C3CCN(CC4CCOCC4)CC3)o2)c2ccccc21,1,IC50,electrophysiology_functional,2021.0,2021.0,STR-35BCF83BF673C4E8448F,c1ccc2c(-c3nnc(C4CCN(CC5CCOCC5)CC4)o3)n[nH]c2c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
577,STR-35DB82FDE42BA733C46C,BEXSRDRFSVXXPU-VFNWGFHPSA-N,O=C(Nc1c[nH]c2ncc(-c3ccccc3F)cc12)c1cnn2ccc(NC[C@H]3CCNC[C@@H]3F)nc12,1,IC50,electrophysiology_functional,2013.0,2013.0,STR-35DB82FDE42BA733C46C,O=C(Nc1c[nH]c2ncc(-c3ccccc3)cc12)c1cnn2ccc(NCC3CCNCC3)nc12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
578,STR-35F4AA3FEE4F6C111F6B,MNJOPFKFRONBCT-UHFFFAOYSA-N,CCC(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1,IC50,electrophysiology_functional,2003.0,2003.0,STR-35F4AA3FEE4F6C111F6B,c1ccc(-n2ccc3ccccc32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
579,STR-35F6C1BFDFF6E88BC04B,BERMJSYQKUTHBC-UHFFFAOYSA-N,Cc1ncc(S(=O)(=O)N2CCC(c3cn4ncnc4cc3Cl)CC2)s1,1,IC50,electrophysiology_functional,2024.0,2024.0,STR-35F6C1BFDFF6E88BC04B,O=S(=O)(c1cncs1)N1CCC(c2ccc3ncnn3c2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
580,STR-360E25936EE3B565DA20,XYFPWWZEPKGCCK-GOSISDBHSA-N,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1,IC50,electrophysiology_functional,2020.0,2020.0;2023.0,STR-360E25936EE3B565DA20,c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
581,STR-363129FB734580101EA7,OZKSTTVUQRWBIO-CYBMUJFWSA-N,CC[C@@H]1c2nnc(-c3nc(C)ns3)n2CCN1C(=O)c1ccc(F)cc1,0,IC50,electrophysiology_functional,2016.0,2016.0,STR-363129FB734580101EA7,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
582,STR-366823E3DD49269B6FD5,REDQGLKQCLVCHT-UHFFFAOYSA-N,O=C1CN(C(=O)COc2ccc3cc(Oc4ccc(C(F)(F)F)cn4)ccc3n2)CCN1,0,IC50,electrophysiology_functional,2022.0,2022.0,STR-366823E3DD49269B6FD5,O=C1CN(C(=O)COc2ccc3cc(Oc4ccccn4)ccc3n2)CCN1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
583,STR-3668E4B0030FADC144DE,MRAZBVXMLFFLEZ-UHFFFAOYSA-N,CNCC(Cc1ccccc1OC)c1ccc2ccccc2c1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-3668E4B0030FADC144DE,c1ccc(CCc2ccc3ccccc3c2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
584,STR-36786D039A28EAE81927,APZHXGIRWMPKDR-UHFFFAOYSA-N,CC1OC2(CCN(CCc3ccc(F)cc3)CC2)CN(c2ccccc2)C1=O,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-36786D039A28EAE81927,O=C1COC2(CCN(CCc3ccccc3)CC2)CN1c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
