table,code,severity,scope,message,row_number,column,identifier,value,context
menin,missing_numeric_value,error,row,'value_raw' is missing.,807,value_raw,28232853,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,808,value_raw,28232854,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,810,value_raw,28232856,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,811,value_raw,28232857,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,813,value_raw,28232859,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,814,value_raw,28232860,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,816,value_raw,28232862,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,817,value_raw,28232863,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,819,value_raw,28232865,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,820,value_raw,28232866,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,822,value_raw,28232868,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,823,value_raw,28232869,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,825,value_raw,28232871,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,826,value_raw,28232872,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,828,value_raw,28232874,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,829,value_raw,28232875,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,831,value_raw,28232877,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,832,value_raw,28232878,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,834,value_raw,28232880,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,835,value_raw,28232881,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,837,value_raw,28232883,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,838,value_raw,28232884,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,840,value_raw,28232886,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,841,value_raw,28232887,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,843,value_raw,28232889,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,844,value_raw,28232890,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,846,value_raw,28232892,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,847,value_raw,28232893,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,849,value_raw,28232895,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,850,value_raw,28232896,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,852,value_raw,28232898,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,853,value_raw,28232899,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,855,value_raw,28232901,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,856,value_raw,28232902,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,858,value_raw,28232904,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,859,value_raw,28232905,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,861,value_raw,28232907,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,862,value_raw,28232908,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,864,value_raw,28232910,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,865,value_raw,28232911,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,867,value_raw,28232913,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,868,value_raw,28232914,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,870,value_raw,28232916,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,871,value_raw,28232917,,{}
