evidence_domain,endpoint,canonical_unit,sampled_numeric_rows,min,p01,median,p99,max,sampling_note
pk_adme,kin,hr-1,44,0.37,1.0278999999999998,70.0,34410.0,40000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,kinact,min-1,1,0.56,0.56,0.56,0.56,0.56,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,kon,M^-1*s^-1,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log K,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log Kp,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log Kp,10'-6cm/s,1,4.1,4.1,4.1,4.1,4.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log Kp,cm/s,39,-7.75,-7.7462,-5.33,-3.801600000000001,-3.68,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log Kp,ucm/s,4,5.2,5.221,6.15,10.958999999999998,11.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log Pe,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log Pe,10^-3cm/min,19,0.23,0.29300000000000004,0.95,26.9356,28.12,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log Pe,10^-6cm/s,1,5.0,5.0,5.0,5.0,5.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log Pe,cm/s,66,-6.2,-6.031000000000001,-4.325,-0.7815000000000434,4.23,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log Pe,cm2/sec,8,-8.46,-8.306700000000001,-4.4,-3.8914,-3.89,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log(activity),/min,1,0.015,0.015,0.015,0.015,0.015,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log(permeability),,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,log(ratio),,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,logBB,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,logCL,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,logD,ph7.4,6,0.0,0.0475,1.0,1.5750000000000002,1.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,logP,10'-2no_unit,1,1.02,1.02,1.02,1.02,1.02,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,logP,c.p.m.,1,0.5,0.5,0.5,0.5,0.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,logPapp,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,logPeff,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,logPm,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,max activation,%,8,2.0,2.07,31.5,62.949999999999996,64.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,pBBB,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,pBBB,%,2,1.7,1.803,6.85,11.897,12.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,pBBB,10'-3cm/min,4,3.9,4.143,13.5,22.759999999999998,23.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,pBBB,10'-3cm/s,1,2.7,2.7,2.7,2.7,2.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,pBBB,10'-6cm/s,8,3.7,3.721,8.35,10.888,11.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,pBBB,cm/s,1,1.58,1.58,1.58,1.58,1.58,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,pBBB,microl/min/g,2,12.7,12.997,27.549999999999997,42.103,42.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,pCC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,pKa,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,%,842,-8.15,-4.314299999999999,27.0,100.35400000000001,130.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,%/hr,46,1.0,1.0,22.5,42.0,42.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-4cm/min,6,0.2,0.2,2.4,9.075,9.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-4cm/s,55,0.03,0.0354,1.66,13.408000000000008,18.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-5cm/hr,3,0.1,0.122,1.2,4.9239999999999995,5.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-5cm/s,81,0.03,0.08600000000000001,1.8,7.220000000000001,7.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-6/cm,19,0.0,0.018,0.6,45.46,46.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-6/s,1,26.0,26.0,26.0,26.0,26.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-6cm/min,10,0.1,0.127,2.5999999999999996,15.505,16.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-6cm/s,3974,0.0,0.0,10.0,1809.1799999999994,2704.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-6cm2/s,1,22.94,22.94,22.94,22.94,22.94,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-7cm/s,178,0.0,0.0,42.0,622.3,645.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-7nmol/cm2/min,8,2.51,2.5155999999999996,3.045,3.6958,3.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-8cm/s,19,2.7,3.7404,251.0,1403.6600000000003,1550.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'-9meter/s,30,0.13,0.1445,1.2,74.52000000000001,78.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10'6cm/s,187,0.0,0.0,1.4,47.31999999999996,57.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10^-3cm/min,2,1.02,1.0401,2.025,3.0098999999999996,3.03,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10^-5cm/min,18,3.0,3.17,37.75,63.84399999999999,65.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10^-5cm/s,31,0.19,0.244,4.7,133.8,135.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10^-6cm/min,1,28.0,28.0,28.0,28.0,28.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10^-6cm/s,3639,-4.5,0.0,7.9,1045.6739999999998,2323.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10^-6m/s,1,2.51,2.51,2.51,2.51,2.51,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10^-7cm/s,58,1.1,1.556,38.5,347.52,384.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10^-8cm/s,1,3.1,3.1,3.1,3.1,3.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10^4cm2/sec,2,0.18,0.18209999999999998,0.28500000000000003,0.3879,0.39,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10^6cm/s,26,0.002,0.004,8.67,42.05,42.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,10^6m/s,3,0.01,0.0118,0.1,3.7064,3.78,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,a.u.,8,3.5,3.5140000000000002,27.700000000000003,98.086,99.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,cm/hr,2,0.015,0.01504,0.017,0.01896,0.019,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,cm/min,1,11.65,11.65,11.65,11.65,11.65,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,cm/s,99,0.0,0.0,15.63,10000000.0,10000000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,microg/cm2,1,265.7,265.7,265.7,265.7,265.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,microg/cm2/h,8,0.005,0.00885,523.3489999999999,3288.4818999999998,3334.88,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,min,3,1.6,1.6440000000000001,3.8,4.29,4.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,ml/min,10,2.6,2.8979,9.49,36.2594,37.28,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,molefraction,9,0.12,0.1272,0.6,0.9176000000000001,0.92,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,nanometer/sec,3,257.0,258.06,310.0,419.76,422.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,ng/cm2/min,18,0.24,0.7211000000000001,9.879999999999999,80.18439999999998,82.34,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,ng/ul,10,2.3,2.5069999999999997,11.15,37.257,38.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,nm/s,3522,0.0,0.0,99.4,993.4799999999996,3291.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,nmol/cm2/hr,2,0.18,0.2122,1.79,3.3678,3.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,nmol/sec,1,175.0,175.0,175.0,175.0,175.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,omegacm2,2,1276.0,1276.0,1276.0,1276.0,1276.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,pmol/min,1,5.3,5.3,5.3,5.3,5.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,pmol/min/cm2,8,2.5,2.556,4.45,26.585999999999995,28.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,pmol/s,31,0.03,0.033,0.82,18.14,18.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,uM,33,0.97,1.0596,4.33,197.1,197.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,ucm/s,2570,0.0,0.02,8.805,1243.0999999999995,2900.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,ug,3,12.47,12.484,13.17,19.471400000000003,19.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,ug/cm2.hr,1,158.8,158.8,158.8,158.8,158.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,ugml-1,2,1.0,1.49,25.5,49.51,50.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,ul/hr/cm2,22,0.51,0.552,1.18,9019.199999999997,9960.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,um/s,18,0.1,0.117,0.6,20.0,20.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,umol/cm2/hr,7,0.51,0.5118,0.96,1.3319999999999999,1.35,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,permeability,umolcm2/hr,6,0.0038,0.00436,0.32,1.0800000000000003,1.11,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,%,154,0.0,0.0106,53.5,883.7099999999999,1120.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,/mm,4,0.005,0.005,0.032,0.07161,0.072,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,10'-1mg/ml,1,2.1,2.1,2.1,2.1,2.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,10'-1mol/l,1,3.5,3.5,3.5,3.5,3.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,10'-2g,1,1.53,1.53,1.53,1.53,1.53,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,10'-3mol/dm3,28,1.0,1.0,1.0,1.0,1.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,10'-4mg/ml,2,2.0,2.006,2.3,2.594,2.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,10'-7mol,1,1.7,1.7,1.7,1.7,1.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,10'-8mol,1,1.4,1.4,1.4,1.4,1.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,10'3ug/ml,1,4.5,4.5,4.5,4.5,4.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,10^-3mg/ml,2,14.6,15.134,41.3,67.466,68.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,10^-6cm/s,47,18.0,18.46,211.0,2435.8199999999993,2796.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,g,25,0.001,0.00316,0.9,85.404,85.86,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,mg,31,0.01,0.0166,3.0,701.5999999999996,867.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,mg/g,22,0.0,0.0,2.45,19.485,19.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,mg/ul,5,6.7,6.8,18.4,52.184000000000005,53.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,mgkg-1,9,0.011,0.06763999999999999,10.0,10.0,10.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,min,3,100.0,100.0,100.0,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,ml,11,1.0,1.0,10000.0,10000.0,10000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,mmol/ml,1,1.4,1.4,1.4,1.4,1.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,ppb,1,0.15,0.15,0.15,0.15,0.15,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,ppm,27,0.1,0.152,18.6,343.8399999999999,361.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,ug,11,1.35,2.08,20.6,217.20000000000002,221.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,ug/kg,1,193.0,193.0,193.0,193.0,193.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,uga/ml,2,0.2,0.383,9.35,18.317,18.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,solubility,ul,164,1.25,1.25,2.5,56.85000000000002,200.0,exact when group <=200000; deterministic first-200000 otherwise
qt,APD,%,1,24.0,24.0,24.0,24.0,24.0,exact when group <=200000; deterministic first-200000 otherwise
qt,APD,-60mv,92,0.0,2.73,27.0,85.09,86.0,exact when group <=200000; deterministic first-200000 otherwise
qt,APD50,%,3,4.57,4.626,7.37,11.221400000000001,11.3,exact when group <=200000; deterministic first-200000 otherwise
qt,APD50,ms,28,-48.0,-47.46,44.0,381.41,386.0,exact when group <=200000; deterministic first-200000 otherwise
qt,APD90,%,3,3.23,3.2306,3.26,6.298,6.36,exact when group <=200000; deterministic first-200000 otherwise
qt,APD90,ms,20,64.8,64.819,214.0,574.31,584.0,exact when group <=200000; deterministic first-200000 otherwise
qt,Activity,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
qt,Activity,%,102,-5.4,-4.0,8.5,65.81999999999991,68.0,exact when group <=200000; deterministic first-200000 otherwise
qt,Activity,ms,46,1.0,1.0,57.2,220.41499999999982,248.0,exact when group <=200000; deterministic first-200000 otherwise
qt,Activity,ms/s1/2,3,316.7,316.888,326.1,399.404,400.9,exact when group <=200000; deterministic first-200000 otherwise
qt,Activity,uM,1,10.0,10.0,10.0,10.0,10.0,exact when group <=200000; deterministic first-200000 otherwise
qt,Change,%,3,2.9,2.902,3.0,8.782,8.9,exact when group <=200000; deterministic first-200000 otherwise
qt,Cp,uM,3,1.6,1.6380000000000001,3.5,4.97,5.0,exact when group <=200000; deterministic first-200000 otherwise
qt,Cp(f),uM,3,0.53,0.5494,1.5,2.676,2.7,exact when group <=200000; deterministic first-200000 otherwise
qt,DOSE,mg.kg-1,20,0.25,0.25,0.25,5.0,5.0,exact when group <=200000; deterministic first-200000 otherwise
qt,Delta APD90,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
qt,Delta APD90,%,8,22.2,22.48,27.700000000000003,45.054,45.6,exact when group <=200000; deterministic first-200000 otherwise
qt,EC10,nM,3,640.0,665.2,1900.0,5134.0,5200.0,exact when group <=200000; deterministic first-200000 otherwise
qt,EC10,uM,2,2.3,2.316,3.0999999999999996,3.884,3.9,exact when group <=200000; deterministic first-200000 otherwise
qt,EC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
qt,EC50,nM,11,89125.09,98409.59,1023292.99,3063104.18,3090295.43,exact when group <=200000; deterministic first-200000 otherwise
qt,Emax,ms,13,-116.0,-97.58,91.5,122.46,123.3,exact when group <=200000; deterministic first-200000 otherwise
qt,IC50,nM,109,3.0,177.20000000000002,32000.0,70000.0,92100.0,exact when group <=200000; deterministic first-200000 otherwise
qt,Inhibition,%,2,0.0,0.06,3.0,5.9399999999999995,6.0,exact when group <=200000; deterministic first-200000 otherwise
qt,Ki,nM,7,300.0,318.0,2500.0,10000.0,10000.0,exact when group <=200000; deterministic first-200000 otherwise
qt,LOAEL,ng/mL,2,475.0,585.25,5987.5,11389.75,11500.0,exact when group <=200000; deterministic first-200000 otherwise
qt,MED,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
qt,MED,mgkg-1,4,0.03,0.0321,25.05,98.49999999999999,100.0,exact when group <=200000; deterministic first-200000 otherwise
qt,Max delta APD95,%,30,6.5,7.515,43.5,93.52000000000001,97.0,exact when group <=200000; deterministic first-200000 otherwise
qt,NOAEL,ng/mL,2,170.0,220.65,2702.5,5184.35,5235.0,exact when group <=200000; deterministic first-200000 otherwise
qt,Prolonged QT,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
qt,QT,ms,12,196.0,197.54,228.0,286.02,288.0,exact when group <=200000; deterministic first-200000 otherwise
qt,QT interval,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
qt,QT interval,ms,13,196.0,196.48,208.0,239.76,240.0,exact when group <=200000; deterministic first-200000 otherwise
qt,QTc Interval,mss-1,3,384.0,384.16,392.0,452.76,454.0,exact when group <=200000; deterministic first-200000 otherwise
