evidence_domain,endpoint,canonical_unit,sampled_numeric_rows,min,p01,median,p99,max,sampling_note
pk_adme,Drug uptake,pmol,68,0.3,0.3,34.349999999999994,2210.1619999999966,3591.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug uptake,pmol/min,6,4.7,5.215,22.0,211.45000000000002,218.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug uptake,pmol/min/mg,6,1.5,1.815,11.0,23.650000000000002,24.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug uptake,uM,26,1.0,1.025,20.45,175.95,177.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug uptake,ugml-1,9,0.07,0.07160000000000001,1.64,19.0816,19.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug uptake,umol,2,5.8,5.942,12.9,19.858,20.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,EC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,EC50,nM,1745,0.0078,1.9888000000000001,830.0,100000000.0,1000000000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,EC90,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,EC90,nM,47,20.0,20.0,200.0,5000.0,5000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,EC90,uM,122,0.33,0.3605,20.0,50.0,50.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ED15,%,1,67.0,67.0,67.0,67.0,67.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ED50,mg.kg-1,339,0.0,0.003,0.22,10.734000000000004,22.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ED50,ngml-1,27,2.0,2.26,30.0,10000.0,10000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ED50,uM,15,0.8,0.9680000000000001,20.0,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ED70,mgkg-1,4,0.067,0.21019,82.92,186.22,187.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ERH,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ERH,%,546,0.0,0.4045,46.0,98.6,99.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ERH,min,9,0.46,0.48160000000000003,0.82,0.966,0.97,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ERH,nM,1,0.75,0.75,0.75,0.75,0.75,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Efficacy,%,17,0.6,1.2399999999999998,26.0,71.2,74.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Efflux ratio,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Efflux ratio plus inhibitor,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Emax,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Emax,%,55,-2.7,-1.242,15.0,202.94000000000008,251.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Enantiomeric composition,%,8,14.0,14.21,50.0,85.78999999999999,86.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Enhancement,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Extraction ratio,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,F,%,31275,-100.0,0.0,38.0,130.0,18421.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,F,ml/min.kg,1,100.0,100.0,100.0,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,F,ng/mL,2,0.4,0.4025,0.525,0.6475,0.65,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,F/dose,%,9,1.0,1.0,36.0,73.92,74.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,FC,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,F_fraction,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fa,%,22,21.0,21.63,42.0,96.0,96.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fabs,%,9,12.0,12.2,48.6,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fapp,%,22,1.0,1.126,45.5,163.98999999999992,181.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fez,%,1,13.0,13.0,13.0,13.0,13.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fg,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fg,%,8,0.4,0.449,3.1,27.229999999999997,28.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fh,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fh,%,7,14.0,15.26,71.0,99.33999999999999,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Flu intensity,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Flu intensity,a.u.,2,19.7,19.794999999999998,24.45,29.105,29.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fluorescence,a.u,6,14.0,16.55,122.0,245.75000000000003,252.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fm,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fm,%,25,13.0,13.072000000000001,69.0,99.0,99.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fmax,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fmax,%,185,3.0,3.84,57.0,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fmean,%,1,70.0,70.0,70.0,70.0,70.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Formation,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Formation,%,26,0.4,0.42500000000000004,20.45,93.15,93.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Formation of NO2-,nM,36,0.1,0.1,1.55,73.04999999999998,79.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Formation of NO3-,nM,4,1.2,1.2089999999999999,2.95,7.988999999999999,8.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Formation of compound,nM,4,5.1,5.138999999999999,9.45,17.543999999999997,17.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fos,%,2,6.3,7.237,53.15,99.063,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Free,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Free,%,100,0.507,0.54066,12.45,86.04000000000002,90.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fu,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fu,%,8161,0.0,4e-05,0.044,0.97,4.91,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fu,%id,1,4.4,4.4,4.4,4.4,4.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fu,10'-5no_unit,2,5.36,5.3902,6.870000000000001,8.3498,8.38,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fu,microg.hr/ml,1,58.5,58.5,58.5,58.5,58.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fu,nM,190,0.018,0.031120000000000002,30.7,2173.539999999951,15418.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fu,ng/g,11,0.05,0.36500000000000005,33.1,4649.6,4750.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fu,ng/mL,16,1.06,1.1815,15.55,300.5349999999999,340.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fu,nmol/g,3,0.0028,0.012944,0.51,0.9313999999999999,0.94,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fu,nmol/kg,1,25.7,25.7,25.7,25.7,25.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fu,uM,38,0.013,0.01559,0.615,24.292900000000003,24.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Fu,ugml-1,4,0.8,0.8180000000000001,1.815,3.5589,3.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,GI,%,1,100.0,100.0,100.0,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,GI tolerance,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,GI50,nM,41,3300.0,3740.0,105700.0,500000.0,500000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,GT rate,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,GT rate,nmmin-1(mgofprotein)-1,26,0.0,0.0,0.057499999999999996,12.35,16.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Glucuronidation,nmol/min/mg,9,0.01,0.01,0.04,0.8448,0.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Glucuronidation rate,nmmin-1mg-1,8,0.006,0.00642,0.045,0.23497999999999997,0.241,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,HEPG2TOX ASSAY - CC50,uM,19978,-3.0,0.062440000000000016,7.53,13.3,22.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,HEPG2TOX ASSAY - CC90,uM,19978,-3.0,0.062440000000000016,7.53,13.3,22.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,HMGR activity,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Hepatic Extraction ratio,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Hepatocyte stability,ul/min/10e6cells,6,3.0,3.2,13.5,26.95,27.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Hill coefficient,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,IC,uM,32,18.0,19.24,63.5,300.0,300.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,IC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,IC50,nM,45454,0.0,0.58953,2300.0,500000.0,50000000000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,IC80,nM,1,2095.0,2095.0,2095.0,2095.0,2095.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,IC90,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,IC90,nM,29,10.0,11.120000000000001,41.0,1050.9599999999987,1406.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ID50,M,8,1e-06,4.430000000000001e-06,9.875e-05,0.0001,0.0001,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ID50,mg.kg-1,16,0.025,0.11725,6.5,74.25,75.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ID50,ugml-1,3,0.5,0.52,1.5,490.03,500.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ID50,umol,12,0.035,0.04127,0.575,7.4304000000000014,7.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,INH,10'-4/min,9,8.0,8.4,38.0,93.12,94.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,INH,10'-4m,2,25.0,25.13,31.5,37.87,38.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,INH,10'-5m,2,23.0,23.04,25.0,26.96,27.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,INH,10'-7m,5,9.0,11.04,76.0,92.56,93.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,INH,10'-8m,8,11.0,11.56,31.0,69.81,71.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,INH,nM,4,7.0,7.03,8.5,14.819999999999999,15.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,INH,pmol,1,3.6,3.6,3.6,3.6,3.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,INH,uM,177,0.04,0.188,20.0,115.72000000000025,418.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,IP,nm/s,1,15.0,15.0,15.0,15.0,15.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,IZ,mM,2,9.0,9.0,9.0,9.0,9.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Imax,%,11,20.0,21.1,56.0,109.0,110.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Inflection point,nm/s,3,20.0,20.76,58.0,129.54,131.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Inhibition,%,10212,-229.45,-22.0,33.0,107.80099999999948,1000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Intact,%,3,73.0,73.0,73.0,73.0,73.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Iron mobilization,%,10,4.5,4.8546,23.9,60.004,60.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Jss,ug/cm2.hr,10,0.06,0.0717,1.0,10.7664,11.49,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,K,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,K,/hr,8,0.0009,0.001173,0.10400000000000001,0.2765,0.28,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,K,/min,76,0.0008,0.000875,0.015349999999999999,0.313675,0.3151,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,K,10'-1/min,4,0.01379,0.0141251,0.02669,0.03462799999999999,0.03482,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,K,10'-5/s,4,7.08,7.0803,8.32,20.365499999999997,20.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,K,10'-7/s,4,2.47,2.4934000000000003,4.58,35.09729999999999,36.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,K,micromol/min,1,0.433,0.433,0.433,0.433,0.433,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,K,min,5,0.00767,0.00773,0.0134,0.289736,0.301,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,K,ml/umol/min,1,0.433,0.433,0.433,0.433,0.433,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,"K(p,uu,brain)",,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,"K(p,uu,brain)",%,1,0.28,0.28,0.28,0.28,0.28,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,KA,uM,70,0.005,0.005690000000000001,2.75,200.0,200.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ka,/hr,4,2.25,2.2515,2.66,3.7571999999999997,3.78,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ka,uM,37,0.01,0.013600000000000001,1.8,28.76000000000002,41.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kcat/Km,/m/min,2,9.2,9.944999999999999,46.45,82.955,83.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kd,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kd,nM,37,2.7,5.327999999999999,330.0,7516.000000000001,8200.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kdiss,/hr,1,0.37,0.37,0.37,0.37,0.37,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ke,/min,25,0.00909,0.0105324,0.0331,0.38055999999999995,0.388,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kel,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kel,/hr,1,0.14,0.14,0.14,0.14,0.14,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kel,/min,45,0.0005,0.0016,0.0165,0.26064000000000004,0.269,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ki,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ki,nM,2197,0.005,0.1,100.0,1100000.0,4786300923226380.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kin,hr-1,23,3.6,3.666,3000.0,266200.00000000035,330000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kin x,hr-1,2,3.0,3.022,4.1,5.178,5.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kin x10e3,hr-1,32,2.5,2.655,4.949999999999999,10.576,10.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,KinX,hr-1,1,5200.0,5200.0,5200.0,5200.0,5200.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kinact,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kinact,/hr,1,0.08,0.08,0.08,0.08,0.08,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kinact,/min,54,0.006,0.00706,0.07200000000000001,0.5263999999999999,0.59,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kinact,min-1,17,0.012,0.01264,0.14,19.488,22.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kinact,uM,2,0.35,0.3775,1.725,3.0725000000000002,3.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kis,uM,1,824.0,824.0,824.0,824.0,824.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Km,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Km,nM,416,2.3,4.705,20500.0,4625000.000000011,7400000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Km x10e3,hr-1,10,2.5,2.536,4.25,6.946,7.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Km(unbound),uM,4,17.6,17.603,17.7,210.05099999999996,216.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,KmH,uM,10,6.6,6.672,30.93,174.966,186.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,KmL,uM,10,867.0,868.26,1375.83,5502.2300000000005,5876.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kp,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kp,10'-6cm/s,20,1.0,1.0,15.0,76.58999999999995,84.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kp,10^-3cm/min,10,0.07,0.0826,0.95,1.14,1.14,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kp,10^-4cm/hr,2,3.83,3.8618,5.42,6.9782,7.01,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kp,10^-5cm/hr,1,2.87,2.87,2.87,2.87,2.87,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kp,10^-6cm/s,42,0.0,0.00041000000000000005,4.9399999999999995,33.14199999999999,34.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kp,cmhr-1,10,4000.0,5440.0,340000.0,12292700.0,12560000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kp,nm/s,2,19.0,19.24,31.0,42.76,43.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Kp,ucm/s,39,0.0,0.0,11.0,51.719999999999985,54.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ks,M,14,1.1e-06,1.178e-06,9.1e-05,0.002850299999999998,0.0032,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ks,uM,22,0.12,0.1242,0.525,92.37999999999998,97.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LBF,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LBF,%,69,11.0,14.4,48.0,92.32,93.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LC20,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LC20,uM,18,9.0,10.19,50.0,50.0,50.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LC50,nM,20,90.0,124.2,95000.0,561999.9999999998,600000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LC50,ug/mL,1,20.0,20.0,20.0,20.0,20.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LM,ul/min/mgprotein,46,0.0,0.9,28.0,450.99999999999994,460.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LUCIFERASE EXPRESSION CONTROL - IC50,uM,19978,-3.0,0.71754,10.0,14.0,22.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LUCIFERASE EXPRESSION CONTROL - IC90,uM,19978,-3.0,0.71754,10.0,14.0,22.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LUCIFERASE INFECTION ASSAY - IC50,uM,19978,-3.0,0.062440000000000016,7.53,13.3,22.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LUCIFERASE INFECTION ASSAY - IC90,uM,19978,-3.0,0.36431,10.0,13.8,22.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LambdaZ,h,2,0.42,0.42469999999999997,0.655,0.8853,0.89,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LambdaZ,min,4,12.55,12.600100000000001,23.66,33.1873,33.19,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Log 1/Km,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Log BB,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Log ESA,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Log Pe,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Log Pe,cms-1,64,-5.3,-5.3,-4.2,-3.4260000000000006,-3.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,"Log Pe,max",,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Log Po,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Log k,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LogD,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LogD,none,100,-1.5,-0.8367,2.7,4.672300000000001,4.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LogP,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,LogP app,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Logit bioavailability,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,MED,mg,2,75.0,77.94,222.0,366.06,369.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,MET,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,MET,%,16,0.0,0.0,37.0,90.7,91.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,MF,%,35,1.0,2.02,42.0,96.93999999999997,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,MIC,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,MIC,nM,79,9.0,9.0,390.0,200000.0,200000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,MIC,ug/mL,506,0.004,0.008,2.8,1024.0,1024.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Max response,%,4,51.0,51.03,53.5,56.94,57.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Mean,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Mean response,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Mem Rec,%,2,76.1,76.223,82.25,88.277,88.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Metabolic rate,nmol/min*mgofprotein,2,0.012,0.01408,0.116,0.21792,0.22,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Metabolic stability,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Metabolic stability,%,63,23.0,23.62,75.0,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Metabolic stability,mgml-1,21,19.0,20.4,62.0,88.0,90.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Metabolic turnover,%,18,25.0,25.34,73.5,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Metabolism,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Metabolism,%,88,0.0,4.35,55.0,98.13,99.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Metabolism,pmmin-1,21,2.0,3.4000000000000004,208.0,583.6,591.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Metabolism,pmmin-1mg-1,55,14.0,18.86,124.0,472.62000000000023,606.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Metabolite levels,ug,15,1.4,1.54,7.7,133.32,135.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Microsomal stability,pgmin-1(mgofprotein)-1,8,18.9,19.054,43.3,91.286,92.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,NA,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,NADPH oxidation,nmmin-1(mgofprotein)-1,4,10.01,11.6387,64.65,86.43699999999998,87.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,ND,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,NOAEL,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,NOAEL,nM,1,600.0,600.0,600.0,600.0,600.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,NOAEL,ng/mL,6,370.0,407.05,10000.0,10000.0,10000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,NOAEL,uM,3,6.0,39.22,1667.0,4933.34,5000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,NOAEL,ug/l,3,41.0,106.84,3333.0,9866.66,10000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,NOEC,uM,27,0.1,0.1,10.0,30.0,30.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,NOL,mM,2,10.0,10.0,10.0,10.0,10.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,NT,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Net grain counts,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,O2 consumption,%,10,8.0,9.53,66.0,108.19,109.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,OD,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,OSAV,%,12,3.0,3.88,28.2,61.010000000000005,62.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Observed at,ugml-1,12,1.0,1.99,30.0,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Oral activity,%,1,40.0,40.0,40.0,40.0,40.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Oxidation,%,1,100.0,100.0,100.0,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,P,cms-1,77,1.2e-07,1.352e-07,5.19e-06,0.00034224,0.000343,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,P,pcms-1,1,2.4e-07,2.4e-07,2.4e-07,2.4e-07,2.4e-07,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PB,pmol,72,1.4,1.4,34.2,1117.4450000000038,1558.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PB,pmol/mg.hr,2,72.0,73.35,139.5,205.65,207.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PB,pmolequiv,2,2000.0,2000.0,2000.0,2000.0,2000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PCaco-2,cms-1,1,580000.0,580000.0,580000.0,580000.0,580000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PDR,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PPB,%,13746,0.0,0.7,94.68,99.99,9949.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PPB,%id,1,4.6,4.6,4.6,4.6,4.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PPB,l/hr/kg,1,1.7,1.7,1.7,1.7,1.7,exact when group <=200000; deterministic first-200000 otherwise
