structure_id,standard_inchi_key,smiles,compound_ids,endpoint,assay_family,p_activity_median,value_nm_median,n_measurements,sources,activity_range_log10
STR-A814A4A72CF8681234C9,FZCLCVXNMVHYFD-BSGLOOBLSA-N,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(OC)CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,CHEMBL5081367,IC50,biochemical_binding,8.568636235841012,2.7,1,ChEMBL,0.0
STR-A814A4A72CF8681234C9,FZCLCVXNMVHYFD-BSGLOOBLSA-N,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(OC)CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,50582746,IC50,biochemical_inhibition,8.568636235841012,2.7,1,BindingDB,0.0
STR-B56EF6AC340F28C175E6,IFDKQQVTCZCWIE-GSBZAIBZSA-N,CNC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,CHEMBL4458829,Ki,biochemical_binding,8.568636235841012,2.7,1,BindingDB;ChEMBL,0.0
STR-B56EF6AC340F28C175E6,IFDKQQVTCZCWIE-GSBZAIBZSA-N,CNC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,155526758,Ki,cellular_functional,8.568636235841012,2.7,1,PubChem,0.0
STR-C16923E52D20199D1E6F,HFHVSSGMYSWPIR-SZDLQPMWSA-N,C=CC(=O)N1C[C@@H]2C[C@H]1CN2S(=O)(=O)c1ccc(N2CC(CN3CCC([C@@](CN4CCC4)(c4cccc(F)c4)[C@H]4CCC[C@@H]4NC(=O)OC)CC3)(OC)C2)cc1,CHEMBL5094183,IC50,biochemical_binding,8.568636235841012,2.7,1,ChEMBL,0.0
STR-C16923E52D20199D1E6F,HFHVSSGMYSWPIR-SZDLQPMWSA-N,C=CC(=O)N1C[C@@H]2C[C@H]1CN2S(=O)(=O)c1ccc(N2CC(CN3CCC([C@@](CN4CCC4)(c4cccc(F)c4)[C@H]4CCC[C@@H]4NC(=O)OC)CC3)(OC)C2)cc1,50582751,IC50,biochemical_inhibition,8.568636235841012,2.7,1,BindingDB,0.0
STR-EE40493687FAFB4EE02B,BFYBPKVANYUFNH-UHFFFAOYSA-N,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CCN5CCOCC5)Cc5ccccc54)CC3)C2)cc1,CHEMBL4444304,Ki,biochemical_binding,8.568636235841012,2.7,1,BindingDB;ChEMBL,0.0
STR-EE40493687FAFB4EE02B,BFYBPKVANYUFNH-UHFFFAOYSA-N,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CCN5CCOCC5)Cc5ccccc54)CC3)C2)cc1,132104735,Ki,cellular_functional,8.568636235841012,2.7,1,PubChem,0.0
STR-93E40DC911AC439ED16C,LZJNITGWXZKPLE-IWQNTTPNSA-N,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,CHEMBL5071412,IC50,biochemical_binding,8.55284196865778,2.8,1,ChEMBL,0.0
STR-93E40DC911AC439ED16C,LZJNITGWXZKPLE-IWQNTTPNSA-N,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,50582738,IC50,biochemical_inhibition,8.55284196865778,2.8,1,BindingDB,0.0
STR-EF3629BE766B7858BC20,MSVDVSSBJLJMCV-VXMGAWDISA-N,C=CC(=O)N1CC(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](CN5CCC5)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)(OC)C3)cc2)C1,CHEMBL5079678,IC50,biochemical_binding,8.55284196865778,2.8,1,ChEMBL,0.0
STR-EF3629BE766B7858BC20,MSVDVSSBJLJMCV-VXMGAWDISA-N,C=CC(=O)N1CC(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](CN5CCC5)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)(OC)C3)cc2)C1,50582747,IC50,biochemical_inhibition,8.55284196865778,2.8,1,BindingDB,0.0
STR-2FF2DB436296505D61BF,HDZDPXBIYCSDDH-VTTCKZLXSA-N,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)[C@@H](C)O,CHEMBL2314823,Ki,biochemical_binding,8.537602002101044,2.9,1,BindingDB;ChEMBL;PubChem,0.0
STR-AC15064651DFC45CB1E4,LIAWNGIPPNVPIC-YSJNHPSYSA-N,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(C)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,CHEMBL5090509,IC50,biochemical_binding,8.537602002101044,2.9,1,ChEMBL,0.0
STR-AC15064651DFC45CB1E4,LIAWNGIPPNVPIC-YSJNHPSYSA-N,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(C)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,50582735,IC50,biochemical_inhibition,8.537602002101044,2.9,1,BindingDB,0.0
STR-7E1F0EE1EE4F776E8704,PFCVKXYYUQIAHS-AREMUKBSSA-N,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCNCCOC)C(C)C)C2)C(C)C,156498056,IC50,biochemical_binding,8.527758663924915,40.055,4,PubChem,3.0871501757189
STR-1626E26FA9CDEFB597A0,XOGANROEWWVGCF-VEZYWKGHSA-N,C=CC(=O)N1CCC[C@H](S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](CN5CCC5)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)(OC)C3)cc2)C1,CHEMBL5079839,IC50,biochemical_binding,8.522878745280337,3.0,1,ChEMBL,0.0
STR-1626E26FA9CDEFB597A0,XOGANROEWWVGCF-VEZYWKGHSA-N,C=CC(=O)N1CCC[C@H](S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](CN5CCC5)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)(OC)C3)cc2)C1,50582749,IC50,biochemical_inhibition,8.522878745280337,3.0,1,BindingDB,0.0
STR-32FEF1FCB73DC9ADA20D,CMKBAOQEJWGPEB-LPHAKTNPSA-N,CC(=O)O[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)CN(C)Cc2ccc(F)cc21,CHEMBL5974610,IC50,biochemical_binding,8.522878745280337,3.0,1,ChEMBL;PubChem,0.0
STR-32FEF1FCB73DC9ADA20D,CMKBAOQEJWGPEB-LPHAKTNPSA-N,CC(=O)O[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)CN(C)Cc2ccc(F)cc21,480255,IC50,biochemical_inhibition,8.522878745280337,3.0,1,BindingDB,0.0
STR-4ED5D5CE4BFD95B4D0C2,MJBBPCAFFYHQRO-YFTHYISFSA-N,C=CC(=O)Nc1cccc(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5OC(=O)NC)CC4)C3)cc2)c1,CHEMBL5763217,IC50,biochemical_binding,8.522878745280337,3.0,1,ChEMBL;PubChem,0.0
STR-4ED5D5CE4BFD95B4D0C2,MJBBPCAFFYHQRO-YFTHYISFSA-N,C=CC(=O)Nc1cccc(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5OC(=O)NC)CC4)C3)cc2)c1,506335,IC50,biochemical_inhibition,8.522878745280337,3.0,1,BindingDB,0.0
STR-593538869CBBD1EB1B7D,PZUFBLHEYURQFK-JTTVYFNNSA-N,CC(=O)O[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccncc5)cc4)C3)CC2)CN(C)Cc2ccccc21,CHEMBL6047118,IC50,biochemical_binding,8.522878745280337,3.0,1,ChEMBL;PubChem,0.0
STR-593538869CBBD1EB1B7D,PZUFBLHEYURQFK-JTTVYFNNSA-N,CC(=O)O[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccncc5)cc4)C3)CC2)CN(C)Cc2ccccc21,480146,IC50,biochemical_inhibition,8.522878745280337,3.0,1,BindingDB,0.0
