dataset,task_scope,evidence_domain,endpoint,unit,relation,assay_family,observation_kind,measure_role,rows,minimum,p01,q1,median,q3,p99,maximum,mean,population_sd,iqr,quantile_method
observations,,pk_adme,permeability,10^-5cm/s,=,pk_adme,experimental_summary,exact_value,29,0.19,0.2404,1.8899999999999999,4.9000000000000004,6.7999999999999998,133.88,135,14.866517241379311,32.961126555928111,4.9100000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,10^-5cm/s,>,pk_adme,experimental_summary,lower_censor_bound,2,2,2,2,2,2,2,2,2,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,10^-6cm/min,=,pk_adme,experimental_summary,exact_value,1,28,28,28,28,28,28,28,28,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,10^-6cm/s,<,pk_adme,experimental_summary,upper_censor_bound,208,0,0.0020699999999999998,1,1,3.8250000000000002,24.537000000000006,26,3.6548653846153845,5.7511626066415946,2.8250000000000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,10^-6cm/s,=,pk_adme,experimental_summary,exact_value,3354,-4.5,0,2.1000000000000001,8.3000000000000007,21.899999999999999,1026.8799999999992,2323,53.655231961836606,184.85139056103287,19.799999999999997,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,10^-6cm/s,>,pk_adme,experimental_summary,lower_censor_bound,76,3.5,3.5,45,1000,1000,1800,1800,667.59078947368425,524.29309530413161,955,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,10^-6m/s,=,pk_adme,experimental_summary,exact_value,1,2.5099999999999998,2.5099999999999998,2.5099999999999998,2.5099999999999998,2.5099999999999998,2.5099999999999998,2.5099999999999998,2.5099999999999998,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,10^-7cm/s,=,pk_adme,experimental_summary,exact_value,58,1.1000000000000001,1.556,6.8000000000000007,38.5,126.75,347.51999999999998,384,84.412068965517236,100.03159686609752,119.95,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,10^-8cm/s,=,pk_adme,experimental_summary,exact_value,1,3.1000000000000001,3.1000000000000001,3.1000000000000001,3.1000000000000001,3.1000000000000001,3.1000000000000001,3.1000000000000001,3.1000000000000001,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,10^4cm2/sec,=,pk_adme,experimental_summary,exact_value,2,0.17999999999999999,0.18209999999999998,0.23249999999999998,0.28500000000000003,0.33750000000000002,0.38790000000000002,0.39000000000000001,0.28500000000000003,0.1049999999999999,0.10500000000000004,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,10^6cm/s,=,pk_adme,experimental_summary,exact_value,26,0.002,0.0040000000000000001,2.4775,8.6699999999999999,21.675000000000001,42.049999999999997,42.399999999999999,13.378538461538461,12.984315136202335,19.197500000000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,10^6m/s,=,pk_adme,experimental_summary,exact_value,3,0.01,0.0118,0.055000000000000007,0.10000000000000001,1.9399999999999999,3.7063999999999999,3.7799999999999998,1.2966666666666666,1.7563661982121559,1.885,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,a.u.,=,pk_adme,experimental_summary,exact_value,8,3.5,3.5140000000000002,7.6749999999999998,27.699999999999999,54.475000000000001,98.085999999999999,99.5,37.075000000000003,34.736067350809876,46.800000000000004,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,cm/hr,=,pk_adme,experimental_summary,exact_value,2,0.014999999999999999,0.01504,0.016,0.017000000000000001,0.017999999999999999,0.018959999999999998,0.019,0.017000000000000001,0.0019999999999999836,0.0019999999999999983,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,cm/min,=,pk_adme,experimental_summary,exact_value,1,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,cm/s,<,pk_adme,experimental_summary,upper_censor_bound,2,1,1.1400000000000001,4.5,8,11.5,14.859999999999999,15,8,7,7,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,cm/s,=,pk_adme,experimental_summary,exact_value,92,0,0,0.9850000000000001,9.3500000000000014,20.859999999999999,65.865600000000029,73,14.895616304347826,16.308161809480268,19.875,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,cm/s,>,pk_adme,experimental_summary,lower_censor_bound,5,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,microg/cm2,=,pk_adme,experimental_summary,exact_value,1,265.69999999999999,265.69999999999999,265.69999999999999,265.69999999999999,265.69999999999999,265.69999999999999,265.69999999999999,265.69999999999999,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,microg/cm2/h,=,pk_adme,experimental_summary,exact_value,8,0.0050000000000000001,0.0088500000000000002,0.075749999999999998,523.34900000000005,2391.0549999999998,3288.4818999999998,3334.8800000000001,1168.8955000000001,1308.7438329896727,2390.9792499999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,min,=,pk_adme,experimental_summary,exact_value,3,1.6000000000000001,1.6440000000000001,2.7000000000000002,3.7999999999999998,4.0499999999999998,4.29,4.2999999999999998,3.2333333333333329,1.1728408057172788,1.3499999999999996,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,ml/min,=,pk_adme,experimental_summary,exact_value,10,2.6000000000000001,2.8978999999999999,7.125,9.4900000000000002,15.522499999999999,36.259399999999999,37.280000000000001,13.491999999999999,10.071408838886448,8.3974999999999991,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,molefraction,=,pk_adme,experimental_summary,exact_value,9,0.12,0.12720000000000001,0.46000000000000002,0.59999999999999998,0.88,0.91760000000000008,0.92000000000000004,0.5855555555555555,0.27552419176347043,0.41999999999999998,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,nanometer/sec,=,pk_adme,experimental_summary,exact_value,3,257,258.06,283.5,310,366,419.75999999999999,422,329.66666666666669,68.78145744958357,82.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,ng/cm2/min,=,pk_adme,experimental_summary,exact_value,18,0.23999999999999999,0.72110000000000007,5.2599999999999998,9.879999999999999,52.607500000000002,80.184399999999982,82.340000000000003,27.902222222222221,27.267222805158813,47.347500000000004,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,ng/ul,=,pk_adme,experimental_summary,exact_value,10,2.2999999999999998,2.5069999999999997,7.0499999999999998,11.15,13.100000000000001,37.256999999999998,38.399999999999999,13.49,10.268052395659073,6.0500000000000016,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,nm/s,<,pk_adme,experimental_summary,upper_censor_bound,307,0.002,0.068040000000000003,3,10,15,30,180,10.201905537459284,11.904475237694768,12,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,nm/s,<=,pk_adme,experimental_summary,upper_censor_bound,24,1,1,1,1,1,1,1,1,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,nm/s,=,pk_adme,experimental_summary,exact_value,3149,0,0,30,128,298,1000,3291,206.37875293744045,255.70018786279161,268,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,nm/s,>,pk_adme,experimental_summary,lower_censor_bound,41,4,14.4,30,100,250,600,600,174.96097560975608,182.44909063138388,220,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,nm/s,interval,pk_adme,experimental_summary,lower_censor_bound,8,3,3,8.25,15,43,173.5,177,45.625,62.846912215318902,34.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,nm/s,interval,pk_adme,experimental_summary,upper_censor_bound,8,10,10.699999999999999,21.5,31.5,99.25,409.95999999999992,422,104.5,140.87760645326139,77.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,nmol/cm2/hr,=,pk_adme,experimental_summary,exact_value,2,0.17999999999999999,0.2122,0.98499999999999988,1.7899999999999998,2.5950000000000002,3.3677999999999999,3.3999999999999999,1.79,1.6099999999999999,1.6100000000000003,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,nmol/sec,=,pk_adme,experimental_summary,exact_value,1,175,175,175,175,175,175,175,175,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,omegacm2,=,pk_adme,experimental_summary,exact_value,2,1276,1276,1276,1276,1276,1276,1276,1276,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,pmol/min,>,pk_adme,experimental_summary,lower_censor_bound,1,5.2999999999999998,5.2999999999999998,5.2999999999999998,5.2999999999999998,5.2999999999999998,5.2999999999999998,5.2999999999999998,5.2999999999999998,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,pmol/min/cm2,=,pk_adme,experimental_summary,exact_value,8,2.5,2.556,3.4500000000000002,4.4500000000000002,7.4249999999999998,26.585999999999995,28,7.6624999999999996,7.8862122562102019,3.9749999999999996,exact_linear_order_statistics_disk_backed
observations,,pk_adme,permeability,pmol/s,=,pk_adme,experimental_summary,exact_value,31,0.029999999999999999,0.033000000000000002,0.21000000000000002,0.81999999999999995,3.5649999999999995,18.140000000000001,18.800000000000001,3.5409677419354839,5.3785346096633528,3.3549999999999995,exact_linear_order_statistics_disk_backed
