dataset,task_scope,evidence_domain,endpoint,unit,relation,assay_family,observation_kind,measure_role,rows,minimum,p01,q1,median,q3,p99,maximum,mean,population_sd,iqr,quantile_method
observations,,other,Total CL,l/hr,=,pk_adme,experimental_summary,exact_value,2,7,7.4500000000000002,18.25,29.5,40.75,51.549999999999997,52,29.5,22.5,22.5,exact_linear_order_statistics_disk_backed
observations,,other,Vd app,l,=,pk_adme,experimental_summary,exact_value,1,197,197,197,197,197,197,197,197,0,0,exact_linear_order_statistics_disk_backed
observations,,other,Vd(app),l,=,pk_adme,experimental_summary,exact_value,1,49,49,49,49,49,49,49,49,0,0,exact_linear_order_statistics_disk_backed
observations,,other,Vd/F,l,=,pk_adme,experimental_summary,exact_value,18,19.800000000000001,20.140000000000001,69,86,101.5,111.83,112,80.316666666666663,28.361637822946697,32.5,exact_linear_order_statistics_disk_backed
observations,,other,Vss,l,=,other_bioactivity,experimental_summary,exact_value,2,20,21.879999999999999,67,114,161,206.12,208,114,94,94,exact_linear_order_statistics_disk_backed
observations,,other,Vss,l,=,pk_adme,experimental_summary,exact_value,5,17,18.48,54,105,115,392.44,404,139,137.16121900887291,61,exact_linear_order_statistics_disk_backed
observations,,other,Vss,l/m2,interval,pk_adme,experimental_summary,lower_censor_bound,1,809,809,809,809,809,809,809,809,0,0,exact_linear_order_statistics_disk_backed
observations,,other,Vss,l/m2,interval,pk_adme,experimental_summary,upper_censor_bound,1,1214,1214,1214,1214,1214,1214,1214,1214,0,0,exact_linear_order_statistics_disk_backed
observations,,other,Vss/F,l,=,pk_adme,experimental_summary,exact_value,1,70,70,70,70,70,70,70,70,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,% bound,none,=,pk_adme,experimental_summary,exact_value,10,35.600000000000001,36.689,50.100000000000001,59.799999999999997,70.5,95.63600000000001,97.400000000000006,61.929999999999993,16.687363482587671,20.399999999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,% remaining,%,=,pk_adme,experimental_summary,exact_value,19,0,0,0,1.05,34.18,110.9494,112.33,22.788152631578946,35.392933289412582,34.18,exact_linear_order_statistics_disk_backed
observations,,pk_adme,% turnover,%,=,pk_adme,experimental_summary,exact_value,24,3.5,4.5579999999999998,18.149999999999999,43.799999999999997,82.5,98.908000000000001,99,49.1875,31.978290976066869,64.349999999999994,exact_linear_order_statistics_disk_backed
observations,,pk_adme,%R,%,=,pk_adme,experimental_summary,exact_value,2,97,97.170000000000002,101.25,105.5,109.75,113.83,114,105.5,8.5,8.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,A,%,=,pk_adme,experimental_summary,exact_value,1,2.1000000000000001,2.1000000000000001,2.1000000000000001,2.1000000000000001,2.1000000000000001,2.1000000000000001,2.1000000000000001,2.1000000000000001,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AC50,nM,>,pk_adme,experimental_summary,lower_censor_bound,1,50000,50000,50000,50000,50000,50000,50000,50000,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,%,<,other_bioactivity,experimental_summary,upper_censor_bound,3,1,1.1799999999999999,5.5,10,10,10,10,7,4.2426406871192848,4.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,%,=,other_bioactivity,experimental_summary,exact_value,59,-10950,-9163.6000000000004,0.5,35,70,1379.6600000000051,3133,-473.30027118644068,2033.5675912453676,69.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,%.hr,=,other_bioactivity,experimental_summary,exact_value,2,50.299999999999997,50.699999999999996,60.299999999999997,70.299999999999997,80.299999999999997,89.900000000000006,90.299999999999997,70.299999999999997,20,20,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,%id/g/hr,=,other_bioactivity,experimental_summary,exact_value,24,6.0999999999999996,7.5259999999999998,27.850000000000001,136.15000000000001,724.22500000000002,1706.1200000000001,1737.4000000000001,414.70000000000005,527.9888824587124,696.375,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,(umol/l).min,=,other_bioactivity,experimental_summary,exact_value,2,454,459.66000000000003,595.5,737,878.5,1014.34,1020,737,283,283,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,/hr,<,other_bioactivity,experimental_summary,upper_censor_bound,1,3,3,3,3,3,3,3,3,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,/hr,=,other_bioactivity,experimental_summary,exact_value,4,25,25.510000000000002,37.75,49,63.5,85.099999999999994,86,52.25,22.364872009470567,25.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,0-24hr,=,other_bioactivity,experimental_summary,exact_value,8,996,1037.0899999999999,1602.5,2676,4002.5,14762.299999999997,15400,4308.75,4459.772100399302,2400,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,0-infinity,=,other_bioactivity,experimental_summary,exact_value,2,828,872.12,1931,3034,4137,5195.8800000000001,5240,3034,2206,2206,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,0-tidc,=,other_bioactivity,experimental_summary,exact_value,2,525,567.38999999999999,1584.75,2644.5,3704.25,4721.6099999999997,4764,2644.5,2119.5,2119.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,0-tldc,=,other_bioactivity,experimental_summary,exact_value,1,61.369999999999997,61.369999999999997,61.369999999999997,61.369999999999997,61.369999999999997,61.369999999999997,61.369999999999997,61.369999999999997,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,10^4nm.min,=,other_bioactivity,experimental_summary,exact_value,4,0.40000000000000002,0.44500000000000001,1.5249999999999999,2.7999999999999998,6.3250000000000002,13.884999999999998,14.199999999999999,5.0499999999999998,5.4104066390614305,4.8000000000000007,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,10^6nm,=,other_bioactivity,experimental_summary,exact_value,1,2,2,2,2,2,2,2,2,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,au.min,=,other_bioactivity,experimental_summary,exact_value,22,150,150,230,540,972.5,1179,1200,608.31818181818187,375.38808843934925,742.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,cm2,=,other_bioactivity,experimental_summary,exact_value,7,349,349.06,350,355,368.5,373.75999999999999,374,359.28571428571428,9.9097972548709592,18.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,fmol,=,other_bioactivity,experimental_summary,exact_value,4,0.84999999999999998,15.884499999999999,376.71249999999998,564.5,3441,11545.319999999998,11883,3253.2125000000001,4987.9168107005098,3064.2874999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,g.hr,=,other_bioactivity,experimental_summary,exact_value,10,6.2999999999999998,6.633,18.25,48.450000000000003,166.375,480.11300000000006,510.19999999999999,116.35999999999999,147.04927881496053,148.125,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,g.hr,interval,other_bioactivity,experimental_summary,lower_censor_bound,2,5.7999999999999998,5.9219999999999997,8.8499999999999996,11.899999999999999,14.949999999999999,17.878,18,11.9,6.0999999999999988,6.0999999999999996,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,g.hr,interval,other_bioactivity,experimental_summary,upper_censor_bound,2,17,17.100000000000001,19.5,22,24.5,26.899999999999999,27,22,5,5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,g/hr,=,other_bioactivity,experimental_summary,exact_value,3,21.859999999999999,32.105599999999995,278,534.13999999999999,829.53500000000008,1113.1142,1124.9300000000001,560.31000000000006,450.70648830475017,551.53500000000008,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,h,=,other_bioactivity,experimental_summary,exact_value,21,0,0,2,6.9000000000000004,369,699.00000000000011,727,184.64142857142855,230.16925644456711,367,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,h.fmol/millioncells,=,other_bioactivity,experimental_summary,exact_value,12,688,691.40999999999997,806.25,930.5,1072.75,1832.52,1851,1038,355.70141973289901,266.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr.%id/ml,=,other_bioactivity,experimental_summary,exact_value,4,3.1000000000000001,3.367,9.7750000000000004,14.5,19.5,26.699999999999996,27,14.775,8.6372376950041136,9.7249999999999996,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr.fmol,=,other_bioactivity,experimental_summary,exact_value,3,1.3200000000000001,1.3200000000000001,1.3200000000000001,1.3200000000000001,526.16000000000008,1030.0064,1051,351.21333333333337,494.8238973839301,524.84000000000003,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr.kg.ng/ml/mg,=,other_bioactivity,experimental_summary,exact_value,5,1795,1865.9200000000001,3568,4110,5066,7427.6000000000004,7526,4413,1885.5734406275453,1498,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr.ng/g,=,other_bioactivity,experimental_summary,exact_value,116,1.26,8.4030000000000005,99.074999999999989,661.85000000000002,3695,672219.14999999804,1650000,28807.611810344828,169092.47992834225,3595.9250000000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr.ng/l,=,other_bioactivity,experimental_summary,exact_value,4,30.100000000000001,32.5411,91.127499999999998,448.93499999999995,20118.395000000004,75794.540599999978,78114.380000000005,19760.587500000001,33691.856753281922,20027.267500000005,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr.nmol/g,=,other_bioactivity,experimental_summary,exact_value,1,0.091999999999999998,0.091999999999999998,0.091999999999999998,0.091999999999999998,0.091999999999999998,0.091999999999999998,0.091999999999999998,0.091999999999999998,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr.nmol/ml,=,other_bioactivity,experimental_summary,exact_value,4,0.14999999999999999,0.25559999999999999,2.79,3.8200000000000003,6.5775000000000006,14.087099999999998,14.4,5.5475000000000003,5.3271304423676353,3.7875000000000005,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr.sec,=,other_bioactivity,experimental_summary,exact_value,12,5.4000000000000004,5.4000000000000004,7.0225,11.65,22.75,42.456000000000003,42.5,17.452500000000001,14.332445200197578,15.727499999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr.ug/g,=,other_bioactivity,experimental_summary,exact_value,2,4,4.0910000000000002,6.2750000000000004,8.5500000000000007,10.824999999999999,13.009,13.1,8.5500000000000007,4.5499999999999989,4.5499999999999989,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr/l.kg,=,other_bioactivity,experimental_summary,exact_value,4,4.6399999999999997,4.7995999999999999,8.6300000000000008,10.074999999999999,10.459999999999999,11.237599999999999,11.27,9.0150000000000006,2.5738735400170669,1.8299999999999983,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr/ml,=,other_bioactivity,experimental_summary,exact_value,13,898,997.52080000000001,2061.9899999999998,4693,17568.450000000001,22741.560000000001,22764.75,10033.972307692307,8384.0982023077977,15506.460000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr/ng.ml,=,other_bioactivity,experimental_summary,exact_value,2,353.01999999999998,374.12739999999997,880.70500000000004,1408.3900000000001,1936.0750000000003,2442.6526000000003,2463.7600000000002,1408.3900000000001,1055.3700000000001,1055.3700000000003,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,hr/ug/ml,=,other_bioactivity,experimental_summary,exact_value,8,24.640000000000001,24.931899999999999,56.612499999999997,73.060000000000002,106.19,123.04069999999999,123.88,75.688749999999999,34.335476710503087,49.577500000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,l/hr.kg,=,other_bioactivity,experimental_summary,exact_value,1,5900,5900,5900,5900,5900,5900,5900,5900,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,l/hr/kg,=,other_bioactivity,experimental_summary,exact_value,2,2581,2753.1900000000001,6885.75,11190.5,15495.25,19627.810000000001,19800,11190.5,8609.5,8609.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mM,=,other_bioactivity,experimental_summary,exact_value,3,614,614.55999999999995,628,642,715,785.07999999999993,788,681.33333333333337,76.286011532623093,87,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mg.hr,=,other_bioactivity,experimental_summary,exact_value,1,1200,1200,1200,1200,1200,1200,1200,1200,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mg.hr/kg,=,other_bioactivity,experimental_summary,exact_value,3,4.0999999999999996,4.0999999999999996,4.0999999999999996,4.0999999999999996,14.65,24.777999999999999,25.199999999999999,11.133333333333333,9.946635388690769,10.550000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mg/dl,=,other_bioactivity,experimental_summary,exact_value,19,125.5,129.55000000000001,165.55000000000001,232,293.55000000000001,36283.940000000002,36683,6308.1263157894737,12628.621911433529,128,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mg/dl.hr,=,other_bioactivity,experimental_summary,exact_value,3,644,654.34000000000003,902.5,1161,1186.5,1210.98,1212,1005.6666666666666,256.58310328018263,284,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mg/l,=,other_bioactivity,experimental_summary,exact_value,4,0.0070000000000000001,0.30079,7.3517500000000009,88.149999999999991,269.625,566.62499999999989,579,188.82675,234.75366024129954,262.27325000000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mghr-1kg-1,=,other_bioactivity,experimental_summary,exact_value,20,3,3.1899999999999999,7.75,17.5,61.75,167.82999999999993,176,40.850000000000001,48.461866451881519,54,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mgkg-1,=,other_bioactivity,experimental_summary,exact_value,14,0.01,0.0126,0.032500000000000001,1.1499999999999999,2079.5250000000001,5700.4399999999996,5793,1190.3150000000001,2005.2725350960936,2079.4925000000003,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mgml-1,=,other_bioactivity,experimental_summary,exact_value,2,0.34000000000000002,0.34000000000000002,0.34000000000000002,0.34000000000000002,0.34000000000000002,0.34000000000000002,0.34000000000000002,0.34000000000000002,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,microg.hr/ml.g,=,other_bioactivity,experimental_summary,exact_value,4,216,217.5,253.5,282,319,379.47999999999996,382,290.5,60.371764923679351,65.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,microm.hr'2,=,other_bioactivity,experimental_summary,exact_value,2,464,465.22000000000003,494.5,525,555.5,584.77999999999997,586,525,61,61,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,microm.hr.kg/umol,=,other_bioactivity,experimental_summary,exact_value,3,0.070000000000000007,0.078800000000000009,0.29000000000000004,0.51000000000000001,0.53000000000000003,0.54920000000000002,0.55000000000000004,0.37666666666666671,0.21746008573733452,0.23999999999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,microm.hr/mg/kg,=,other_bioactivity,experimental_summary,exact_value,54,0,0.00265,0.060749999999999998,0.22,1.175,22.101999999999993,25.600000000000001,1.9278518518518519,4.781165263233266,1.11425,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,microm/hr/mg,=,other_bioactivity,experimental_summary,exact_value,7,0.040000000000000001,0.097599999999999992,1.2,2.1000000000000001,17.049999999999997,68.965999999999966,71.599999999999994,15.748571428571427,24.512559712797632,15.849999999999998,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,microm/l.hr,=,other_bioactivity,experimental_summary,exact_value,11,1.3400000000000001,1.3680000000000001,3.6899999999999999,9.2699999999999996,47.234999999999999,54.258000000000003,54.649999999999999,22.238181818181818,21.472394039443387,43.545000000000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,microm/mg/kg,=,other_bioactivity,experimental_summary,exact_value,3,0.62,0.623,0.69500000000000006,0.77000000000000002,1.5249999999999999,2.2497999999999996,2.2799999999999998,1.2233333333333334,0.74968141381671027,0.82999999999999985,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,micromol.hr/l/mg/kg,=,other_bioactivity,experimental_summary,exact_value,9,0.039,0.048680000000000001,0.41999999999999998,0.42999999999999999,1.5,3.4367999999999999,3.5,1.1421111111111111,1.1488719534535163,1.0800000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,min,=,other_bioactivity,experimental_summary,exact_value,7,128,128.36000000000001,146,192,226,232.88,233,185.28571428571428,41.992224741915145,80,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,min.g.nm/mg,=,other_bioactivity,experimental_summary,exact_value,18,340,377.39999999999998,2425,4050,8375,32809.999999999985,34000,7252.7777777777774,8836.5137705592897,5950,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,min.ng/g,=,other_bioactivity,experimental_summary,exact_value,1,399,399,399,399,399,399,399,399,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,min.sec,=,other_bioactivity,experimental_summary,exact_value,5,114.90000000000001,116.7,159.90000000000001,267.69999999999999,370.69999999999999,383.46800000000002,384,259.44,108.40870075782664,210.79999999999998,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ml/min.kg,=,other_bioactivity,experimental_summary,exact_value,5,0.40000000000000002,0.40760000000000002,0.58999999999999997,0.59999999999999998,1.8,2.1840000000000002,2.2000000000000002,1.1179999999999999,0.73464004791462345,1.21,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ml/min.kg,=,pk_adme,experimental_summary,exact_value,2,4.0199999999999996,4.5097999999999994,16.265000000000001,28.510000000000002,40.754999999999995,52.510199999999998,53,28.509999999999998,24.490000000000006,24.489999999999995,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mm.min,=,other_bioactivity,experimental_summary,exact_value,7,722.87,764.75779999999997,1493,2056,2405.5,3503.4799999999996,3569,2020.6957142857143,841.47072343363072,912.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mmhg,=,other_bioactivity,experimental_summary,exact_value,2,460,489.39999999999998,1195,1930,2665,3370.5999999999999,3400,1930,1470,1470,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mmhg.day,=,other_bioactivity,experimental_summary,exact_value,2,248.80000000000001,251.81400000000002,324.15000000000003,399.5,474.85000000000002,547.18600000000004,550.20000000000005,399.5,150.70000000000007,150.69999999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mmhg.hr,=,other_bioactivity,experimental_summary,exact_value,11,-606,-603.5,-401,75.200000000000003,113.90000000000001,2601,2658,270.19090909090909,1034.1677061593105,514.89999999999998,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mmhghr-1,=,other_bioactivity,experimental_summary,exact_value,19,0,0,75.5,109,136.5,202.09999999999999,203,103.94736842105263,54.922408123892595,61,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,mumindl-1,=,other_bioactivity,experimental_summary,exact_value,2,30,30.079999999999998,32,34,36,37.920000000000002,38,34,4,4,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nM,=,other_bioactivity,experimental_summary,exact_value,30,0,14.499999999999998,569.25,1581,3277.5,7025.4600000000028,7932,2033.1666666666667,1896.3578087715644,2708.25,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng,=,other_bioactivity,experimental_summary,exact_value,3,372,372.56,386,400,1745.5,3037.1799999999998,3091,1287.6666666666667,1275.2004635437606,1359.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng*h/mL,<,other_bioactivity,experimental_summary,upper_censor_bound,99,1,1,5,20,99.210000000000008,496569.99999993434,16670000,173506.41761616163,1666641.5935974736,94.210000000000008,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng*h/mL,<,pk_adme,experimental_summary,upper_censor_bound,1,4,4,4,4,4,4,4,4,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng*h/mL,<=,other_bioactivity,experimental_summary,upper_censor_bound,3,4444,8793.9700000000012,113193.25,221942.5,244775.04999999999,266694.29799999995,267607.59999999998,164664.69999999998,114816.75217745887,131581.79999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng*h/mL,=,binding,experimental_summary,exact_value,6,950,1182.5,5660,7680,21955,120055.00000000001,125000,28835,43731.120021482799,16295,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng*h/mL,=,other_bioactivity,experimental_summary,exact_value,39763,0,1,520.71499999999992,2173,9958.0149999999994,3352119.9999999371,16541000000000,1479538302.9630713,128318351427.27487,9437.2999999999993,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng*h/mL,=,pk_adme,experimental_summary,exact_value,553,0,0.37536000000000014,822,7000,48300,8220933.3332000561,186000000000,340409008.39250451,7902724879.2164135,47478,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng*h/mL,>,other_bioactivity,experimental_summary,lower_censor_bound,55,33,36.780000000000001,3123,17789,35427.099999999999,388337.67700000003,403994.95000000001,59934.591272727273,101092.73292255383,32304.099999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng*h/mL,interval,other_bioactivity,experimental_summary,lower_censor_bound,35,41.140000000000001,41.3474,209.26500000000001,691.60000000000002,15600,146599.9999999998,167000,12847.674857142856,32221.89545507911,15390.735000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng*h/mL,interval,other_bioactivity,experimental_summary,upper_censor_bound,35,67,68.359999999999999,1060.5999999999999,4894.8999999999996,40200,3512999.9999999879,4720000,185915.3657142857,801404.46970744093,39139.400000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng*h/mL,interval,pk_adme,experimental_summary,lower_censor_bound,6,1.3999999999999999,1.3999999999999999,1498.5500000000002,6307.5,7798,13938.400000000001,14241,5841.3000000000002,4914.4653283275211,6299.4499999999998,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng*h/mL,interval,pk_adme,experimental_summary,upper_censor_bound,6,4.7000000000000002,4.7000000000000002,1866.5250000000001,7503.5,8123.5,16375.650000000001,16800,6688.2333333333336,5709.079777765317,6256.9750000000004,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.eq.h.ml-1,=,other_bioactivity,experimental_summary,exact_value,6,120,127.15000000000001,276.25,476,660,1489.75,1533,589.33333333333337,465.53756263294395,383.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.eq/ml,=,other_bioactivity,experimental_summary,exact_value,1,3658,3658,3658,3658,3658,3658,3658,3658,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.h-1.ml-1,=,other_bioactivity,experimental_summary,exact_value,1,9434,9434,9434,9434,9434,9434,9434,9434,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.hr,=,other_bioactivity,experimental_summary,exact_value,4,3150,3241.98,5449.5,6514.5,11109.25,23482.449999999997,23998,10044.25,8175.1803764504184,5659.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.hr.kg/mg/ml,=,other_bioactivity,experimental_summary,exact_value,32,0,0.31,18,77,322,1515.3000000000004,1630,295.6875,430.99966919215842,304,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.hr.kg/mg/ml,>,other_bioactivity,experimental_summary,lower_censor_bound,3,1000,1000,1000,1000,4000,6880,7000,3000,2828.4271247461902,3000,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.hr.kg/ml/mg,=,other_bioactivity,experimental_summary,exact_value,6,678,701.79999999999995,1284.5,3371,8360.75,19164.200000000004,19675,6284.666666666667,6706.47482329991,7076.25,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.hr/g,<,other_bioactivity,experimental_summary,upper_censor_bound,1,110,110,110,110,110,110,110,110,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.hr/g,=,other_bioactivity,experimental_summary,exact_value,183,0,5.7400000000000002,703.10500000000002,3325,9044.5,173920.00000000099,758393,15046.271857923497,62346.534717442562,8341.3950000000004,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.hr/kg,=,other_bioactivity,experimental_summary,exact_value,37,20.899999999999999,23.456,753,1339,2990,24382,24400,3988.5648648648648,6385.8075715337218,2237,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.hr/ml/mg,=,other_bioactivity,experimental_summary,exact_value,11,6.5099999999999998,6.7359999999999998,52.809999999999995,301,405.5,830.70000000000005,853,289.90000000000003,261.18710245896347,352.69,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.hr/ml/mg/kg,=,other_bioactivity,experimental_summary,exact_value,42,0,4.838000000000001,102,153.19999999999999,278.125,4251.0809999999865,5745.8999999999996,421.16428571428565,926.99057138612545,176.125,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng.min/g,=,other_bioactivity,experimental_summary,exact_value,9,94,101.12,183,1142,13222.75,30720.628000000001,31091,8325.0111111111109,11660.371312859868,13039.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng/10^6cells×hr,=,other_bioactivity,experimental_summary,exact_value,3,38.600000000000001,39.084000000000003,50.700000000000003,62.799999999999997,75.75,88.182000000000002,88.700000000000003,63.366666666666667,20.457163917697763,25.049999999999997,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng/g,=,other_bioactivity,experimental_summary,exact_value,3,816,881.51999999999998,2454,4092,6201,8225.6399999999994,8310,4406,3067.4588831800174,3747,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng/g.hr,<,other_bioactivity,experimental_summary,upper_censor_bound,2,34,35.210000000000001,64.25,94.5,124.75,153.78999999999999,155,94.5,60.5,60.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng/g.hr,=,other_bioactivity,experimental_summary,exact_value,73,0,3.5517599999999998,85,276.5,2107,53836.360000000088,112849,3920.5255205479452,13843.878739202106,2022,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng/l,=,other_bioactivity,experimental_summary,exact_value,1,36,36,36,36,36,36,36,36,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng/mL,<,other_bioactivity,experimental_summary,upper_censor_bound,1,1,1,1,1,1,1,1,1,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng/mL,=,other_bioactivity,experimental_summary,exact_value,42,0,0,116,663.54999999999995,12071,1995366.2234999926,2810197.6200000001,96902.621428571438,442348.79304099287,11955,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ng/ml.kg,=,other_bioactivity,experimental_summary,exact_value,4,912,918.41999999999996,1072.5,1759,2614,3253.3599999999997,3280,1927.5,964.19124140390318,1541.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ngequiv.hr/g,=,other_bioactivity,experimental_summary,exact_value,11,297,298.19999999999999,919.5,3470,5750,190400.00000000003,200000,29741.363636363636,61191.802343529533,4830.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nghrg-1,=,other_bioactivity,experimental_summary,exact_value,1,19.309999999999999,19.309999999999999,19.309999999999999,19.309999999999999,19.309999999999999,19.309999999999999,19.309999999999999,19.309999999999999,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ngmin,=,other_bioactivity,experimental_summary,exact_value,2,873922,882713.53000000003,1093710.25,1313498.5,1533286.75,1744283.47,1753075,1313498.5,439576.5,439576.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ngml-1,=,other_bioactivity,experimental_summary,exact_value,4,48,50.670000000000002,114.75,2539.5,6956.5,12758.259999999998,13000,4531.75,5274.8792580968147,6841.75,exact_linear_order_statistics_disk_backed
